"status","candidate_basis","acquisition_expansion","catalog_scope","decor_id","item_id","decor_name","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1322","245433","Blackrock Strongbox","Sources Vendor: Kil'rip H (Frostwall) 500 & 1000 Apexis Crystal Laughing Skulls (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Laughing Skulls to unlock this item for your housing collection. Copy Waypoint","","","87015","","823","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1322/blackrock-strongbox-1322/","Blackrock Strongbox","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1323","245434","Orgrimmar Sconce","Sources Encounter: Iron Docks - Skulloc (Iron Docks)","","","","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1323/orgrimmar-sconce-1323/","Orgrimmar Sconce","-3","3","2","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1324","245435","Horde Battle Emblem","Sources Encounter: Upper Blackrock Spire - Warlord Zaela","","","","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1324/horde-battle-emblem-1324/","Horde Battle Emblem","-3","3","2","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1325","245436","Blackrock Weapon Rack","Sources Crafting: Blacksmithing (Draenor Plans) Reagents Required: 40× Shadowmoon Lumber 5× Savage Blood 15× Raw Beast Hide 30× Blackrock Ore Profession: Draenor Blacksmithing (80)","","","","1260988","","251766;118472;110609;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1325/blackrock-weapon-rack-1325/","Blackrock Weapon Rack","5","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1326","245437","Orc-Forged Weaponry","Sources Vendor: Moz'def H (Frostwall) 75 Iron Horde Scraps Warlords of Draenor Copy Waypoint","","","79812","","","113681","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1326/orc-forged-weaponry-1326/","Orc-Forged Weaponry","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1351","245441","Orcish Fencepost","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 10× Shadowmoon Lumber 4× Sorcerous Earth 10× True Iron Ore Profession: Draenor Inscription (80)","","","","1269501;1269500;1260044;1260508","","251766;113263;109119","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1351/orcish-fencepost-1351/","Orcish Fencepost","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1352","245442","Warsong Footrest","Sources Vendor: Moz'def H (Frostwall) 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","79812","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1352/warsong-footrest-1352/","Warsong Footrest","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1353","245443","Frostwolf Round Table","Sources Quest: Establish Your Garrison (Frostfire Ridge, Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","34586","79774","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1353/frostwolf-round-table-1353/","Frostwolf Round Table","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1354","245444","Orcish Communal Stove","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 250 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1354/orcish-communal-stove-1354/","Orcish Communal Stove","-3","35","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1355","245445","Frostwolf Axe-Dart Board","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 150 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1355/frostwolf-axe-dart-board-1355/","Frostwolf Axe-Dart Board","-3","3","2","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1405","244313","Orcish Fence","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 15× Shadowmoon Lumber 8× Sorcerous Earth 10× Sumptuous Fur 15× True Iron Ore Profession: Draenor Inscription (80)","","","","1269500;1269501;1260005;1260564","","251766;113263;111557;109119","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1405/orcish-fence-1405/","Orcish Fence","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1406","244314","Frostwall Architect's Table","Sources Crafting: Engineering (Draenor Engineering) Reagents Required: 25× Shadowmoon Lumber 5× Cerulean Pigment 15× True Iron Ore 10× Blackrock Ore 2× Light Parchment Profession: Draenor Engineering (80)","","","","1261027","","251766;114931;109119;109118;39354","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1406/frostwall-architects-table-1406/","Frostwall Architect's Table","5","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1407","244315","Orcish Warlord's Planning Table","Sources Quest: My Very Own Fortress (Frostfire Ridge, Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 1500 Garrison Resources Warlords of Draenor Copy Waypoint","","36614","79774","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1407/orcish-warlords-planning-table-1407/","Orcish Warlord's Planning Table","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1408","244316","Warsong Workbench","Sources Quest: Things Are Not Goren Our Way (Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","34192","79774","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1408/warsong-workbench-1408/","Warsong Workbench","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1409","244317","Orcish Banded Barrel","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 6× Shadowmoon Lumber 6× Cerulean Pigment 4× Sorcerous Earth 8× Blackrock Ore Profession: Draenor Inscription","","","","1261066;1261045","","251766;114931;113263;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1409/orcish-banded-barrel-1409/","Orcish Banded Barrel","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1410","244318","Wine Barrel","Sources Crafting: Alchemy (Draenor Alchemy) Reagents Required: 16× Shadowmoon Lumber 6× Gorgrond Grapes 6× Sorcerous Water 10× Alchemical Catalyst Profession: Draenor Alchemy (80)","","","","1260985","","251766;117454;113262;108996","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1410/wine-barrel-1410/","Wine Barrel","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1411","244319","Wooden Shipping Crate","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 8× Shadowmoon Lumber 10× Cerulean Pigment 6× Sorcerous Earth 12× Blackrock Ore Profession: Draenor Inscription (80)","","","","1261045;1261066","","251766;114931;113263;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1411/wooden-shipping-crate-1411/","Wooden Shipping Crate","5","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1412","244320","Youngling's Courser Toys","Sources Quest: Pool of Visions (Frostfire Ridge) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","79774","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1412/younglings-courser-toys-1412/","Youngling's Courser Toys","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1413","244321","Orcish Lumberjack's Stool","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1413/orcish-lumberjacks-stool-1413/","Orcish Lumberjack's Stool","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1414","244322","Frostwolf Banded Stool","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1414/frostwolf-banded-stool-1414/","Frostwolf Banded Stool","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1415","244323","Orcish Sleeping Cot","Sources Crafting: Leatherworking (Draenor Patterns) Reagents Required: 22× Shadowmoon Lumber 30× Raw Beast Hide 15× True Iron Ore Profession: Draenor Leatherworking (80)","","","","1261122;1261081","","251766;110609;109119","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1415/orcish-sleeping-cot-1415/","Orcish Sleeping Cot","5","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1416","244324","Peon's Work Bucket","Sources Vendor: Supplymaster Eri H (Frostwall) 150 Garrison Resources Warlords of Draenor Copy Waypoint","","","76872","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1416/peons-work-bucket-1416/","Peon's Work Bucket","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1443","244653","Orcish Scribe's Drafting Table","Sources Quest: Bigger is Better (Frostfire Ridge, Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","36592","79774","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1443/orcish-scribes-drafting-table-1443/","Orcish Scribe's Drafting Table","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1725","245534","Frostwall Elevated Brazier","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 25× Shadowmoon Lumber 10× Savage Blood 6× Sorcerous Fire 20× True Iron Ore Profession: Draenor Inscription (80)","","","","1261032","","251766;118472;113261;109119","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1725/frostwall-elevated-brazier-1725/","Frostwall Elevated Brazier","5","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1791","245600","Frostwall Forge","Sources Crafting: Blacksmithing (Draenor Plans) Reagents Required: 45× Shadowmoon Lumber 5× Primal Spirit 25× Sorcerous Fire 50× True Iron Ore 25× Blackrock Ore Profession: Draenor Blacksmithing (80)","","","","1260987","","251766;120945;113261;109119;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1791/frostwall-forge-1791/","Frostwall Forge","5","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","1792","245601","Ancestral Signal Brazier","Sources Crafting: Enchanting (Draenor Enchanting) Reagents Required: 30× Shadowmoon Lumber 12× Temporal Crystal 4× Sorcerous Earth 8× Sorcerous Fire Profession: Draenor Enchanting (80)","","","","1260990","","251766;113588;113263;113261","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1792/ancestral-signal-brazier-1792/","Ancestral Signal Brazier","5","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4403","248334","Stormwind Wooden Bench","Sources Quest: Clearing the Garden (Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","36404","78564;88223","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4403/stormwind-wooden-bench-4403/","Stormwind Wooden Bench","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4404","248335","Stormwind Wooden Stool","Sources Quest: Anglin' In Our Garrison (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","36202","78564;88223","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4404/stormwind-wooden-stool-4404/","Stormwind Wooden Stool","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4485","248660","Stormwind Workbench","Sources Quest: Things Are Not Goren Our Way (Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","34192","78564;88223","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4485/stormwind-workbench-4485/","Stormwind Workbench","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4486","248661","Northshire Scribe's Desk","Sources Quest: Bigger is Better (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","36592","78564;88223","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4486/northshire-scribes-desk-4486/","Northshire Scribe's Desk","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4816","248799","Wooden Storage Crate","Sources Quest: Establish Your Garrison (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","34586","78564;88223","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4816/wooden-storage-crate-4816/","Wooden Storage Crate","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4818","248800","Architect's Drafting Table","Sources Quest: My Very Own Castle (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 1500 Garrison Resources Warlords of Draenor Copy Waypoint","","36615","78564","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4818/architects-drafting-table-4818/","Architect's Drafting Table","-3","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","4844","248810","Rough Wooden Chair","Sources Quest: Keeping it Together (Shadowmoon Valley, Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","35176","78564;88223","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4844/rough-wooden-chair-4844/","Rough Wooden Chair","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8176","251329","Shadowmoon Open-Air Shed","Sources Drop: Shadowmoon Valley (Draenor) Missives Quest: Missive: Assault on Socrethar's Rise Requirement: Complete this quest to unlock this item for your housing collection.","","","","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8176/shadowmoon-open-air-shed-8176/","Shadowmoon Open-Air Shed","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8177","251330","Draenic Fencepost","Sources Quest: The Traitor's True Name (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 100 & 300 Apexis Crystal Warlords of Draenor Requires quest ""The Traitor's True Name"" Copy Waypoint","","34792","85950","","823","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8177/draenic-fencepost-8177/","Draenic Fencepost","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8178","251331","Draenic Ottoman","Sources Encounter: Auchindoun - Teron'gor","","","","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8178/draenic-ottoman-8178/","Draenic Ottoman","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8185","251476","Embroidered Embaari Tent","Sources Vendor: Vindicator Nuurem A (Stormshield) 1000 Garrison Resources Council of Exarchs (Revered) • Warlords of Draenor Requirement: Reach Revered with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8185/embroidered-embaari-tent-8185/","Embroidered Embaari Tent","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8186","251477","Draenic Wooden Table","Sources Quest: The Trial of Champions (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) 500 & 1000 Garrison Resources Warlords of Draenor Requires quest ""The Trial of Champions"" Copy Waypoint","","36169","85950","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8186/draenic-wooden-table-8186/","Draenic Wooden Table","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8187","251478","Square Draenic Table","Sources Quest: Forging Ahead (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Trader Caerel A (Stormshield) Copy Waypoint","","35196","85950","","","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8187/square-draenic-table-8187/","Square Draenic Table","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8188","251479","Shadowmoon Greenhouse","Sources Vendor: Vindicator Nuurem A (Stormshield) 1500 Garrison Resources Council of Exarchs (Exalted) • Warlords of Draenor Requirement: Reach Exalted with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8188/shadowmoon-greenhouse-8188/","Shadowmoon Greenhouse","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8190","251481","Elodor Armory Rack","Sources Vendor: Vindicator Nuurem A (Stormshield) 500 Garrison Resources Council of Exarchs (Honored) • Warlords of Draenor Requirement: Reach Honored with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8190/elodor-armory-rack-8190/","Elodor Armory Rack","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8191","251482","Draenei Stargazer's Telescope","Sources Crafting: Engineering (Draenor Engineering) Reagents Required: 20× Shadowmoon Lumber 3× Temporal Crystal 12× Sorcerous Air 20× Blackrock Ore Profession: Draenor Engineering (80)","","","","1261025;1263663","","251766;113588;113264;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8191/draenei-stargazers-telescope-8191/","Draenei Stargazer's Telescope","5","3","1","1","3"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8192","251483","Draenethyst Lantern","Sources Vendor: Vindicator Nuurem A (Stormshield) 250 Garrison Resources Council of Exarchs (Friendly) • Warlords of Draenor Requirement: Reach Friendly with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8192/draenethyst-lantern-8192/","Draenethyst Lantern","-3","3","1","1","1"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8193","251484","""Dawning Hope"" Mosaic","Sources Vendor: Vindicator Nuurem A (Stormshield) 1000 Garrison Resources Council of Exarchs (Revered) • Warlords of Draenor Requirement: Reach Revered with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8193/dawning-hope-mosaic-8193/","""Dawning Hope"" Mosaic","-3","3","2","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8194","251493","Small Karabor Fountain","Sources Vendor: Vindicator Nuurem A (Stormshield) 500 Garrison Resources Council of Exarchs (Honored) • Warlords of Draenor Requirement: Reach Honored with Council of Exarchs to unlock this item for your housing collection. Copy Waypoint","","","85932","","824","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8194/small-karabor-fountain-8194/","Small Karabor Fountain","-3","3","1","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8196","251495","Draenic Basin","Sources Crafting: Jewelcrafting (Draenor Designs) Reagents Required: 25× Shadowmoon Lumber 1× Greater Haste Taladite 12× Sorcerous Water 20× Blackrock Ore Profession: Draenor Jewelcrafting (80)","","","","1261071","","251766;115811;113262;109118","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8196/draenic-basin-8196/","Draenic Basin","5","3","2","1","5"
"acquisition_wod_confirmed","live_catalog_acquisition_audit","wod","wod_theme","8235","251544","Telredor Recliner","Sources Vendor: Maaria A (Lunarfall) 500 & 1000 Apexis Crystal Warlords of Draenor Copy Waypoint","","","85427","","823","","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8235/telredor-recliner-8235/","Telredor Recliner","-3","3","1","1","1"
