"decor_id","item_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url"
"5113","248936","Five Dawns Shrine of the Smoking Fish","mop_theme","acquisition_legion_confirmed","legion","vendor","3 Five Dawns Shrine of the Smoking Fish Structural › Misc Structural Caydori Brightstar (Mandori Village) 500 Order Resources","","","112338","","1220","","Legion class-hall acquisition; Pandaria theme does not assign ownership","https://housing.wowdb.com/decor/5113/five-dawns-shrine-of-the-smoking-fish-5113/"
"5114","248937","Ironpaw Stew Cart","mop_theme","catalog_hidden_unobtainable","","vendor","5 Ironpaw Stew Cart Miscellaneous › Miscellaneous - All","","","","","","","Hidden catalog row with no current acquisition source","https://housing.wowdb.com/decor/5114/ironpaw-stew-cart-5114/"
"5119","248942","Five Dawns Planning Table","mop_theme","acquisition_legion_confirmed","legion","achievement","3 Five Dawns Planning Table Furnishings › Tables and Desks Raise an Army for the Temple of Five Dawns Caydori Brightstar (Mandori Village) 2000 Order Resources","60986","","112338","","1220","","Legion class-hall acquisition; Pandaria theme does not assign ownership","https://housing.wowdb.com/decor/5119/five-dawns-planning-table-5119/"
"5126","248958","Monastery Gong","mop_theme","acquisition_legion_confirmed","legion","achievement","5 Monastery Gong Structural › Large Structures The Grandmaster's Campaign Caydori Brightstar (Mandori Village) 1500 Order Resources","42275","","112338","","1220","","Legion class-hall acquisition; Pandaria theme does not assign ownership","https://housing.wowdb.com/decor/5126/monastery-gong-5126/"
"8179","251472","Pandaren Wooden Cart","mop_theme","acquisition_midnight_confirmed","midnight","vendor","5 Pandaren Wooden Cart Accents › Ornamental Brother Dovetail (Razorwind Shores) Cursed Keepsake","","","249684;262726","","","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/8179/pandaren-wooden-cart-8179/"
"8987","252039","Open Sack of Roasted Kafa","mop_theme","acquisition_midnight_confirmed","midnight","vendor","1 Open Sack of Roasted Kafa Accents › Food and Drink Brother Dovetail (Razorwind Shores) Cursed Keepsake","","","249684;262726","","","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/8987/open-sack-of-roasted-kafa-8987/"
"8988","252040","Sealed Sack of Roasted Kafa","mop_theme","acquisition_midnight_confirmed","midnight","vendor","1 Sealed Sack of Roasted Kafa Accents › Food and Drink Brother Dovetail (Razorwind Shores) Cursed Keepsake","","","249684;262726","","","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/8988/sealed-sack-of-roasted-kafa-8988/"
"9250","253176","Ancient Zandalari Ritual Scroll","mop_theme","acquisition_midnight_confirmed","midnight","quest","1 Ancient Zandalari Ritual Scroll Accents › Ornamental Timear Foresees a Proof of Demise! (Dalaran, Arcantina) Morta Gage (Arcantina) 150 Voidlight Marl","","92322","252873","","3316","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/9250/ancient-zandalari-ritual-scroll-9250/"
"12263","259071","Brawler's Guild Punching Bag","mop_theme","acquisition_tww_confirmed","tww","vendor","3 Brawler's Guild Punching Bag Accents › Misc Accents ""Bad Luck"" Symmes (Brawl'gar Arena) 4000 Dershway the Triggered (Deeprun Tram) 4000 +2 more sources","","","145695;151941","","","","The War Within acquisition; Pandaria location or theme alone does not assign ownership","https://housing.wowdb.com/decor/12263/brawlers-guild-punching-bag-12263/"
"14815","263026","Brawler's Barricade","mop_theme","acquisition_tww_confirmed","tww","vendor","5 Brawler's Barricade Miscellaneous › Miscellaneous - All ""Bad Luck"" Symmes (Brawl'gar Arena) 500 Dershway the Triggered (Deeprun Tram) 500 +2 more sources","","","145695;151941","","","","The War Within acquisition; Pandaria location or theme alone does not assign ownership","https://housing.wowdb.com/decor/14815/brawlers-barricade-14815/"
"16091","264714","[DNT] 12PH_Leg_PA_innBench_01.M2","mop_theme","internal_dnt","","vendor","3 [DNT] 12PH_Leg_PA_innBench_01.M2 Furnishings › Seating","","","","","","","Internal DNT or duplicate row","https://housing.wowdb.com/decor/16091/dnt-12ph_leg_pa_innbench_01m2-16091/"
"16962","265541","Loammy Soil","mop_theme","acquisition_midnight_confirmed","midnight","vendor","1 Loammy Soil Nature › Misc Nature Harlowe Marl (Founder's Point) 1 Community Coupons","","","257897","","3363","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/16962/loammy-soil-16962/"
"26196","277929","Rustic Fishing Rack","mop_theme","acquisition_midnight_confirmed","midnight","vendor","5 Rustic Fishing Rack Accents › Ornamental Second Mate Sluggs (The Coiled Isle) 500 Voidlight Marl","","","257598","","3316","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/26196/rustic-fishing-rack-26196/"
"26651","278694","Stormstout Hanging Lantern","mop_theme","acquisition_midnight_confirmed","midnight","vendor","5 Stormstout Hanging Lantern Lighting › Ceiling Lights Moments in a Mug (Arcantina) Morta Gage (Arcantina) 250 Voidlight Marl","","","252873","","3316","","Midnight acquisition; Pandaria theme or vendor location alone does not assign ownership","https://housing.wowdb.com/decor/26651/stormstout-hanging-lantern-26651/"
