"status","candidate_basis","acquisition_expansion","catalog_scope","decor_id","item_id","decor_name","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","full_catalog_source_scan","947","245411","Dark Ship's Lantern","Quest: A New Life for Undeath (Stormheim) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Halenthos Brightstride A (Dalaran) 2000 Legion Quest: ""A New Life for Undeath""","","38882","252043","","","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/947/dark-ships-lantern-947/","Dark Ship's Lantern","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1219","245396","Suramar Dresser","Crafting: Inscription (Legion Inscription - Skill Level 80) Reagents Required: 30× Fel-Touched Lumber 25× Sallow Pigment 10× Roseate Pigment 6× Imbued Silkweave 15× Demonsteel Bar Profession: Legion Inscription (80)","","","","1260737","","124461;127004;129032;129034;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1219/suramar-dresser-1219/","Suramar Dresser","6","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1231","245452","Stonebull Canoe","Vendor: Ransa Greyfeather A H (Highmountain) 400 & 750 Order Resources Highmountain Tribe (Honored) • Legion Requirement: Reach Honored with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1231/stonebull-canoe-1231/","Stonebull Canoe","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1232","245451","Thunder Totem Brazier","Drop: Dargrul (Neltharion's Lair) Encounter: Neltharion's Lair - Dargrul the Underking","","","","","","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1232/thunder-totem-brazier-1232/","Thunder Totem Brazier","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1235","245453","Whitewash River Basket","Quest: Moozy's Reunion Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 300 & 500 Order Resources Legion","","42590","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1235/whitewash-river-basket-1235/","Whitewash River Basket","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1242","245406","Tauren Leather Fence","Crafting: Leatherworking (Legion Patterns - Skill Level 80) Reagents Required: 20× Fel-Touched Lumber 5× Unbroken Claw 20× Stonehide Leather Profession: Legion Leatherworking (80)","","","","1260762","","124113;124438;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1242/tauren-leather-fence-1242/","Tauren Leather Fence","6","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1243","245407","Tauren Fencepost","Crafting: Leatherworking (Legion Patterns - Skill Level 80) Reagents Required: 15× Fel-Touched Lumber 5× Unbroken Claw 10× Stonehide Leather Profession: Legion Leatherworking (80)","","","","1260765","","124113;124438;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1243/tauren-fencepost-1243/","Tauren Fencepost","6","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1251","245405","Large Highmountain Drum","Quest: Ceremonial Drums Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 300 & 500 Order Resources Legion","","42622","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1251/large-highmountain-drum-1251/","Large Highmountain Drum","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","full_catalog_source_scan","1252","243290","Tauren Waterwheel","Vendor: Ransa Greyfeather A H (Highmountain) 800 & 2000 Order Resources Highmountain Tribe (Exalted) • Legion Requirement: Reach Exalted with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/1252/tauren-waterwheel-1252/","Tauren Waterwheel","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1287","245456","Warbrave's Brazier","Quest: The Backdoor (Highmountain) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 500 & 750 Order Resources Legion","","39579","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1287/warbraves-brazier-1287/","Warbrave's Brazier","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1291","245461","Tauren Vertical Windmill","Quest: The Underking Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 700 & 1000 Order Resources Legion","","39780","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1291/tauren-vertical-windmill-1291/","Tauren Vertical Windmill","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1292","243359","Tauren Windmill","Vendor: Ransa Greyfeather A H (Highmountain) 560 & 1000 Order Resources Highmountain Tribe (Revered) • Legion Requirement: Reach Revered with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1292/tauren-windmill-1292/","Tauren Windmill","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1293","245454","Small Highmountain Drum","Vendor: Ransa Greyfeather A H (Highmountain) 240 & 500 Order Resources Highmountain Tribe (Friendly) • Legion Requirement: Reach Friendly with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1293/small-highmountain-drum-1293/","Small Highmountain Drum","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1294","245457","Riverbend Netting","Quest: Fish Out of Water Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 300 & 500 Order Resources Legion","","39614","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1294/riverbend-netting-1294/","Riverbend Netting","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1295","245458","Riverbend Jar","Vendor: Ransa Greyfeather A H (Highmountain) 240 & 500 Order Resources Highmountain Tribe (Friendly) • Legion Requirement: Reach Friendly with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1295/riverbend-jar-1295/","Riverbend Jar","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1297","245450","Highmountain Totem","Vendor: Ransa Greyfeather A H (Highmountain) 800 & 2000 Order Resources Highmountain Tribe (Exalted) • Legion Requirement: Reach Exalted with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1297/highmountain-totem-1297/","Highmountain Totem","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1307","245460","Skyhorn Storage Chest","Achievement: Treasures of Highmountain Requirement: The Treasures of Highmountain Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 500 & 750 Order Resources Legion","11257","","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1307/skyhorn-storage-chest-1307/","Skyhorn Storage Chest","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1308","245459","Tauren Storage Chest","Crafting: Inscription (Legion Inscription - Skill Level 80) Reagents Required: 15× Fel-Touched Lumber 15× Sallow Pigment 10× Roseate Pigment 8× Shal'dorei Silk Profession: Legion Inscription (80)","","","","1260704","","124437;129032;129034;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1308/tauren-storage-chest-1308/","Tauren Storage Chest","6","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1309","245409","Dried Whitewash Corn","Quest: The Flow of the River (Highmountain) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 300 & 500 Order Resources Legion","","39496","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1309/dried-whitewash-corn-1309/","Dried Whitewash Corn","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1314","245408","Tauren Soup Pot","Crafting: Blacksmithing (Legion Plans - Skill Level 80) Reagents Required: 35× Fel-Touched Lumber 3× River Onion 3× Dalapeño Pepper 3× Flaked Sea Salt 20× Demonsteel Bar 5× Highmountain Salmon Profession: Legion Blacksmithing (80)","","","","1260698","","124109;124461;133588;133589;133591;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1314/tauren-soup-pot-1314/","Tauren Soup Pot","6","35","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1440","244536","Nightborne Fireplace","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 560 & 1000 Order Resources The Nightfallen (Exalted) • Legion Requirement: Reach Exalted with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1440/nightborne-fireplace-1440/","Nightborne Fireplace","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1444","244654","Small Purple Suramar Seat Cushion","Vendor: Sundries Merchant A H (Suramar) 100 Ancient Mana The Nightfallen (Friendly) Requirement: Reach Friendly with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1444/small-purple-suramar-seat-cushion-1444/","Small Purple Suramar Seat Cushion","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1464","244676","Teal Suramar Seat Cushion","Vendor: Sundries Merchant A H (Suramar) 200 Ancient Mana The Nightfallen (Honored) Requirement: Reach Honored with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1464/teal-suramar-seat-cushion-1464/","Teal Suramar Seat Cushion","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1465","244677","Purple Suramar Seat Cushion","Vendor: Sundries Merchant A H (Suramar) 300 Ancient Mana The Nightfallen (Revered) Requirement: Reach Revered with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1465/purple-suramar-seat-cushion-1465/","Purple Suramar Seat Cushion","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1466","244678","Small Red Suramar Seat Cushion","Vendor: Sundries Merchant A H (Suramar) 100 Ancient Mana The Nightfallen (Friendly) Requirement: Reach Friendly with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1466/small-red-suramar-seat-cushion-1466/","Small Red Suramar Seat Cushion","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1692","245258","Val'sharah Bookcase","Quest: Moon Reaver (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Myria Glenbrook (Val'sharah) 250 Order Resources","","42751","109306","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1692/valsharah-bookcase-1692/","Val'sharah Bookcase","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1694","245260","Kaldorei Chef's Table","Vendor: Hilseth Travelstride A (Val'sharah) 400 Order Resources Legion","","","112634","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1694/kaldorei-chefs-table-1694/","Kaldorei Chef's Table","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1695","245261","Kaldorei Washbasin","Vendor: Selfira Ambergrove A H (Val'sharah) 700 & 1000 Order Resources Dreamweavers (Revered) • Legion Requirement: Reach Revered with Dreamweavers to unlock this item for your housing collection. Vendor: Sylvia Hartshorn H (Val'sharah) 500 & 1000 Order Resources Dreamweavers (Revered) • Legion Requirement: Reach Revered with Dreamweavers to unlock this item for your housing collection.","","","106901;253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1695/kaldorei-washbasin-1695/","Kaldorei Washbasin","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1703","245270","Thunder Totem Kiln","Vendor: Ransa Greyfeather A H (Highmountain) 560 & 1000 Order Resources Highmountain Tribe (Revered) • Legion Requirement: Reach Revered with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1703/thunder-totem-kiln-1703/","Thunder Totem Kiln","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1740","245549","Trueshot Lodge Fireplace","Vendor: Outfitter Reynolds A H (Trueshot Lodge) 500 Order Resources Legion","","","103693","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1740/trueshot-lodge-fireplace-1740/","Trueshot Lodge Fireplace","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1741","245550","Runed Dreamweaver Moonstone","Vendor: Amurra Thistledew A H (The Dreamgrove) 500 Order Resources Legion","","","112323","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1741/runed-dreamweaver-moonstone-1741/","Runed Dreamweaver Moonstone","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1746","245557","Shaded Suramar Window","Crafting: Jewelcrafting (Legion Designs - Skill Level 80) Reagents Required: 25× Fel-Touched Lumber 20× Gem Chip 3× Imbued Silkweave 10× Demonsteel Bar Profession: Legion Jewelcrafting (80)","","","","1260757","","124461;127004;129100;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1746/shaded-suramar-window-1746/","Shaded Suramar Window","6","3","2","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1747","245558","Elaborate Suramar Window","Quest: Visitor in Shal'Aran (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 225 Order Resources","","44955","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1747/elaborate-suramar-window-1747/","Elaborate Suramar Window","-3","3","2","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1801","245615","Bradensbrook Smoke Lantern","Quest: Shriek No More Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Corbin Branbell H (Val'sharah) 350 Order Resources Legion","","39117","252498","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1801/bradensbrook-smoke-lantern-1801/","Bradensbrook Smoke Lantern","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","full_catalog_source_scan","1802","245616","Bradensbrook Thorned Well","Quest: Source of the Corruption Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Corbin Branbell H (Val'sharah) 1000 Order Resources Legion Quest: ""Source of the Corruption"" (Healer artifact quest)","","46107","252498","","1220","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/1802/bradensbrook-thorned-well-1802/","Bradensbrook Thorned Well","-3","3","1","1","5"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1881","245697","Shala'nir Feather Bed","Achievement: That's Val'sharah Folks! Requirement: The That's Val'sharah Folks! Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 600 Order Resources Dreamweavers • Legion","10698","","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1881/shalanir-feather-bed-1881/","Shala'nir Feather Bed","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1882","245698","Kaldorei Stone Fence","Quest: The Nightmare Lord (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Myria Glenbrook (Val'sharah) 150 Order Resources","","40573","109306","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1882/kaldorei-stone-fence-1882/","Kaldorei Stone Fence","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1883","245699","Kaldorei Stone Fencepost","Quest: The Nightmare Lord (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Myria Glenbrook (Val'sharah) 75 Order Resources","","40573","109306","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1883/kaldorei-stone-fencepost-1883/","Kaldorei Stone Fencepost","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1884","245700","Kaldorei Cushioned Seat","Quest: The Die is Cast (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 250 Order Resources Dreamweavers • Legion","","38663","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1884/kaldorei-cushioned-seat-1884/","Kaldorei Cushioned Seat","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1885","245701","Elven Round Table","Quest: Feathersong's Redemption (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sileas Duskvine (Suramar) 175 Order Resources Legion","","40321","253434","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1885/elven-round-table-1885/","Elven Round Table","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1886","245702","Kaldorei Wall Shelf","Quest: Entangled Dreams Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 75 Order Resources Dreamweavers • Legion","","38147","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1886/kaldorei-wall-shelf-1886/","Kaldorei Wall Shelf","-3","3","2","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1887","245703","Kaldorei Treasure Trove","Achievement: Treasures of Val'sharah Requirement: The Treasures of Val'sharah Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 750 Order Resources Dreamweavers • Legion Achievement: ""Treasures of Val'sharah""","11258","","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1887/kaldorei-treasure-trove-1887/","Kaldorei Treasure Trove","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1889","245739","Crescent Moon Lamppost","Quest: The Tears of Elune Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 300 Order Resources Dreamweavers • Legion","","40890","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1889/crescent-moon-lamppost-1889/","Crescent Moon Lamppost","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1919","246001","Orange Suramar Seat Cushion","Vendor: Sundries Merchant A H (Suramar) 200 Ancient Mana The Nightfallen (Honored) Requirement: Reach Honored with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1919/orange-suramar-seat-cushion-1919/","Orange Suramar Seat Cushion","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","1920","246002","Red Suramar Seat Cushion","Vendor: Sundries Merchant A H (Suramar) 300 Ancient Mana The Nightfallen (Revered) Requirement: Reach Revered with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1920/red-suramar-seat-cushion-1920/","Red Suramar Seat Cushion","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","2086","246216","Sprouting Lamppost","Vendor: Amurra Thistledew A H (The Dreamgrove) 500 Order Resources Legion","","","112323","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/2086/sprouting-lamppost-2086/","Sprouting Lamppost","-3","3","1","1","3"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","2516","246850","""Fruit of the Arcan'dor"" Painting","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 800 & 2000 Order Resources The Nightfallen (Exalted) • Legion Requirement: Reach Exalted with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/2516/fruit-of-the-arcandor-painting-2516/","""Fruit of the Arcan'dor"" Painting","-3","3","2","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","2517","246851","""Raising Your Eyes"" Painting","Vendor: Rasil Fireborne A (Dalaran) 15000 Legion Requires quest ""Vereesa's Tale""","","","112716","","","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/2517/raising-your-eyes-painting-2517/","""Raising Your Eyes"" Painting","-3","3","2","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","full_catalog_source_scan","2530","246864","Tome of the Lost Dragon","Quest: The Head of the Snake (Azsuna) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Berazus H (Azsuna) 300 Order Resources","","37470","89939","","1220","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/2530/tome-of-the-lost-dragon-2530/","Tome of the Lost Dragon","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","full_catalog_source_scan","2531","246865","Tome of Reliquary Insights","Encounter: Return to Karazhan - Viz'aduum the Watcher (Karazhan)","","","","","","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/2531/tome-of-reliquary-insights-2531/","Tome of Reliquary Insights","-3","3","1","1","1"
"acquisition_legion_confirmed","live_catalog_acquisition_audit","legion","legion_theme","3981","247842","Nightborne Merchant's Stall","Quest: Sign of the Dusk Lily (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 600 Order Resources","","44756","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/3981/nightborne-merchants-stall-3981/","Nightborne Merchant's Stall","-3","3","1","1","5"
