"decor_id","catalog_name","catalog_scope","status","acquisition_expansion","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","item_ids","classification_note","acquisition_source_url"
"1294","Riverbend Netting","legion_theme","acquisition_legion_confirmed","legion","Quest: Fish Out of Water Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 300 & 500 Order Resources Legion","","39614","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1294/riverbend-netting-1294/"
"1295","Riverbend Jar","legion_theme","acquisition_legion_confirmed","legion","Vendor: Ransa Greyfeather A H (Highmountain) 240 & 500 Order Resources Highmountain Tribe (Friendly) • Legion Requirement: Reach Friendly with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1295/riverbend-jar-1295/"
"1297","Highmountain Totem","legion_theme","acquisition_legion_confirmed","legion","Vendor: Ransa Greyfeather A H (Highmountain) 800 & 2000 Order Resources Highmountain Tribe (Exalted) • Legion Requirement: Reach Exalted with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1297/highmountain-totem-1297/"
"1307","Skyhorn Storage Chest","legion_theme","acquisition_legion_confirmed","legion","Achievement: Treasures of Highmountain Requirement: The Treasures of Highmountain Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 500 & 750 Order Resources Legion","11257","","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1307/skyhorn-storage-chest-1307/"
"1308","Tauren Storage Chest","legion_theme","acquisition_legion_confirmed","legion","Crafting: Inscription (Legion Inscription - Skill Level 80) Reagents Required: 15× Fel-Touched Lumber 15× Sallow Pigment 10× Roseate Pigment 8× Shal'dorei Silk Profession: Legion Inscription (80)","","","","1260704","","124437;129032;129034;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1308/tauren-storage-chest-1308/"
"1309","Dried Whitewash Corn","legion_theme","acquisition_legion_confirmed","legion","Quest: The Flow of the River (Highmountain) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Torv Dubstomp A H (Thunder Totem, Highmountain) 300 & 500 Order Resources Legion","","39496","108017","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1309/dried-whitewash-corn-1309/"
"1314","Tauren Soup Pot","legion_theme","acquisition_legion_confirmed","legion","Crafting: Blacksmithing (Legion Plans - Skill Level 80) Reagents Required: 35× Fel-Touched Lumber 3× River Onion 3× Dalapeño Pepper 3× Flaked Sea Salt 20× Demonsteel Bar 5× Highmountain Salmon Profession: Legion Blacksmithing (80)","","","","1260698","","124109;124461;133588;133589;133591;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1314/tauren-soup-pot-1314/"
"1440","Nightborne Fireplace","legion_theme","acquisition_legion_confirmed","legion","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 560 & 1000 Order Resources The Nightfallen (Exalted) • Legion Requirement: Reach Exalted with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1440/nightborne-fireplace-1440/"
"1444","Small Purple Suramar Seat Cushion","legion_theme","acquisition_legion_confirmed","legion","Vendor: Sundries Merchant A H (Suramar) 100 Ancient Mana The Nightfallen (Friendly) Requirement: Reach Friendly with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1444/small-purple-suramar-seat-cushion-1444/"
"1464","Teal Suramar Seat Cushion","legion_theme","acquisition_legion_confirmed","legion","Vendor: Sundries Merchant A H (Suramar) 200 Ancient Mana The Nightfallen (Honored) Requirement: Reach Honored with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1464/teal-suramar-seat-cushion-1464/"
"1465","Purple Suramar Seat Cushion","legion_theme","acquisition_legion_confirmed","legion","Vendor: Sundries Merchant A H (Suramar) 300 Ancient Mana The Nightfallen (Revered) Requirement: Reach Revered with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1465/purple-suramar-seat-cushion-1465/"
"1466","Small Red Suramar Seat Cushion","legion_theme","acquisition_legion_confirmed","legion","Vendor: Sundries Merchant A H (Suramar) 100 Ancient Mana The Nightfallen (Friendly) Requirement: Reach Friendly with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1466/small-red-suramar-seat-cushion-1466/"
"1692","Val'sharah Bookcase","legion_theme","acquisition_legion_confirmed","legion","Quest: Moon Reaver (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Myria Glenbrook (Val'sharah) 250 Order Resources","","42751","109306","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1692/valsharah-bookcase-1692/"
"1694","Kaldorei Chef's Table","legion_theme","acquisition_legion_confirmed","legion","Vendor: Hilseth Travelstride A (Val'sharah) 400 Order Resources Legion","","","112634","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1694/kaldorei-chefs-table-1694/"
"1695","Kaldorei Washbasin","legion_theme","acquisition_legion_confirmed","legion","Vendor: Selfira Ambergrove A H (Val'sharah) 700 & 1000 Order Resources Dreamweavers (Revered) • Legion Requirement: Reach Revered with Dreamweavers to unlock this item for your housing collection. Vendor: Sylvia Hartshorn H (Val'sharah) 500 & 1000 Order Resources Dreamweavers (Revered) • Legion Requirement: Reach Revered with Dreamweavers to unlock this item for your housing collection.","","","106901;253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1695/kaldorei-washbasin-1695/"
"1703","Thunder Totem Kiln","legion_theme","acquisition_legion_confirmed","legion","Vendor: Ransa Greyfeather A H (Highmountain) 560 & 1000 Order Resources Highmountain Tribe (Revered) • Legion Requirement: Reach Revered with Highmountain Tribe to unlock this item for your housing collection.","","","106902","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1703/thunder-totem-kiln-1703/"
"1740","Trueshot Lodge Fireplace","legion_theme","acquisition_legion_confirmed","legion","Vendor: Outfitter Reynolds A H (Trueshot Lodge) 500 Order Resources Legion","","","103693","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1740/trueshot-lodge-fireplace-1740/"
"1741","Runed Dreamweaver Moonstone","legion_theme","acquisition_legion_confirmed","legion","Vendor: Amurra Thistledew A H (The Dreamgrove) 500 Order Resources Legion","","","112323","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1741/runed-dreamweaver-moonstone-1741/"
"1746","Shaded Suramar Window","legion_theme","acquisition_legion_confirmed","legion","Crafting: Jewelcrafting (Legion Designs - Skill Level 80) Reagents Required: 25× Fel-Touched Lumber 20× Gem Chip 3× Imbued Silkweave 10× Demonsteel Bar Profession: Legion Jewelcrafting (80)","","","","1260757","","124461;127004;129100;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1746/shaded-suramar-window-1746/"
"1747","Elaborate Suramar Window","legion_theme","acquisition_legion_confirmed","legion","Quest: Visitor in Shal'Aran (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 225 Order Resources","","44955","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1747/elaborate-suramar-window-1747/"
"1801","Bradensbrook Smoke Lantern","legion_theme","acquisition_legion_confirmed","legion","Quest: Shriek No More Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Corbin Branbell H (Val'sharah) 350 Order Resources Legion","","39117","252498","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1801/bradensbrook-smoke-lantern-1801/"
"1802","Bradensbrook Thorned Well","full_catalog_source_scan","acquisition_legion_confirmed","legion","Quest: Source of the Corruption Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Corbin Branbell H (Val'sharah) 1000 Order Resources Legion Quest: ""Source of the Corruption"" (Healer artifact quest)","","46107","252498","","1220","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/1802/bradensbrook-thorned-well-1802/"
"1881","Shala'nir Feather Bed","legion_theme","acquisition_legion_confirmed","legion","Achievement: That's Val'sharah Folks! Requirement: The That's Val'sharah Folks! Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 600 Order Resources Dreamweavers • Legion","10698","","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1881/shalanir-feather-bed-1881/"
"1882","Kaldorei Stone Fence","legion_theme","acquisition_legion_confirmed","legion","Quest: The Nightmare Lord (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Myria Glenbrook (Val'sharah) 150 Order Resources","","40573","109306","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1882/kaldorei-stone-fence-1882/"
"1883","Kaldorei Stone Fencepost","legion_theme","acquisition_legion_confirmed","legion","Quest: The Nightmare Lord (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Myria Glenbrook (Val'sharah) 75 Order Resources","","40573","109306","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1883/kaldorei-stone-fencepost-1883/"
"1884","Kaldorei Cushioned Seat","legion_theme","acquisition_legion_confirmed","legion","Quest: The Die is Cast (Val'sharah) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 250 Order Resources Dreamweavers • Legion","","38663","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1884/kaldorei-cushioned-seat-1884/"
"1885","Elven Round Table","legion_theme","acquisition_legion_confirmed","legion","Quest: Feathersong's Redemption (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sileas Duskvine (Suramar) 175 Order Resources Legion","","40321","253434","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1885/elven-round-table-1885/"
"1886","Kaldorei Wall Shelf","legion_theme","acquisition_legion_confirmed","legion","Quest: Entangled Dreams Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 75 Order Resources Dreamweavers • Legion","","38147","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1886/kaldorei-wall-shelf-1886/"
"1887","Kaldorei Treasure Trove","legion_theme","acquisition_legion_confirmed","legion","Achievement: Treasures of Val'sharah Requirement: The Treasures of Val'sharah Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 750 Order Resources Dreamweavers • Legion Achievement: ""Treasures of Val'sharah""","11258","","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1887/kaldorei-treasure-trove-1887/"
"1889","Crescent Moon Lamppost","legion_theme","acquisition_legion_confirmed","legion","Quest: The Tears of Elune Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Selfira Ambergrove A H (Val'sharah) 300 Order Resources Dreamweavers • Legion","","40890","253387","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1889/crescent-moon-lamppost-1889/"
"1919","Orange Suramar Seat Cushion","legion_theme","acquisition_legion_confirmed","legion","Vendor: Sundries Merchant A H (Suramar) 200 Ancient Mana The Nightfallen (Honored) Requirement: Reach Honored with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1919/orange-suramar-seat-cushion-1919/"
"1920","Red Suramar Seat Cushion","legion_theme","acquisition_legion_confirmed","legion","Vendor: Sundries Merchant A H (Suramar) 300 Ancient Mana The Nightfallen (Revered) Requirement: Reach Revered with The Nightfallen to unlock this item for your housing collection.","","","248594","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/1920/red-suramar-seat-cushion-1920/"
"2086","Sprouting Lamppost","legion_theme","acquisition_legion_confirmed","legion","Vendor: Amurra Thistledew A H (The Dreamgrove) 500 Order Resources Legion","","","112323","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/2086/sprouting-lamppost-2086/"
"2516","""Fruit of the Arcan'dor"" Painting","legion_theme","acquisition_legion_confirmed","legion","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 800 & 2000 Order Resources The Nightfallen (Exalted) • Legion Requirement: Reach Exalted with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/2516/fruit-of-the-arcandor-painting-2516/"
"2517","""Raising Your Eyes"" Painting","legion_theme","acquisition_legion_confirmed","legion","Vendor: Rasil Fireborne A (Dalaran) 15000 Legion Requires quest ""Vereesa's Tale""","","","112716","","","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/2517/raising-your-eyes-painting-2517/"
"2530","Tome of the Lost Dragon","full_catalog_source_scan","acquisition_legion_confirmed","legion","Quest: The Head of the Snake (Azsuna) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Berazus H (Azsuna) 300 Order Resources","","37470","89939","","1220","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/2530/tome-of-the-lost-dragon-2530/"
"2531","Tome of Reliquary Insights","full_catalog_source_scan","acquisition_legion_confirmed","legion","Encounter: Return to Karazhan - Viz'aduum the Watcher (Karazhan)","","","","","","","Legion acquisition source found outside the Legion theme tag","https://housing.wowdb.com/decor/2531/tome-of-reliquary-insights-2531/"
"3981","Nightborne Merchant's Stall","legion_theme","acquisition_legion_confirmed","legion","Quest: Sign of the Dusk Lily (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 600 Order Resources","","44756","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/3981/nightborne-merchants-stall-3981/"
"3982","Deluxe Suramar Sleeper","legion_theme","acquisition_legion_confirmed","legion","Achievement: Insurrection Requirement: The Insurrection Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Jocenna A H (Suramar) 1200 Order Resources","11340","","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/3982/deluxe-suramar-sleeper-3982/"
"3983","Suramar Library","legion_theme","acquisition_legion_confirmed","legion","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 400 & 750 Order Resources The Nightfallen (Honored) • Legion Requirement: Reach Honored with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/3983/suramar-library-3983/"
"3984","Nightborne Bench","legion_theme","acquisition_legion_confirmed","legion","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 400 & 750 Order Resources The Nightfallen (Honored) • Legion Requirement: Reach Honored with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/3984/nightborne-bench-3984/"
"3985","Arcwine Counter","legion_theme","acquisition_legion_confirmed","legion","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 560 & 1000 Order Resources The Nightfallen (Revered) • Legion Requirement: Reach Revered with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/3985/arcwine-counter-3985/"
"4023","Suramar Fencepost","legion_theme","acquisition_legion_confirmed","legion","Crafting: Blacksmithing (Legion Plans - Skill Level 80) Reagents Required: 10× Fel-Touched Lumber 5× Demonsteel Bar 1× Leylight Shard Profession: Legion Blacksmithing (80)","","","","1260695","","124441;124461;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4023/suramar-fencepost-4023/"
"4024","Suramar Sconce","legion_theme","acquisition_legion_confirmed","legion","Vendor: First Arcanist Thalyssra H (Suramar) Vendor: First Arcanist Thalyssra A H (Suramar) 240 & 500 Order Resources The Nightfallen (Friendly) • Legion Requirement: Reach Friendly with The Nightfallen to unlock this item for your housing collection.","","","115736;97140","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4024/suramar-sconce-4024/"
"4025","Shal'dorei Seat","legion_theme","acquisition_legion_confirmed","legion","Quest: Ly'leth's Champion Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 100 Order Resources","","43318","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4025/shaldorei-seat-4025/"
"4026","Large Traditional Shal'dorei Rug","legion_theme","acquisition_legion_confirmed","legion","Vendor: Leyweaver Inondra A H (Suramar) 250 Ancient Mana Legion","","","93971","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4026/large-traditional-shaldorei-rug-4026/"
"4027","Ornate Suramar Table","legion_theme","acquisition_legion_confirmed","legion","Encounter: Court of Stars - Advisor Melandrus (Court of Stars)","","","","","","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4027/ornate-suramar-table-4027/"
"4028","Covered Ornate Suramar Table","legion_theme","acquisition_legion_confirmed","legion","Quest: And They Will Tremble (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 400 Order Resources","","44052","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4028/covered-ornate-suramar-table-4028/"
"4030","Covered Square Suramar Table","legion_theme","acquisition_legion_confirmed","legion","Crafting: Inscription (Legion Inscription - Skill Level 80) Reagents Required: 35× Fel-Touched Lumber 25× Roseate Pigment 6× Imbued Silkweave 15× Demonsteel Bar Profession: Legion Inscription (80)","","","","1260711","","124461;127004;129032;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4030/covered-square-suramar-table-4030/"
"4031","Covered Small Suramar Table","legion_theme","acquisition_legion_confirmed","legion","Quest: The Master's Legacy (Suramar) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Jocenna A H (Suramar) 200 Order Resources","","41915","252969","","1220","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4031/covered-small-suramar-table-4031/"
"4032","Nightborne Jeweler's Table","legion_theme","acquisition_legion_confirmed","legion","Crafting: Inscription (Legion Inscription - Skill Level 80) Reagents Required: 28× Fel-Touched Lumber 5× Gem Chip 20× Sallow Pigment 10× Roseate Pigment 3× Imbued Silkweave 5× Demonsteel Bar Profession: Legion Inscription (80)","","","","1260719","","124461;127004;129032;129034;129100;251767","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4032/nightborne-jewelers-table-4032/"
"4033","Traditional Shal'dorei Rug","legion_theme","acquisition_legion_confirmed","legion","Vendor: Leyweaver Inondra A H (Suramar) 150 Ancient Mana Legion","","","93971","","1155","","Displayed acquisition source is Legion content","https://housing.wowdb.com/decor/4033/traditional-shaldorei-rug-4033/"
