"decor_id","catalog_name","catalog_scope","status","acquisition_expansion","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","item_ids","classification_note","acquisition_source_url"
"2511","Tome of Shadowforge Cunning","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Lonalo H (Orgrimmar) 2000 Vendor: Solelo A (Stormwind City) 2000","","","256071;256119","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/2511/tome-of-shadowforge-cunning-2511/"
"2515","""Welcoming Pantry"" Painting","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/2515/welcoming-pantry-painting-2515/"
"2518","""Healthy Conjuration"" Painting","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/2518/healthy-conjuration-painting-2518/"
"2520","""Broken Steps"" Painting","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/2520/broken-steps-painting-2520/"
"2521","""Through the Portal"" Painting","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/2521/through-the-portal-painting-2521/"
"2522","""Smiling Suns"" Painting","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/2522/smiling-suns-painting-2522/"
"2523","""Shu'halo Perspective"" Painting","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/2523/shuhalo-perspective-painting-2523/"
"3836","Dalaran Pedestal","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/3836/dalaran-pedestal-3836/"
"3894","Alliance Battlefield Banner","legion_theme","acquisition_wrath_confirmed","wrath","Achievement: Me and the Cappin' Makin' It Happen Requirement: The Me and the Cappin' Makin' It Happen Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Riica A (Stormwind City) 600 Honor","158","","254603","","1792","","Required achievement 158 was introduced in patch 3.0.2","https://housing.wowdb.com/decor/3894/alliance-battlefield-banner-3894/"
"3895","Fortified Alliance Banner","legion_theme","acquisition_wrath_confirmed","wrath","Achievement: Alterac Grave Robber Requirement: The Alterac Grave Robber Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Riica A (Stormwind City) 1200 Honor","221","","254603","","1792","","Required achievement 221 was introduced in patch 3.0.2","https://housing.wowdb.com/decor/3895/fortified-alliance-banner-3895/"
"3901","Enigmatic Purple Crystal","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/3901/enigmatic-purple-crystal-3901/"
"4022","Nightborne Lantern","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Second Chair Pawdo A H (Dornogal)","","","252312","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/4022/nightborne-lantern-4022/"
"4029","Square Suramar Table","legion_theme","acquisition_midnight_confirmed","midnight","Quest: Last Light (Stormwind City, Orgrimmar, Dornogal) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Second Chair Pawdo A H (Dornogal)","","","252312","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/4029/square-suramar-table-4029/"
"4426","Stack of Kafa Mugs","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Cousin Shortkaf (Razorwind Shores)","","","263258","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/4426/stack-of-kafa-mugs-4426/"
"4427","Kafa Creamer","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Vendor: Cursed Keepsake","","","249684;262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/4427/kafa-creamer-4427/"
"4428","Legerdemain Lounge Sign Board","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Vendor: Cursed Keepsake","","","249684;262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/4428/legerdemain-lounge-sign-board-4428/"
"4429","Dalaran Kafa Table","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Vendor: Cursed Keepsake","","","249684;262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/4429/dalaran-kafa-table-4429/"
"5118","[DNT] Dreadscar Battle Planning Map - do not use - new asset","legion_theme","internal_dnt","none","Vendor: Gigi Gigavoid A (Dreadscar Rift)","","","112434","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/5118/dnt-dreadscar-battle-planning-map-do-not-use-new-asset-5118/"
"5533","Valarjar Keg of Celebration","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/5533/valarjar-keg-of-celebration-5533/"
"7840","Farseer's Furs","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/7840/farseers-furs-7840/"
"8181","Ceramic Kafa Mug","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Vendor: Cursed Keepsake","","","249684;262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/8181/ceramic-kafa-mug-8181/"
"8182","Dalaran Kafa Grinder","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Vendor: Cursed Keepsake","","","249684;262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/8182/dalaran-kafa-grinder-8182/"
"8989","Dalaran Espresso Machine","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Vendor: Cursed Keepsake","","","249684;262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/8989/dalaran-espresso-machine-8989/"
"9251","Pylon Fragment","legion_theme","acquisition_midnight_confirmed","midnight","Quest: Uncrowned's Cold Case (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 250 Voidlight Marl","","92324","252873","","3316","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/9251/pylon-fragment-9251/"
"9252","Inactive Filigree Moon Lamp","legion_theme","acquisition_midnight_confirmed","midnight","Quest: Still Behind Enemy Portals (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl","","92320","252873","","3316","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/9252/inactive-filigree-moon-lamp-9252/"
"10961","[DNT] Legion's Fel Brazier - DO NOT USE - new asset in place","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/10961/dnt-legions-fel-brazier-do-not-use-new-asset-in-place-10961/"
"11277","Replica Hammer of Khaz'goroth","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/11277/replica-hammer-of-khazgoroth-11277/"
"11316","[DNT] Tauren Soup Pot - do not use - new asset","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/11316/dnt-tauren-soup-pot-do-not-use-new-asset-11316/"
"11453","Tale of the Penultimate Lich King","legion_theme","acquisition_tww_confirmed","the-war-within","Achievement: Lorewalking: The Lich King Requirement: The Lorewalking: The Lich King Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Lali the Assistant H (Vale of Eternal Blossoms) 2000 The Lorewalkers • Mists of Pandaria Achievement: Lorewalking: The Lich King","42189","","62088","","","","Lorewalking requirement is The War Within content","https://housing.wowdb.com/decor/11453/tale-of-the-penultimate-lich-king-11453/"
"11485","Trueshot Lodge Food Nook","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/11485/trueshot-lodge-food-nook-11485/"
"11906","Murloc Driftwood Hut","legion_theme","acquisition_wrath_confirmed","wrath","Quest: Surrender... Not! (Borean Tundra) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Ahlurglgr H (Borean Tundra)","","11566","25206","","","","Quest 11566 is Wrath content in Borean Tundra","https://housing.wowdb.com/decor/11906/murloc-driftwood-hut-11906/"
"11952","K'areshi Protectorate Portal","legion_theme","acquisition_tww_confirmed","the-war-within","Vendor: Om'sirik A H (K'aresh) 1000 Resonance Crystals","","","235252","","2815","","K'aresh vendor and Resonance Crystal cost are The War Within content","https://housing.wowdb.com/decor/11952/kareshi-protectorate-portal-11952/"
"15455","Ancient Kaldorei Coffer","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Telemancer Astrandis A H (Silvermoon City) 10 Voidlight Marl","","","242399","","3316","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/15455/ancient-kaldorei-coffer-15455/"
"15742","[DNT] 12PH_Leg_7NE_Nightelf_Chair03.M2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/15742/dnt-12ph_leg_7ne_nightelf_chair03m2-15742/"
"16221","[DNT] 12PH_Leg_7NE_Druid_StoneRune01.M2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/16221/dnt-12ph_leg_7ne_druid_stonerune01m2-16221/"
"16314","Deactivated Consortium Translocation Portal","legion_theme","catalog_hidden_unobtainable","none","","","","","","","","No collectible acquisition source is displayed in the live catalog","https://housing.wowdb.com/decor/16314/deactivated-consortium-translocation-portal-16314/"
"18792","[DNT] [AUTOGEN] 12PH_Leg_7NB_Nightborn_Fountain03.M2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/18792/dnt-autogen-12ph_leg_7nb_nightborn_fountain03m2-18792/"
"18898","[DNT] [AUTOGEN] 12PH_Leg_7NB_Nightborn_Bookshelf01_filled.M2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/18898/dnt-autogen-12ph_leg_7nb_nightborn_bookshelf01_filledm2-18898/"
"18959","[DNT] [AUTOGEN] 12PH_Leg_7NB_Nightborn_Fountain02.M2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/18959/dnt-autogen-12ph_leg_7nb_nightborn_fountain02m2-18959/"
"19011","[DNT] [AUTOGEN] 12PH_Leg_7SR_SteppingStone_B01.M2 - duplicate do not use","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/19011/dnt-autogen-12ph_leg_7sr_steppingstone_b01m2-duplicate-do-not-use-19011/"
"21873","Purified Tauren Pot","legion_theme","acquisition_midnight_confirmed","midnight","Quest: Cursed Keepsake (Founder's Point, Razorwind Shores) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Cursed Keepsake","","","262726","","","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/21873/purified-tauren-pot-21873/"
"21874","[DNT] [AUTOGEN] 7TR_Tauren_Pot02.m2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/21874/dnt-autogen-7tr_tauren_pot02m2-21874/"
"21890","[DNT] [AUTOGEN] 7NE_Blackrook_Torch01.m2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/21890/dnt-autogen-7ne_blackrook_torch01m2-21890/"
"21891","[DNT] [AUTOGEN] 7NE_Blackrook_Torch02.m2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/21891/dnt-autogen-7ne_blackrook_torch02m2-21891/"
"21892","[DNT] [AUTOGEN] 7NE_Blackrook_Torch03.m2","legion_theme","internal_dnt","none","","","","","","","","Internal, deprecated, duplicate, or DNT catalog row","https://housing.wowdb.com/decor/21892/dnt-autogen-7ne_blackrook_torch03m2-21892/"
"22008","Suramar Arcfruit Bowl","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Disguised Decor Duel Vendor (Silvermoon City) 50 Voidlight Marl","","","264056","","3316","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/22008/suramar-arcfruit-bowl-22008/"
"25664","De-Powered Lightforged Siegebreaker","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Zuronar (Val) 500 Voidlight Marl","","","265581","","3316","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/25664/de-powered-lightforged-siegebreaker-25664/"
"25665","Grand Artificer's Lightforged Console","legion_theme","acquisition_midnight_confirmed","midnight","Vendor: Zuronar (Naigtal) 250 Voidlight Marl","","","265581","","3316","","Displayed acquisition is a Midnight quest, vendor, currency, or housing source","https://housing.wowdb.com/decor/25665/grand-artificers-lightforged-console-25665/"
