"status","current_exists","achievement_id","title","description","category_id","category_name","criteria_tree_id","flags","points"
"classic_category_confirmed","True","201","Warsong Expedience","Win Warsong Gulch in under 7 minutes.","14804","Warsong Gulch","8437","0","10"
"classic_category_confirmed","True","202","Quick Cap","Grab the flag and capture it in under 75 seconds.","14804","Warsong Gulch","2342","0","10"
"classic_category_confirmed","True","203","Not In My House","In a single Warsong Gulch battle, kill 2 flag carriers before they leave the Silverwing Flag Room.","14804","Warsong Gulch","2077","0","10"
"classic_category_confirmed","True","204","Ironman","In a single Warsong Gulch battle, carry and capture the flag 3 times without dying.","14804","Warsong Gulch","3655","0","10"
"classic_category_confirmed","True","206","Supreme Defender","Kill 100 flag carriers in Warsong Gulch.","14804","Warsong Gulch","3409","0","10"
"classic_category_confirmed","True","207","Save the Day","Kill the enemy who is carrying your flag in the opposing team's flag room while the opposing team's flag is at their base, within their control.","14804","Warsong Gulch","13704","0","10"
"classic_category_confirmed","True","218","Alterac Valley Victory","Win Alterac Valley.","14801","Alterac Valley","6278","0","10"
"classic_category_confirmed","True","219","Alterac Valley Veteran","Complete 100 victories in Alterac Valley.","14801","Alterac Valley","3874","0","10"
"classic_category_confirmed","True","220","Stormpike Perfection","Win Alterac Valley without losing a tower or captain. You must also control all of the Horde's towers.","14801","Alterac Valley","3823","0","20"
"classic_category_confirmed","True","221","Alterac Grave Robber","Take 50 graveyards in Alterac Valley.","14801","Alterac Valley","186","0","10"
"classic_category_confirmed","True","222","Tower Defense","Defend 50 towers in Alterac Valley.","14801","Alterac Valley","3358","0","10"
"classic_category_confirmed","True","223","The Sickly Gazelle","In Alterac Valley, kill an enemy in the Field of Strife before they dismount.","14801","Alterac Valley","3412","0","10"
"classic_category_confirmed","True","224","Loyal Defender","In Alterac Valley, kill 50 enemy players in the Hall of the Frostwolf.","14801","Alterac Valley","4479","0","10"
"classic_category_confirmed","True","225","Everything Counts","Win Alterac Valley while your team controls both mines.","14801","Alterac Valley","3835","0","10"
"classic_category_confirmed","True","226","The Alterac Blitz","Win Alterac Valley in 6 minutes.","14801","Alterac Valley","7771","0","20"
"classic_category_confirmed","True","631","Shadowfang Keep","Defeat Lord Godfrey.","14808","Classic","3382","0","10"
"classic_category_confirmed","True","582","Alterac Valley All-Star","In a single Alterac Valley battle, assault a graveyard, defend a graveyard, assault a tower, defend a tower and slay someone in the Field of Strife.","14801","Alterac Valley","5560","0","20"
"classic_category_confirmed","True","583","Arathi Basin All-Star","Assault and Defend 2 bases in a single Arathi Basin match.","14802","Arathi Basin","7604","0","20"
"classic_category_confirmed","True","584","Arathi Basin Assassin","Get five honorable kills at each of the bases in a single Arathi Basin battle.","14802","Arathi Basin","4847","0","20"
"classic_category_confirmed","True","627","Explore Dun Morogh","Explore Dun Morogh, revealing the covered areas of the world map.","14777","Eastern Kingdoms","5681","0","10"
"classic_category_confirmed","True","628","Deadmines","Defeat ""Captain"" Cookie.","14808","Classic","3809","0","10"
"classic_category_confirmed","True","629","Ragefire Chasm","Defeat Lava Guard Gordoth.","14808","Classic","4327","0","10"
"classic_category_confirmed","True","630","Wailing Caverns","Defeat Mutanus the Devourer.","14808","Classic","7357","0","10"
"classic_category_confirmed","True","632","Blackfathom Deeps","Defeat Aku'mai.","14808","Classic","4230","0","10"
"classic_category_confirmed","True","633","Stormwind Stockade","Defeat Hogger.","14808","Classic","3385","0","10"
"classic_category_confirmed","True","634","Gnomeregan","Defeat Mekgineer Thermaplugg.","14808","Classic","3812","0","10"
"classic_category_confirmed","True","635","Razorfen Kraul","Defeat Charlga Razorflank.","14808","Classic","811","0","10"
"classic_category_confirmed","True","636","Razorfen Downs","Defeat Amnennar the Coldbringer.","14808","Classic","817","0","10"
"classic_category_confirmed","True","637","Scarlet Monastery","Defeat High Inquisitor Whitemane in Scarlet Monastery.","14808","Classic","3990","0","10"
"classic_category_confirmed","True","638","Uldaman","Defeat Archaedas.","14808","Classic","822","0","10"
"classic_category_confirmed","True","639","Zul'Farrak","Defeat Chief Ukorz Sandscalp.","14808","Classic","828","0","10"
"classic_category_confirmed","True","640","Maraudon","Defeat Princess Theradras.","14808","Classic","831","0","10"
"classic_category_confirmed","True","641","Sunken Temple","Defeat Shade of Eranikus.","14808","Classic","8188","0","10"
"classic_category_confirmed","True","642","Blackrock Depths","Defeat Emperor Dagran Thaurissan.","14808","Classic","248","0","10"
"classic_category_confirmed","True","643","Lower Blackrock Spire","Defeat Overlord Wyrmthalak.","14808","Classic","7684","0","10"
"classic_category_confirmed","True","644","King of Dire Maul","Defeat each wing of Dire Maul.","14808","Classic","4978","0","10"
"classic_category_confirmed","True","645","Scholomance","Defeat Darkmaster Gandling.","14808","Classic","253","0","10"
"classic_category_confirmed","True","646","Stratholme","Defeat the evil masterminds inhabiting Stratholme.","14808","Classic","257","0","10"
"classic_category_confirmed","True","685","Blackwing Lair","Defeat Nefarian.","14808","Classic","552","0","10"
"classic_category_confirmed","True","686","Molten Core","Defeat Ragnaros.","14808","Classic","579","0","10"
"classic_category_confirmed","True","687","Temple of Ahn'Qiraj","Defeat C'Thun.","14808","Classic","1521","0","10"
"classic_category_confirmed","True","689","Ruins of Ahn'Qiraj","Defeat Ossirian the Unscarred.","14808","Classic","1725","0","10"
"classic_category_confirmed","True","706","Frostwolf Howler","Obtain a Frostwolf Howler.","14801","Alterac Valley","1486","131072","10"
"classic_category_confirmed","True","707","Stormpike Battle Charger","Obtain a Stormpike Battle Charger.","14801","Alterac Valley","6192","131072","10"
"classic_category_confirmed","True","708","Hero of the Frostwolf Clan","Gain exalted reputation with the Frostwolf Clan.","14801","Alterac Valley","4972","0","10"
"classic_category_confirmed","True","709","Hero of the Stormpike Guard","Gain exalted reputation with the Stormpike Guard.","14801","Alterac Valley","5698","0","10"
"classic_category_confirmed","True","710","The Defiler","Gain exalted reputation with The Forsaken Defilers.","14802","Arathi Basin","1713","0","10"
"classic_category_confirmed","True","711","Knight of Arathor","Gain exalted reputation with The League of Arathor.","14802","Arathi Basin","1584","0","10"
"classic_category_confirmed","True","712","Warsong Outrider","Gain exalted reputation with the Warsong Outriders.","14804","Warsong Gulch","526","0","10"
"classic_category_confirmed","True","713","Silverwing Sentinel","Gain exalted reputation with the Silverwing Sentinels.","14804","Warsong Gulch","7437","0","10"
"classic_category_confirmed","True","728","Explore Durotar","Explore Durotar, revealing the covered areas of the world map.","14778","Kalimdor","8158","0","10"
"classic_category_confirmed","True","736","Explore Mulgore","Explore Mulgore, revealing the covered areas of the world map.","14778","Kalimdor","2008","0","10"
"classic_category_confirmed","True","750","Explore Northern Barrens","Explore The Barrens, revealing the covered areas of the world map.","14778","Kalimdor","2386","0","10"
"classic_category_confirmed","True","761","Explore Arathi Highlands","Explore Arathi Highlands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","3503","0","10"
"classic_category_confirmed","True","765","Explore Badlands","Explore Badlands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","6631","0","10"
"classic_category_confirmed","True","766","Explore Blasted Lands","Explore Blasted Lands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","6331","0","10"
"classic_category_confirmed","True","768","Explore Tirisfal Glades","Explore Tirisfal Glades, revealing the covered areas of the world map.","14777","Eastern Kingdoms","8352","0","10"
"classic_category_confirmed","True","769","Explore Silverpine Forest","Explore Silverpine Forest, revealing the covered areas of the world map.","14777","Eastern Kingdoms","4174","0","10"
"classic_category_confirmed","True","770","Explore Western Plaguelands","Explore Western Plaguelands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","4017","0","10"
"classic_category_confirmed","True","771","Explore Eastern Plaguelands","Explore Eastern Plaguelands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","3292","0","10"
"classic_category_confirmed","True","772","Explore Hillsbrad Foothills","Explore Hillsbrad Foothills, revealing the covered areas of the world map.","14777","Eastern Kingdoms","3264","0","10"
"classic_category_confirmed","True","773","Explore The Hinterlands","Explore The Hinterlands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","8172","0","10"
"classic_category_confirmed","True","774","Explore Searing Gorge","Explore Searing Gorge, revealing the covered areas of the world map.","14777","Eastern Kingdoms","4854","0","10"
"classic_category_confirmed","True","775","Explore Burning Steppes","Explore Burning Steppes, revealing the covered areas of the world map.","14777","Eastern Kingdoms","4983","0","10"
"classic_category_confirmed","True","776","Explore Elwynn Forest","Explore Elwynn Forest, revealing the covered areas of the world map.","14777","Eastern Kingdoms","1676","0","10"
"classic_category_confirmed","True","777","Explore Deadwind Pass","Explore Deadwind Pass, revealing the covered areas of the world map.","14777","Eastern Kingdoms","4482","0","10"
"classic_category_confirmed","True","778","Explore Duskwood","Explore Duskwood, revealing the covered areas of the world map.","14777","Eastern Kingdoms","1689","0","10"
"classic_category_confirmed","True","779","Explore Loch Modan","Explore Loch Modan, revealing the covered areas of the world map.","14777","Eastern Kingdoms","1100","0","10"
"classic_category_confirmed","True","780","Explore Redridge Mountains","Explore Redridge Mountains, revealing the covered areas of the world map.","14777","Eastern Kingdoms","6910","0","10"
"classic_category_confirmed","True","781","Explore Northern Stranglethorn","Explore Northern Stranglethorn, revealing the covered areas of the world map.","14777","Eastern Kingdoms","1778","0","10"
"classic_category_confirmed","True","782","Explore Swamp of Sorrows","Explore Swamp of Sorrows, revealing the covered areas of the world map.","14777","Eastern Kingdoms","1796","0","10"
"classic_category_confirmed","True","802","Explore Westfall","Explore Westfall, revealing the covered areas of the world map.","14777","Eastern Kingdoms","7440","0","10"
"classic_category_confirmed","True","841","Explore Wetlands","Explore Wetlands, revealing the covered areas of the world map.","14777","Eastern Kingdoms","6356","0","10"
"classic_category_confirmed","True","842","Explore Teldrassil","Explore Teldrassil, revealing the covered areas of the world map.","14778","Kalimdor","405","0","10"
"classic_category_confirmed","True","844","Explore Darkshore","Explore Darkshore, revealing the covered areas of the world map.","14778","Kalimdor","6572","0","10"
"classic_category_confirmed","True","845","Explore Ashenvale","Explore Ashenvale, revealing the covered areas of the world map.","14778","Kalimdor","7455","0","10"
"classic_category_confirmed","True","846","Explore Thousand Needles","Explore Thousand Needles, revealing the covered areas of the world map.","14778","Kalimdor","6374","0","10"
"classic_category_confirmed","True","847","Explore Stonetalon Mountains","Explore Stonetalon Mountains, revealing the covered areas of the world map.","14778","Kalimdor","5167","0","10"
"classic_category_confirmed","True","848","Explore Desolace","Explore Desolace, revealing the covered areas of the world map.","14778","Kalimdor","3540","0","10"
"classic_category_confirmed","True","849","Explore Feralas","Explore Feralas, revealing the covered areas of the world map.","14778","Kalimdor","5784","0","10"
"classic_category_confirmed","True","850","Explore Dustwallow Marsh","Explore Dustwallow Marsh, revealing the covered areas of the world map.","14778","Kalimdor","6952","0","10"
"classic_category_confirmed","True","851","Explore Tanaris","Explore Tanaris, revealing the covered areas of the world map.","14778","Kalimdor","3172","0","10"
"classic_category_confirmed","True","852","Explore Azshara","Explore Azshara, revealing the covered areas of the world map.","14778","Kalimdor","4789","0","10"
"classic_category_confirmed","True","853","Explore Felwood","Explore Felwood, revealing the covered areas of the world map.","14778","Kalimdor","6617","0","10"
"classic_category_confirmed","True","854","Explore Un'Goro Crater","Explore Un'Goro Crater, revealing the covered areas of the world map.","14778","Kalimdor","3190","0","10"
"classic_category_confirmed","True","855","Explore Moonglade","Explore Moonglade, revealing the covered areas of the world map.","14778","Kalimdor","3880","0","10"
"classic_category_confirmed","True","856","Explore Silithus","Explore Silithus, revealing the covered areas of the world map.","14778","Kalimdor","6254","0","10"
"classic_category_confirmed","True","857","Explore Winterspring","Explore Winterspring, revealing the covered areas of the world map.","14778","Kalimdor","2533","0","10"
"classic_category_confirmed","True","872","Frenzied Defender","Return 5 flags in a single Warsong Gulch battle.","14804","Warsong Gulch","8268","0","10"
"classic_category_confirmed","True","873","Frostwolf Perfection","Win Alterac Valley without losing a tower or captain. You must also control all of the Alliance's towers.","14801","Alterac Valley","5530","0","20"
"classic_category_confirmed","True","940","The Green Hills of Stranglethorn","Complete all of Hemet Nesingwary quests in Stranglethorn Vale up to and including Big Game Hunter.","14861","Eastern Kingdoms","5704","0","10"
"classic_category_confirmed","True","944","They Love Me In That Tunnel","Earn Exalted status with Timbermaw Hold.","14864","Classic","4662","0","15"
"classic_category_confirmed","True","946","The Argent Dawn","Earn Exalted status with the Argent Dawn.","14864","Classic","9124","0","15"
"classic_category_confirmed","True","955","Hydraxian Waterlords","Earn Exalted status with the Hydraxian Waterlords.","14864","Classic","2677","0","10"
"classic_category_confirmed","True","956","Brood of Nozdormu","Earn Exalted status with the Brood of Nozdormu.","14864","Classic","3747","0","10"
"classic_category_confirmed","True","1091","Captain Cookie kills (Deadmines)","","14821","Classic","8901","1","5"
"classic_category_confirmed","True","1092","Lord Godfrey kills (Shadowfang Keep)","","14821","Classic","6547","1","5"
"classic_category_confirmed","True","1093","High Inquisitor Whitemane kills (Scarlet Monastery)","","14821","Classic","2948","1","0"
"classic_category_confirmed","True","1094","Chief Ukorz Sandscalp kills (Zul'Farrak)","Chief Ukorz Sandscalp kills (Zul'Farrak)","14821","Classic","276","1","5"
"classic_category_confirmed","True","1095","Emperor Dagran Thaurissan kills (Blackrock Depths)","Emperor Dagran Thaurissan kills (Blackrock Depths)","14821","Classic","14324","1","5"
"classic_category_confirmed","True","1096","General Drakkisath kills (Upper Blackrock Spire)","General Drakkisath kills (Blackrock Spire)","14821","Classic","9942","1","5"
"classic_category_confirmed","True","1097","Rivendare kills (Stratholme)","Rivendare kills (Stratholme)","14821","Classic","3415","1","5"
"classic_category_confirmed","True","1098","Onyxia kills (Onyxia's Lair)","Onyxia kills (Onyxia's Lair)","14821","Classic","3820","1","5"
"classic_category_confirmed","True","1099","Ragnaros kills (Molten Core)","Ragnaros kills (Molten Core)","14821","Classic","1716","1","5"
"classic_category_confirmed","True","1100","Nefarian kills (Blackwing Lair)","Nefarian kills (Blackwing Lair)","14821","Classic","3403","1","5"
"classic_category_confirmed","True","1101","C'Thun kills (Temple of Ahn'Qiraj)","C'Thun kills (Temple of Ahn'Qiraj)","14821","Classic","6183","1","5"
"classic_category_confirmed","True","1151","Loyal Defender","In Alterac Valley, kill 50 enemy players in the Hall of the Stormpike.","14801","Alterac Valley","4239","0","10"
"classic_category_confirmed","True","1153","Overly Defensive","Defend 3 bases in a single Arathi Basin battle.","14802","Arathi Basin","1153","0","10"
"classic_category_confirmed","True","1164","Everything Counts","Win Alterac Valley while your team controls both mines.","14801","Alterac Valley","511","0","10"
"classic_category_confirmed","True","1166","To the Looter Go the Spoils","Loot the Autographed Picture of Foror & Tigule in Alterac Valley.","14801","Alterac Valley","8526","0","10"
"classic_category_confirmed","True","1167","Master of Alterac Valley","Complete the Alterac Valley achievements listed below.","14801","Alterac Valley","6662","135168","25"
"classic_category_confirmed","True","1169","Master of Arathi Basin","Complete the Arathi Basin achievements listed below.","14802","Arathi Basin","4409","135168","25"
"classic_category_confirmed","True","1172","Master of Warsong Gulch","Complete the Warsong Gulch achievements listed below.","14804","Warsong Gulch","1411","135168","25"
"classic_category_confirmed","True","1251","Not In My House","In a single Warsong Gulch battle, kill 2 flag carriers before they leave the Warsong Flag Room.","14804","Warsong Gulch","5246","0","10"
"classic_category_confirmed","True","1252","Supreme Defender","Kill 100 flag carriers in Warsong Gulch.","14804","Warsong Gulch","6988","0","10"
"classic_category_confirmed","True","1259","Not So Fast","In Warsong Gulch, kill a player who is under the effects of the speed power-up.","14804","Warsong Gulch","6347","0","10"
"classic_category_confirmed","True","1502","Quick Cap","Grab the flag and capture it in under 75 seconds.","14804","Warsong Gulch","4752","0","10"
"classic_category_confirmed","True","1676","Loremaster of Eastern Kingdoms","Complete the Eastern Kingdoms quest achievements listed below.","14861","Eastern Kingdoms","65059","131072","10"
"classic_category_confirmed","True","1678","Loremaster of Kalimdor","Complete the Kalimdor quest achievements listed below.","15081","Kalimdor","10258","131072","10"
"classic_category_confirmed","True","4892","Eastern Plaguelands Quests","Complete the Eastern Plaguelands storylines listed below.","14861","Eastern Kingdoms","12635","0","10"
"classic_category_confirmed","True","4893","Western Plaguelands Quests","Complete the Western Plaguelands storylines listed below.","14861","Eastern Kingdoms","12638","0","10"
"classic_category_confirmed","True","4894","Silverpine Forest Quests","Complete the Silverpine Forest storylines listed below.","14861","Eastern Kingdoms","15529","0","20"
"classic_category_confirmed","True","4895","Hillsbrad Foothills Quests","Complete the Hillsbrad Foothills storylines listed below.","14861","Eastern Kingdoms","12641","0","10"
"classic_category_confirmed","True","4896","Arathi Highlands Quests","Complete the Arathi Highlands storylines listed below.","14861","Eastern Kingdoms","65122","0","10"
"classic_category_confirmed","True","4897","Hinterlands Quests","Complete the Hinterlands storylines listed below.","14861","Eastern Kingdoms","12647","0","10"
"classic_category_confirmed","True","4899","Loch Modan Quests","Complete the Loch Modan storylines listed below.","14861","Eastern Kingdoms","16749","0","10"
"classic_category_confirmed","True","4900","Badlands Quests","Complete the Badlands storylines listed below.","14861","Eastern Kingdoms","16770","0","10"
"classic_category_confirmed","True","4901","Burning Steppes Quests","Complete the Burning Steppes storylines listed below.","14861","Eastern Kingdoms","13149","0","10"
"classic_category_confirmed","True","4902","Redridge Mountains Quests","Complete the Redridge Mountains storylines listed below.","14861","Eastern Kingdoms","12599","0","10"
"classic_category_confirmed","True","4903","Westfall Quests","Complete the Westfall storylines listed below.","14861","Eastern Kingdoms","17417","0","10"
"classic_category_confirmed","True","4904","Swamp of Sorrows Quests","Complete the Swamp of Sorrows storylines listed below.","14861","Eastern Kingdoms","16773","0","10"
"classic_category_confirmed","True","4905","Cape of Stranglethorn Quests","Complete the Cape of Stranglethorn storylines listed below.","14861","Eastern Kingdoms","16776","0","10"
"classic_category_confirmed","True","4906","Northern Stranglethorn Quests","Complete the Northern Stranglethorn storylines listed below.","14861","Eastern Kingdoms","19005","0","10"
"classic_category_confirmed","True","4909","Blasted Lands Quests","Complete the Blasted Lands storylines listed below.","14861","Eastern Kingdoms","17682","0","10"
"classic_category_confirmed","True","4910","Searing Gorge Quests","Complete the Searing Gorge storylines listed below.","14861","Eastern Kingdoms","18370","0","10"
"classic_category_confirmed","True","4925","Ashenvale Quests","Complete the Ashenvale storylines listed below.","15081","Kalimdor","63428","0","10"
"classic_category_confirmed","True","4927","Azshara Quests","Complete the Azshara storylines listed below.","15081","Kalimdor","63289","0","10"
"classic_category_confirmed","True","4928","Darkshore Quests","Complete the Darkshore storylines listed below.","15081","Kalimdor","63398","0","10"
"classic_category_confirmed","True","4929","Dustwallow Marsh Quests","Complete the Dustwallow Marsh storylines listed below.","15081","Kalimdor","63661","0","10"
"classic_category_confirmed","True","4930","Desolace Quests","Complete the Desolace storylines listed below.","15081","Kalimdor","65139","0","10"
"classic_category_confirmed","True","4931","Felwood Quests","Complete the Felwood storylines listed below.","15081","Kalimdor","63333","0","10"
"classic_category_confirmed","True","4932","Feralas Quests","Complete the Feralas storylines listed below.","15081","Kalimdor","63603","0","10"
"classic_category_confirmed","True","4933","Northern Barrens Quests","Complete the Northern Barrens storylines listed below.","15081","Kalimdor","63383","0","10"
"classic_category_confirmed","True","4934","Silithus Quests","Complete the Silithus storylines listed below.","15081","Kalimdor","63327","0","10"
"classic_category_confirmed","True","4935","Tanaris Quests","Complete the Tanaris storylines listed below.","15081","Kalimdor","63405","0","10"
"classic_category_confirmed","True","4936","Stonetalon Mountains Quests","Complete the Stonetalon Mountains storylines listed below.","15081","Kalimdor","63469","0","10"
"classic_category_confirmed","True","4937","Southern Barrens Quests","Complete the Southern Barrens storylines listed below.","15081","Kalimdor","63493","0","10"
"classic_category_confirmed","True","4938","Thousand Needles Quests","Complete the Thousand Needles storylines listed below.","15081","Kalimdor","63589","0","10"
"classic_category_confirmed","True","4939","Un'Goro Crater Quests","Complete the Un'Goro Crater storylines listed below.","15081","Kalimdor","63419","0","10"
"classic_category_confirmed","True","4940","Winterspring Quests","Complete the Winterspring storylines listed below.","15081","Kalimdor","63368","0","10"
"classic_category_confirmed","True","4976","Ashenvale Quests","Complete the Ashenvale storylines listed below.","15081","Kalimdor","63429","0","10"
"classic_category_confirmed","True","4978","Dustwallow Marsh Quests","Complete the Dustwallow Marsh storylines listed below.","15081","Kalimdor","63662","0","10"
"classic_category_confirmed","True","4979","Feralas Quests","Complete the Feralas storylines listed below.","15081","Kalimdor","63604","0","10"
"classic_category_confirmed","True","4980","Stonetalon Mountains Quests","Complete the Stonetalon Mountains storylines listed below.","15081","Kalimdor","63470","0","10"
"classic_category_confirmed","True","4981","Southern Barrens Quests","Complete the Southern Barrens storylines listed below.","15081","Kalimdor","63494","0","10"
"classic_category_confirmed","True","4995","Explore the Cape of Stranglethorn","Explore the Cape of Stranglethorn, revealing the covered areas of the world map.","14777","Eastern Kingdoms","15257","0","10"
"classic_category_confirmed","True","4996","Explore Southern Barrens","Explore The Barrens, revealing the covered areas of the world map.","14778","Kalimdor","14586","0","10"
"classic_category_confirmed","True","5442","Full Caravan","Recruit all 8 characters into Fiona's travelling party in Eastern Plaguelands.","14861","Eastern Kingdoms","16828","0","10"
"classic_category_confirmed","True","5443","E'ko Madness","Obtain E'ko from the following creatures in Winterspring.","15081","Kalimdor","20549","0","10"
"classic_category_confirmed","True","5444","Ready, Set, Goat!","Using the Billy Goat Blaster or the Billy Goat Blaster DX, blast 12 Billy Goats in under 1 minute.","14861","Eastern Kingdoms","19246","0","10"
"classic_category_confirmed","True","5448","Glutton for Fiery Punishment","In Archmage Xylem's Trial of Fire in Azshara, gain 10 stacks of Fire Dancing without taking damage.","15081","Kalimdor","15062","0","10"
"classic_category_confirmed","True","5453","Ghosts in the Dark","Discover the secret buried beneath the Maw of the Void in Darkshore.","15081","Kalimdor","16977","0","10"
"classic_category_confirmed","True","5454","Joy Ride","Ride the full length of the Rocketway in Azshara.","15081","Kalimdor","19309","0","10"
"classic_category_confirmed","True","5546","Glutton for Icy Punishment","In Archmage Xylem's Trial of Frost in Azshara, gain 20 stacks of Essence of Ice without taking damage.","15081","Kalimdor","18394","0","10"
"classic_category_confirmed","True","5547","Glutton for Shadowy Punishment","In Archmage Xylem's Trial of Shadow in Azshara, trap 20 Weeping Souls without taking damage.","15081","Kalimdor","18641","0","10"
"classic_category_confirmed","True","6135","Lava Guard Gordoth kills (Ragefire Chasm)","","14821","Classic","19392","1","0"
"classic_category_confirmed","True","6136","Mutanus the Devourer kills (Wailing Caverns)","","14821","Classic","20209","1","0"
"classic_category_confirmed","True","6137","Aku'mai kills (Blackfathom Deeps)","","14821","Classic","19395","1","0"
"classic_category_confirmed","True","6138","Hogger kills (Stormwind Stockade)","","14821","Classic","19667","1","0"
"classic_category_confirmed","True","6139","Charlga Razorflank kills (Razorfen Kraul)","","14821","Classic","19398","1","0"
"classic_category_confirmed","True","6140","Mekgineer Thermaplugg kills (Gnomeregan)","","14821","Classic","19401","1","0"
"classic_category_confirmed","True","6141","Amnennar the Coldbringer kills (Razorfen Downs)","","14821","Classic","19670","1","0"
"classic_category_confirmed","True","6142","Archaedas kills (Uldaman)","","14821","Classic","19752","1","0"
"classic_category_confirmed","True","6143","Princess Theradras kills (Maraudon)","","14821","Classic","19673","1","0"
"classic_category_confirmed","True","6144","Shade of Eranikus kills (Sunken Temple)","","14821","Classic","19411","1","0"
"classic_category_confirmed","True","6145","Overlord Wyrmthalak kills (Lower Blackrock Spire)","","14821","Classic","19408","1","0"
"classic_category_confirmed","True","6146","King Gordok kills (Dire Maul)","","14821","Classic","19492","1","0"
"classic_category_confirmed","True","6337","Ossirian kills (Ruins of Ahn'Qiraj)","","14821","Classic","6646","1","0"
"classic_category_confirmed","True","6786","Flameweaver Koegler kills (Scarlet Halls)","","14821","Classic","22423","1","0"
"classic_category_confirmed","True","7413","Scarlet Halls","Defeat Flameweaver Koegler in Scarlet Halls.","14808","Classic","26937","0","10"
"classic_category_confirmed","True","12429","Wetlands Quests","Complete the Wetlands storylines listed below.","14861","Eastern Kingdoms","65027","0","10"
"classic_category_confirmed","True","12430","Duskwood Quests","Complete the Duskwood storylines listed below.","14861","Eastern Kingdoms","65048","0","10"
"classic_category_confirmed","True","12455","Westfall & Duskwood Quests","Complete the Westfall and Duskwood storylines.","14861","Eastern Kingdoms","65286","1048576","0"
"classic_category_confirmed","True","12456","Loch Modan & Wetlands Quests","Complete the Loch Modan and Wetlands storylines.","14861","Eastern Kingdoms","65289","1048576","0"
