"status","acquisition_expansion","catalog_theme_expansion","decor_id","item_id","decor_name","catalog_name","category","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_dragonflight_confirmed","dragonflight",,"1795","245604","Arched Rose Trellis","Arched Rose Trellis",,"Marie Allen (Stormglen Village, Gilneas) 100; Samantha Buckley (Ruins of Gilneas) 100; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/1795/arched-rose-trellis-1795/","Arched Rose Trellis","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight",,"1826","245617","Gilnean Stocks","Gilnean Stocks",,"Marie Allen (Stormglen Village, Gilneas) 100; Samantha Buckley (Ruins of Gilneas) 100; requires Reclamation of Gilneas","19719","","211065;216888","","","The post-Reclamation vendor inventory belongs to Dragonflight patch 10.2.5 despite the Cataclysm theme tag","https://housing.wowdb.com/decor/1826/gilnean-stocks-1826/","Gilnean Stocks","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","1834","245625","Bel'ameth Bench","Bel'ameth Bench","Furnishings › Seating","Ellandrieth (Amirdrassil) 350 Dragon Isles Supplies","","","216285","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/1834/belameth-bench-1834/","Bel'ameth Bench","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight",,"1861","245655","Filigree Moon Lamp","Filigree Moon Lamp",,"Ellandrieth (Bel'ameth), 10 Dragon Isles Supplies; later sold by Second Chair Pawdo after Dreamy Inspiration","","92577","216285;252312","","2003","The original acquisition source and quest objective are Dragonflight content despite the neutral theme metadata","https://housing.wowdb.com/decor/1861/filigree-moon-lamp-1861/","Filigree Moon Lamp","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","1888","245704","Bel'ameth Barrel","Bel'ameth Barrel","Furnishings › Storage","Ellandrieth (Amirdrassil) 250 Dragon Isles Supplies","","","216285","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/1888/belameth-barrel-1888/","Bel'ameth Barrel","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","1987","246089","Bel'ameth Wooden Table","Bel'ameth Wooden Table","Furnishings › Tables and Desks","Ellandrieth (Amirdrassil) 350 Dragon Isles Supplies","","","216285","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/1987/belameth-wooden-table-1987/","Bel'ameth Wooden Table","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","1989","246091","Bel'ameth Crafter's Tent","Bel'ameth Crafter's Tent","Structural › Large Structures","Mythrin'dir (Amirdrassil) 500 Dragon Isles Supplies","","","216284","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/1989/belameth-crafters-tent-1989/","Bel'ameth Crafter's Tent","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","1990","246100","Small Bel'ameth Tent","Small Bel'ameth Tent","Structural › Large Structures","Ellandrieth (Amirdrassil) 500 Dragon Isles Supplies","","","216285","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/1990/small-belameth-tent-1990/","Small Bel'ameth Tent","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","2469","246706","Elegant Dracthyr's Tea Cup","Elegant Dracthyr's Tea Cup","Accents › Food and Drink","Warm Away These Shivers (The Azure Span) Silvrath (Valdrakken) 100 Dragon Isles Supplies","","67047","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/2469/elegant-dracthyrs-tea-cup-2469/","Elegant Dracthyr's Tea Cup","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","2529","246863","Open Tome of the Dragon's Dedication","Open Tome of the Dragon's Dedication","Accents › Ornamental","A Last Hope Caretaker Azkra (The Waking Shores) +1 more source","","66001","190155","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/2529/open-tome-of-the-dragons-dedication-2529/","Open Tome of the Dragon's Dedication","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","2593","247222","Drake Kebab Platter","Drake Kebab Platter","Accents › Food and Drink","Crafting: Cooking Profession: Dragon Isles Cooking (80)","","","","1266555","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/2593/drake-kebab-platter-2593/","Drake Kebab Platter","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","2594","247223","Roast Riverbeast Platter","Roast Riverbeast Platter","Accents › Food and Drink","10,000 Years of Roasting (The Waking Shores) Silvrath (Valdrakken) 175 Dragon Isles Supplies","","67063","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/2594/roast-riverbeast-platter-2594/","Roast Riverbeast Platter","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","2595","247224","Valdrakken Blossomfruit Platter","Valdrakken Blossomfruit Platter","Accents › Food and Drink","Crafting: Cooking Profession: Dragon Isles Cooking (80)","","","","1260331","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/2595/valdrakken-blossomfruit-platter-2595/","Valdrakken Blossomfruit Platter","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","2596","247225","Bruffalon Rib Platter","Bruffalon Rib Platter","Accents › Food and Drink","Crafting: Cooking Profession: Dragon Isles Cooking (80)","","","","1260333","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/2596/bruffalon-rib-platter-2596/","Bruffalon Rib Platter","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4159","248103","Draconic Stone Table","Draconic Stone Table","Furnishings › Tables and Desks","Silvrath (Valdrakken) 300 Dragon Isles Supplies Unatos (Valdrakken) 300 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4159/draconic-stone-table-4159/","Draconic Stone Table","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4160","248104","Pentagonal Stone Table","Pentagonal Stone Table","Furnishings › Tables and Desks","A Blue Dawn Silvrath (Valdrakken) 150 Dragon Isles Supplies","17773","","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4160/pentagonal-stone-table-4160/","Pentagonal Stone Table","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4161","248105","Valdrakken Sconce","Valdrakken Sconce","Lighting › Wall Lights","Fringe Benefits Ironus Coldsteel (Eon's Fringe, Thaldraszus) 150 Dragon Isles Supplies","19507","","209220","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4161/valdrakken-sconce-4161/","Valdrakken Sconce","-3","3","2","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4162","248106","Valdrakken Banded Barrel","Valdrakken Banded Barrel","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259441","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4162/valdrakken-banded-barrel-4162/","Valdrakken Banded Barrel","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4163","248107","Valdrakken Storage Crate","Valdrakken Storage Crate","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259451","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4163/valdrakken-storage-crate-4163/","Valdrakken Storage Crate","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4164","248108","Long Valdrakken Storage Crate","Long Valdrakken Storage Crate","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259461","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4164/long-valdrakken-storage-crate-4164/","Long Valdrakken Storage Crate","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4165","248109","Valdrakken Fence","Valdrakken Fence","Structural › Misc Structural","Crafting: Jewelcrafting Profession: Dragon Isles Jewelcrafting (80)","","","","1259384","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4165/valdrakken-fence-4165/","Valdrakken Fence","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4166","248110","Valdrakken Fencepost","Valdrakken Fencepost","Structural › Misc Structural","Crafting: Jewelcrafting Profession: Dragon Isles Jewelcrafting (80)","","","","1259386","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4166/valdrakken-fencepost-4166/","Valdrakken Fencepost","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4167","248111","Verdant Valdrakken Vase","Verdant Valdrakken Vase","Accents › Ornamental","Crafting: Alchemy Profession: Dragon Isles Alchemy (80)","","","","1261885","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4167/verdant-valdrakken-vase-4167/","Verdant Valdrakken Vase","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4168","248112","Valdrakken Garden Fountain","Valdrakken Garden Fountain","Structural › Misc Structural","Silvrath (Valdrakken) 400 Dragon Isles Supplies Unatos (Valdrakken) 400 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4168/valdrakken-garden-fountain-4168/","Valdrakken Garden Fountain","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4169","248113","Thaldraszus Telescope","Thaldraszus Telescope","Accents › Misc Accents","Crafting: Engineering Profession: Dragon Isles Engineering (80)","","","","1259404","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4169/thaldraszus-telescope-4169/","Thaldraszus Telescope","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4170","248114","Draconic Nesting Bed","Draconic Nesting Bed","Furnishings › Beds","Crafting: Leatherworking Profession: Dragon Isles Leatherworking (80)","","","","1259195","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4170/draconic-nesting-bed-4170/","Draconic Nesting Bed","9","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4172","248116","Valdrakken Chandelier","Valdrakken Chandelier","Lighting › Ceiling Lights","Draconic Decor (Stormwind City, Orgrimmar, Dornogal) Second Chair Pawdo (Dornogal)","","","252312","","","Draconic Decor requires a Valdrakken purchase; reward ownership follows Dragonflight acquisition content","https://housing.wowdb.com/decor/4172/valdrakken-chandelier-4172/","Valdrakken Chandelier","-3","3","3","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4173","248117","Studious Dracthyr's Tomes","Studious Dracthyr's Tomes","Accents › Ornamental","Provisioner Aristta (Thaldraszus) 4000 Mysterious Fragment","","","209192","","2657","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4173/studious-dracthyrs-tomes-4173/","Studious Dracthyr's Tomes","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4174","248118","Literature of the Blue Dragonflight","Literature of the Blue Dragonflight","Accents › Ornamental","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259422","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4174/literature-of-the-blue-dragonflight-4174/","Literature of the Blue Dragonflight","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4175","248119","Literature of the Green Dragonflight","Literature of the Green Dragonflight","Accents › Ornamental","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259433","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4175/literature-of-the-green-dragonflight-4175/","Literature of the Green Dragonflight","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4176","248120","Literature of the Red Dragonflight","Literature of the Red Dragonflight","Accents › Ornamental","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259429","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4176/literature-of-the-red-dragonflight-4176/","Literature of the Red Dragonflight","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4177","248121","Draconic Circular Rug","Draconic Circular Rug","Accents › Floor","Crafting: Tailoring Profession: Dragon Isles Tailoring (80)","","","","1259247","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4177/draconic-circular-rug-4177/","Draconic Circular Rug","9","3","4","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4180","248124","The Great Hoard","The Great Hoard","Accents › Wall Hangings","A World Awoken Evantkis (Valdrakken) 7500 Dragon Isles Supplies","19458","","199605","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4180/the-great-hoard-4180/","The Great Hoard","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4423","248401","Ornamental Kaldorei Glaive","Ornamental Kaldorei Glaive","Accents › Ornamental","Honor of the Goddess (Felwood, Stormwind City) Ellandrieth (Amirdrassil) 500 Dragon Isles Supplies","","76213","216285","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4423/ornamental-kaldorei-glaive-4423/","Ornamental Kaldorei Glaive","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4477","248651","Draconic Memorial Stone","Draconic Memorial Stone","Accents › Ornamental","Archives Return (Thaldraszus) Silvrath (Valdrakken) 600 Dragon Isles Supplies","","72935","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4477/draconic-memorial-stone-4477/","Draconic Memorial Stone","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4478","248652","Dragon's Grand Mirror","Dragon's Grand Mirror","Furnishings › Misc Furnishings","Silvrath (Valdrakken) 250 Dragon Isles Supplies Unatos (Valdrakken) 250 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4478/dragons-grand-mirror-4478/","Dragon's Grand Mirror","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4479","248653","Valdrakken Stone Stool","Valdrakken Stone Stool","Furnishings › Seating","A Helping Claw (The Azure Span) Silvrath (Valdrakken) 50 Dragon Isles Supplies","","71097","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4479/valdrakken-stone-stool-4479/","Valdrakken Stone Stool","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4480","248654","Valdrakken Gilded Throne","Valdrakken Gilded Throne","Furnishings › Seating","Crafting: Jewelcrafting Profession: Dragon Isles Jewelcrafting (80)","","","","1259369","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4480/valdrakken-gilded-throne-4480/","Valdrakken Gilded Throne","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4481","248655","Elegant Dracthyr's Tea Set","Elegant Dracthyr's Tea Set","Accents › Food and Drink","To Cook With Finery (Valdrakken) Silvrath (Valdrakken) 200 Dragon Isles Supplies","","70880","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4481/elegant-dracthyrs-tea-set-4481/","Elegant Dracthyr's Tea Set","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4482","248656","Dragon's Hoard Chest","Dragon's Hoard Chest","Furnishings › Storage","Forbidden Spoils Jolinth (The Forbidden Reach) 1500 Elemental Overflow","17529","","253086","","2118","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4482/dragons-hoard-chest-4482/","Dragon's Hoard Chest","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4483","248657","Valdrakken Market Tent","Valdrakken Market Tent","Structural › Large Structures","Crafting: Leatherworking Profession: Dragon Isles Leatherworking (80)","","","","1259233","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4483/valdrakken-market-tent-4483/","Valdrakken Market Tent","9","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight",,"4561","248759","Amirdrassil Stool","Amirdrassil Stool",,"Mythrin'dir (Amirdrassil), 250 Dragon Isles Supplies","","","216284","","2003","The acquisition source is Dragonflight content despite the missing expansion theme tag","https://housing.wowdb.com/decor/4561/amirdrassil-stool-4561/","Amirdrassil Stool","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","5556","249545","Preserver's Censer","Preserver's Censer","Accents › Ornamental","Tethalash (Valdrakken) 250","","","196637","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/5556/preservers-censer-5556/","Preserver's Censer","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","5558","249547","Evoker's Elegant Rug","Evoker's Elegant Rug","Accents › Floor","Tethalash (Valdrakken) 250","","","196637","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/5558/evokers-elegant-rug-5558/","Evoker's Elegant Rug","-3","3","4","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","5559","249548","Augmenter's Opal Banner","Augmenter's Opal Banner","Accents › Wall Hangings","Tethalash (Valdrakken) 250","","","196637","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/5559/augmenters-opal-banner-5559/","Augmenter's Opal Banner","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","5560","249549","Draconic Crafter's Table","Draconic Crafter's Table","Furnishings › Tables and Desks","Augmenting a Dragon (The Forbidden Reach) Tethalash (Valdrakken) 300 & 200 Dragon Isles Supplies","","","196637","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/5560/draconic-crafters-table-5560/","Draconic Crafter's Table","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","5689","249824","Devastator's Brazier","Devastator's Brazier","Lighting › Large Lights","Tethalash (Valdrakken) 250","","","196637","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/5689/devastators-brazier-5689/","Devastator's Brazier","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","7835","250912","Draconic Crafter's Forge","Draconic Crafter's Forge","Miscellaneous › Miscellaneous - All","On New Wings (The Azure Span) Provisioner Thom (Valdrakken) 600 Dragon Isles Supplies","","","193659","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/7835/draconic-crafters-forge-7835/","Draconic Crafter's Forge","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight",,"7896","251022","Bel'ameth Traveler's Pack","Bel'ameth Traveler's Pack",,"The Returning (Amirdrassil); Ellandrieth (Amirdrassil), 300 Dragon Isles Supplies","","78864","216285","","2003","The acquisition source is Dragonflight content despite the Shadowlands theme tag","https://housing.wowdb.com/decor/7896/belameth-travelers-pack-7896/","Bel'ameth Traveler's Pack","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","10888","255673","Moonclasp Satchel","Moonclasp Satchel","Accents › Misc Accents","Celestine of the Harvest (All Dragonflight Zones, moves with the Dreamsurge Event) 500 Dreamsurge Coalescence","","","210608","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/10888/moonclasp-satchel-10888/","Moonclasp Satchel","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","10962","256168","Draconic Sconce","Draconic Sconce","Accents › Wall Hangings","Second Chair Pawdo (Dornogal) Unatos (Valdrakken) 10 Dragon Isles Supplies","","","193015;252312","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/10962/draconic-sconce-10962/","Draconic Sconce","-3","3","2","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","10963","256169","Valdrakken Oven","Valdrakken Oven","Accents › Food and Drink","Silvrath (Valdrakken) 500 Dragon Isles Supplies Unatos (Valdrakken) 500 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/10963/valdrakken-oven-10963/","Valdrakken Oven","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","10964","256170","Draconic Scribe's Basin","Draconic Scribe's Basin","Miscellaneous › Miscellaneous - All","Crafting: Enchanting Profession: Dragon Isles Enchanting (80)","","","","1261933","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/10964/draconic-scribes-basin-10964/","Draconic Scribe's Basin","9","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","10965","256171","Five Flights' Grimoire","Five Flights' Grimoire","Accents › Ornamental","Crafting: Enchanting Profession: Dragon Isles Enchanting (80)","","","","1261919","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/10965/five-flights-grimoire-10965/","Five Flights' Grimoire","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","11137","256354","Qalashi Goulash","Qalashi Goulash","Accents › Food and Drink","Drop: Warlord Sargha (Neltharus)","","","","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11137/qalashi-goulash-11137/","Qalashi Goulash","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","11162","256427","Wingrest Signal Brazier","Wingrest Signal Brazier","Lighting › Large Lights","Crafting: Blacksmithing Profession: Dragon Isles Blacksmithing (80)","","","","1261896","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11162/wingrest-signal-brazier-11162/","Wingrest Signal Brazier","9","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","11163","256428","Valdrakken Hanging Lamp","Valdrakken Hanging Lamp","Lighting › Ceiling Lights","Encounter: Kyrakka and Erkhart Stormvein","","","","","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11163/valdrakken-hanging-lamp-11163/","Valdrakken Hanging Lamp","-3","3","3","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","11164","256429","Valdrakken Lamppost","Valdrakken Lamppost","Lighting › Large Lights","Enforced Relaxation (Thaldraszus) Silvrath (Valdrakken) 200 Dragon Isles Supplies","","70745","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11164/valdrakken-lamppost-11164/","Valdrakken Lamppost","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","11165","256430","Valdrakken Hanging Cauldron","Valdrakken Hanging Cauldron","Furnishings › Misc Furnishings","Crafting: Blacksmithing Profession: Dragon Isles Blacksmithing (80)","","","","1261892","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/11165/valdrakken-hanging-cauldron-11165/","Valdrakken Hanging Cauldron","9","3","3","1","5"
