"status","release_decision","unavailable","current_exists","toy_id","item_id","name","source_type_enum","flags","source_text","guide_url"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","151","98132","Shado-Pan Geyser Gun","5","0","Shado-Pan Geyser Gun Unload a torrent of water on allies and enemies with the Geyser Gun. Achievement: Tortos Hidden Geyser Achievement Throne of Thunder Must obtain 250 stacks of Spray Water from the geyser before Tortos.","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","152","98136","Gastropod Shell","0","0","Gastropod Shell Summon and control Jerry the Snail. Drop: Gastropod Throne of Thunder --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","154","103685","Celestial Defender's Medallion","2","4","Celestial Defender's Medallion Take on the guise of a Celestial Defender. Vendor: Mistweaver Ku Timeless Isle Faction: Emperor Shaohao – Revered","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","155","104262","Odd Polished Stone","0","0","Odd Polished Stone Become infused with stone, granting a chance upon killing an opponent to encase them in stone. ""A stone from a time long past, polished to a shine from eons of erosion."" Drop: Eroded Cliffdweller Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","156","104302","Blackflame Daggers","0","0","Blackflame Daggers Wear the Blackflame Daggers, signifying your allegiance to Ordos. ""Ceremonial daggers used by champions of Ordos. Drop: Champion of the Black Flame Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","157","104309","Eternal Kiln","0","0","Eternal Kiln Places an Eternal Kiln that increases the spirits of those nearby by 4 and allows cooking. ""Followers of Ordos carry small cauldrons of fire with them for long journeys into the wilderness."" Drop: Eternal Kilnmaster Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","162","104331","Warning Sign","0","0","Warning Sign Place a Warning Sign that lasts for 1 minute. A message can be carved into the sign, causing it to last for 1 hour and making it visible to other players. Drop: Jakur of Ordon Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","165","104294","Rime of the Time Lost Mariner","0","0","Rime of the Time Lost Mariner Sing the haunting melody of the crew lost on the Dread Ship Vazuvius. Drop: Dread Ship Vazuvius Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","190","90067","B.F.F. Necklace","0","0","B.F.F. Necklace Offer the necklace. Drop: Huggalon the Heart Watcher Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","194","89222","Cloud Ring","2","4","Cloud Ring Summon a cloud ring that your pet will jump through. Requires a flying pet. ""Fun for your flying pet."" Vendor: San Redscale The Jade Forest Faction: Order of the Cloud Serpent – Revered 1,000 Gold","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","197","88589","Cremating Torch","1","0","Cremating Torch Cremate the body of a fallen ally. Quest: Choking the Skies Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","201","88801","Flippable Table","2","0","Flippable Table Unleash your rage by flipping a table forward. Vendor: Nam Ironpaw Valley of the Four Winds 3 Gold 59 Silver","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","204","88802","Foxicopter Controller","2","0","Foxicopter Controller Summon a remote controlled Foxicopter to fly around for 45 seconds. Vendor: Sally Fizzlefury Valley of the Four Winds 1,000 Gold","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","206","95589","Glorious Standard of the Kirin Tor Offensive","1","4","Glorious Standard of the Kirin Tor Offensive Plant your Kirin Tor Offensive banner. Quest: Securing A Future Isle of Thunder --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","207","95590","Glorious Standard of the Sunreaver Onslaught","1","4","Glorious Standard of the Sunreaver Onslaught Plant your Sunreaver Onslaught banner. Quest: Life Blood Isle of Thunder --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","211","88417","Gokk' lok's Shell","1","0","Gokk' lok's Shell Stand on a piece of Gokk' lok's shell. Moving cancels the effect. Quest: Promises of Gold Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","213","88385","Hozen Idol","1","0","Hozen Idol Focus your gaze intently on the target critter, causing it to explode from the pressure after several seconds. Quest: A Monkey Idol Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","218","88579","Jin Warmkeg's Brew","1","0","Jin Warmkeg's Brew Summon Jin Warmkeg's Brew, which allies can use to have a drink of his ale. Quest: Holed Up Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","219","88580","Ken-Ken's Mask","1","0","Ken-Ken's Mask Put Ken-Ken's Mask on a friendly target. Quest: Zhu's Despair Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","221","88531","Lao Chin's Last Mug","1","0","Lao Chin's Last Mug A strong alcoholic beverage. Quest: Do a Barrel Roll! Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","229","89869","Pandaren Scarecrow","2","4","Pandaren Scarecrow Plant your Pandaren Scarecrow. ""It certainly looks scary to me."" Vendor: Gina Mudclaw Valley of the Four Winds Faction: The Tillers – Revered 250 Gold","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","232","88370","Puntable Marmot","1","0","Puntable Marmot Summons a Puntable Marmot at target location. Quest: Rampaging Rodents Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","235","97942","Sen'jin Spirit Drum","2","0","Sen'jin Spirit Drum Summon a set of three spirit drums that anyone can play. Vendor: Ravika Echo Isles 10 Gold","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","236","88387","Shushen's Spittoon","1","0","Shushen's Spittoon Summons Shushen's Spittoon on the ground at target location for 1 minute. Allies can click on the Spittoon to use it. Quest: Raid Leader Slovan Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","238","88381","Silversage Incense","1","0","Silversage Incense Summon a burning stick of Silversage Incense at target location for 20 seconds. Quest: Roadside Assistance Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","240","91904","Stackable Stag","2","0","Stackable Stag Summon a Stackable Stag at the target location. If there is another Stackable Stag nearby, your Stackable Stag will stack on top of it. Vendor: Sally Fizzlefury Valley of the Four Winds 1,000 Gold","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","242","80822","The Golden Banana","1","0","The Golden Banana Throw the Golden Banana. ""Solid gold, and obscenely heavy."" Quest: Buried Hozen Treasure Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","247","88584","Totem of Harmony","1","0","Totem of Harmony Summon a Totem of Harmony at the target location, illuminating the area for 1 minute. Quest: Hatred Becomes Us Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","248","88377","Turnip Paint ""Gun""","1","0","Turnip Paint ""Gun"" Throw a ball of orange paint at your current friendly target, turning them orange for 6 seconds. Quest: Yellow and Red make Orange Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","377","82467","Ruthers' Harness","1","0","Ruthers' Harness Summon Ruthers, the bad yak. Quest: Pick a Yak Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","418","86573","Shard of Archstone","0","0","Shard of Archstone Transform into a Mogu Statue, becoming untargetable for 5 minutes. ""A fragment of unknown origin, seething with ancient power."" Drop: Havak Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","442","86565","Battle Horn","-1","0","Battle Horn Blast a blaring horn, attracting enemies within 40 yards. Ineffective on targets above level 100 or not native to Pandaria. ""Carried by Yaungol scouts to alert allies to impending attacks."" Drop: Blackhoof/Ordon Candlekeeper Valley of the Four Winds/Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","451","86590","Essence of the Breeze","0","0","Essence of the Breeze Unleash a gentle breeze, lightening your steps. This effect only works in Pandaria. Drop: Ai-Ran the Shifting Cloud Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","452","86582","Aqua Jewel","0","0","Aqua Jewel Increases swim speed by 50% and allows underwater breathing for 10 minutes. Only usable on Pandaria. Drop: Sahn Tidehunter Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","453","134024","Cursed Swabby Helmet","0","0","Cursed Swabby Helmet Transform into a Cursed Hozen Swabby, able to breathe underwater and swim 200% faster. ""Used to transform lowly swabbies into mindless hozen brutes, able to row the dread ship Vasuviuz."" Treasure: Sunken Treasure Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","454","86583","Salyin Battle Banner","0","0","Salyin Battle Banner Blend into the shadows for 1 second and summon a Salyin Warscout. The Warscout will draw the attention of nearby monsters and run into the distance. Only effective in Pandaria. ""Stained with the blood of many unlucky adventurers."" Drop: Salyin Warscout Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","456","134023","Bottled Tornado","0","0","Bottled Tornado Jump high into the sky on the winds of Pandaria. Can only be used outdoors. ""The Mantid learned long ago how to bend the winds of Pandaria to the Empress' will."" Drop: Kal' tik the Blight Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","457","86578","Eternal Warrior's Sigil","0","0","Eternal Warrior's Sigil ""Restores 15% of health and mana every 1 second for 6 seconds. Any damage taken will remove the frenzy. Can only be used in Pandaria. ""Granted to Shek'zeer's elite guard for service to the Empress."" Drop: Gar' lok Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","462","86594","Helpful Wikky's Whistle","0","0","Helpful Wikky's Whistle Calls Helpful Wikky, who will forage for you and bring back presents. Can only be used in Pandaria. ""Appears to have been heavily chewed on."" Drop: Major Nanners Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","463","88375","Turnip Punching Bag","1","0","Turnip Punching Bag Summon a Turnip Punching Bag at target location for 5 minutes. The punching bag acts as a target dummy while it persists. Only usable outdoors ""A turnip with an extremely tough exterior, it can take hits just as well as a heroic level dungeon boss."" Quest: Leaders Among Breeders Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","464","89614","Anatomical Dummy","3","0","Anatomical Dummy Summon an Anatomical Dummy at target location for 5 minutes. The punching bag acts as a target dummy while it persists. Only usable outdoors in Pandaria. ""Artifact details have already been logged in your Archaeology Journal, under the Completed Artifacts tab."" Archaeology -- Mogu Archaeology Fragments","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","467","102467","Censer of Eternal Agony","2","0","Censer of Eternal Agony Sacrifice 90% of maximum health to become an Emissary of Ordos. While transformed, you are hostile to all players, and killing players grants Bloody Coins. Can only be used on the Timeless Isle and flags the user for PvP. ""Ritualistic sacrifice is a requirement to enter the ranks of the Ordon."" Vendor: Speaker Gulan Timeless Isle 1,000 Timeless Coins","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","468","86584","Hardened Shell","0","0","Hardened Shell Throw a hard shell, dismounting the target. Unusable on target above level 94. ""Seems unfair."" Drop: Nessos the Oracle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","470","104329","Ash-Covered Horn","0","0","Ash-Covered Horn Summons a ridable but uncontrollable Furious Ashhide Mushan. This is a very, VERY fast mount. Can only be used on the Timeless Isle. ""Perpetually warm to the touch."" Drop: High Priest of Ordos Timeless Isle --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","486","85500","Anglers Fishing Raft","2","4","Anglers Fishing Raft You can raft across water. ""Great for fishing but takes on water…so don't stay out too long!"" Profession: Fishing Krasarang Wilds Faction: The Anglers- Revered and 525 Fishing","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","497","95567","Kirin Tor Beacon","1","0","Kirin Tor Beacon Returns you to the Kirin Tor on the Isle of Thunder. This beacon only works on the Isle of Thunder or in the Throne of Thunder. Alliance Only Quest: The Storm Gathers Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","498","95568","Sunreaver Beacon","1","0","Sunreaver Beacon Returns you to the Sunreavers on the Isle of Thunder. This beacon only works on the Isle of Thunder or in the Throne of Thunder. Horde Only Quest: The Storm Gathers Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","619","144393","Portable Yak Wash","2","0","Portable Yak Wash Perform an emergency yak wash in the field. Vendor: Mistweaver Xia Timeless Isle 500 Timewarped Badges","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","633","144072","Adopted Puppy Crate","2","0","Adopted Puppy Crate Release your adopted puppies for 10 minutes of fun. ""All they needed was someone to play with them."" Vendor: Mistweaver Xia Timeless Isle 1,000 Timewalking Badges","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
