"status","release_decision","unavailable","current_exists","species_id","name","creature_id","summon_spell_id","pet_type_enum","flags","source_type_enum","source_text","guide_url"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","703","Masked Tanuki Pup","63716","0","4","26","4","Masked Tanuki Pup ""Many young raccoons rail against their strict curfews, complaining that dawn is way too early to go to bed."" Pet Battle The Jade Forest --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","706","Bandicoon","63062","0","4","26","4","Bandicoon ""The taciturn bandicoon's diet consists mostly of apples."" Pet Battle Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","707","Bandicoon Kit","63064","0","4","26","4","Bandicoon Kit ""Some druids say pandaren and raccoons are distant cousins, but never when a pandaren can hear them."" Pet Battle Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","708","Malayan Quillrat","63094","0","4","26","4","Malayan Quillrat ""Many believe that the quillrat is able to shoot its spines at aggressors."" Pet Battle Valley of the Four Winds, Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","709","Malayan Quillrat Pup","63095","0","4","26","4","Malayan Quillrat Pup ""Although the wounds caused by the young quillrat are seldom fatal, most predators seek easier prey."" Pet Battle Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","710","Marsh Fiddler","63096","0","4","26","4","Marsh Fiddler ""Known to feast on the tasty plants in valley of the Four Winds."" Pet Battle Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","711","Sifang Otter","63057","0","8","26","4","Sifang Otter ""The sifang otter lives near rivers and is normally friendly and playful."" Pet Battle Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","712","Sifang Otter Pup","63358","0","8","26","4","Sifang Otter Pup ""Otters swim by propelling themselves with their powerful tails and flexing their long bodies. Very fast in the water."" Pet Battle Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","713","Softshell Snapling","63060","0","8","26","4","Softshell Snapling ""Softshell turtle meat is considered a delicacy and is the key ingredient in soothing turtle bisque."" Pet Battle: Valley of the Four Winds -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","714","Feverbite Hatchling","65054","0","7","26","4","Feverbite Hatchling ""The common folk remedy to a feverbite hatchling's bite is to dance wildly and try to sweat out the toxins before they can take hold."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","716","Amethyst Spiderling","63288","0","7","26","4","Amethyst Spiderling ""A rarity among arachnids, these non-venomous critters feed solely on plants and fruit."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","717","Savory Beetle","63291","0","4","26","4","Savory Beetle ""The most delicious of the beetle family."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","718","Luyu Moth","65124","0","2","26","4","Luyu Moth ""A daring, narcissist insect willing to brave any threat in its pursuit of the spotlight."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","722","Mei Li Sparkler","65185","0","2","26","4","Mei Li Sparkler ""Feeds on small leaves and grass when full grown."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","723","Spiny Terrapin","63293","0","8","26","4","Spiny Terrapin ""Angering a spiny terrapin will cause it to withdraw into its shell and begin to spin wildly towards an attacker."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","724","Alpine Foxling","63550","0","7","26","4","Alpine Foxling ""Burrows deep into snowbanks to hide from predators."" Pet Battle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","725","Alpine Foxling Kit","63551","0","7","26","4","Alpine Foxling Kit ""Occasionally sneaks bites of food from kills made by much larger animals."" Pet Battle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","726","Plains Monitor","63547","0","7","26","4","Plains Monitor ""While stationary, the plains monitor will continuously flick its tail back and forth. From a distance this mimics the appearance of swaying tailgrass, camouflaging the lizard from aerial predators. Pet Battle Kun-Lau Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","727","Prairie Mouse","59702","0","4","26","4","Prairie Mouse ""On the prairie there are numerous rodents and other small creatures, but none more common than the mouse."" Pet Battle Kun-Lau Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","728","Szechuan Chicken","63585","0","2","26","4","Szechuan Chicken ""Will only lay eggs in bright light."" Pet Battle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","729","Tolai Hare","63557","0","4","26","4","Tolai Hare ""In the ancient fables, the first Tolai hare strode across the gulf between the stars before it upset them and they tumbled from the heavens to the world below."" Pet Battle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","730","Tolai Hare Pup","63558","0","4","26","4","Tolai Hare Pup ""Tolai hare pups are sent from their dens at a young age to find their own way."" Pet Battle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","731","Zooey Snake","63555","0","7","26","4","Zooey Snake ""These reptiles possess hooked scales, allowing them to slither up Kun-Lai Summit's rocky slopes and steep cliffs."" Pet Battle Kun-Lai Summit --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","732","Amber Moth","65187","0","2","26","4","Amber Moth ""Known to flourish in the rainy season, this insect is drawn to lightning storms."" Pet Battle Dread Wastes, Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","733","Grassland Hopper","63549","0","4","26","4","Grassland Hopper ""At night, the grassland hoppers fill the night with their maddening song. Those unaccustomed to it have spent many a sleepless night serenaded by their mating calls."" Pet Battle Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","737","Mongoose","65190","0","8","26","4","Mongoose ""Contrary to its benign appearance, mongoose are dangerous carnivores, well known for their ability to hunt venomous snakes that could kill much larger creatures."" Pet Battle Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","739","Mongoose Pup","63954","0","8","26","4","Mongoose Pup ""Mongoose pups prefer long grass where only their mothers can find them."" Pet Battle Townlong Steppes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","740","Yakrat","63957","0","4","26","4","Yakrat ""The bond between yak and rat is a strange one, and what the rat gains out of the symbiotic relationship is a mystery."" Pet Battle Townlong Steppes, Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","741","Silent Hedgehog","64804","0","7","26","4","Silent Hedgehog ""These hedgehogs may be silent, but often are heard the cries of those that foolishly step upon their quills."" Pet Battle Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","742","Clouded Hedgehog","64242","0","7","26","4","Clouded Hedgehog ""Hedgehogs are not all fond of croquet nor flamingos."" Pet Battles Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","743","Rapana Whelk","64352","0","4","26","4","Rapana Whelk ""Has been spotted fighting other whelks for prime food sources."" Pet Battle Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","744","Resilient Roach","64238","0","4","26","4","Resilient Roach ""The roaches of the Dread Wastes dwell in the shadows. Some people swear the shadows travel with them."" Pet Battle Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","745","Crunchy Scorpion","63548","0","7","26","4","Crunchy Scorpion ""Unique carapace is prized by trinket makers for its texture and strength."" Pet Battle Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","746","Emperor Crab","65203","0","8","26","4","Emperor Crab ""The emperor crab was named for its regal appearance: the ridges of its shell and its raised claws eerily resembling the crown. One that would pinch your eyes out if you tried to wear it."" Pet Battle Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","747","Effervescent Glowfly","63850","0","2","26","4","Effervescent Glowfly ""Luminescent body used to attract mates."" Pet Battle Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","748","Gilded Moth","63838","0","2","26","4","Gilded Moth ""This delicate insect's wings are often sewn into clothing and armor."" Pet Battle Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","749","Golden Civet","63841","0","8","26","4","Golden Civet ""Civets are landbound cousins of the otter and are prized for their heady musks."" Pet Battle Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","750","Golden Civet Kitten","63842","0","8","26","4","Golden Civet Kitten ""The civets are known to guard their young ferociously."" Pet Battle Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","751","Dancing Water Skimmer","63847","0","8","26","4","Dancing Water Skimmer ""Named for their apparent dancelike behavior when skimming aquatic surfaces, the species uses erratic movements to avoid being devoured by fish and other underwater predators."" Pet Battle Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","752","Yellow-Bellied Bullfrog","63849","0","8","26","4","Yellow-Bellied Bullfrog ""Despite its menacing appearance, the yellow-bellied bullfrog was aptly named."" Pet Battle Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","753","Garden Moth","65215","0","2","26","4","Garden Moth ""Known to flourish in the rainy season, this insect is drawn to lightning storms."" Pet Battle Jade Forest --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","754","Shrine Fly","65216","0","2","26","4","Shrine Fly ""This species of insect is drawn to the latent energy in shrines, their luminescent appearance adding to the mystique of the places of power."" Pet Battle Jade Forest --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","792","Jade Crane Chick","65314","127816","2","2","2","Jade Crane Chick ""A graceful creature from the isle of Pandaria."" Vendor: Audrey Burnhep, Varzok Stormwind, Orgrimmar 50 Silver","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","817","Wild Jade Hatchling","65323","0","1","26","4","Wild Jade Hatchling ""So cute, yet so epic."" Pet Battle The Jade Forest Faction: Order of the Cloud Serpent - Exalted","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","818","Wild Golden Hatchling","65324","0","1","26","4","Wild Golden Hatchling ""The offspring of Tsulong, hidden away before the corruption of the Sha had fully taken hold of the Terrace of Endless Spring."" Pet Battle The Jade Forest Faction: Order of the Cloud Serpent - Exalted","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","819","Wild Crimson Hatchling","65321","0","1","26","4","Wild Crimson Hatchling ""It's red, so it must fly faster."" Pet Battle The Jade Forest Faction: Order of the Cloud Serpent - Exalted","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","834","Grinder","64634","126251","6","2","0","Grinder ""Mogu sorcerers, keepers of the secret to bringing stone to life, prefer these stolid companions over more beastly familiars."" Drop: Karr the Darkener Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","835","Hopling","64632","126247","0","82","4","Hopling ""The great big world can be a dangerous place for such a tiny, adorable creature."" Achievement: Ling-Ting's Herbal Journey Stormstout Brewery --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","836","Aqua Strider","64633","126249","8","2","0","Aqua Strider ""Water striders serve an important role in jinyu culture, acting as a mount, means of sending communications, and even a family pet."" Drop: Nalash Verdantis Dread Wastes --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","844","Mechanical Pandaren Dragonling","64899","126885","9","2","3","Mechanical Pandaren Dragonling ""Constructed from a seemingly impossible mass of gears, springs, wires, and a little something special, this dragonling embodies the spirit of Pandaria as seen through an engineer's goggles."" Profession: Mists of Pandaria Engineering -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","845","Jade Owl","61877","120501","5","2","3","Jade Owl ""Jade is naturally rich with life and color, making it the perfect raw material for this gentle companion. It is said the wind created by their wings can soothe the troubled mind."" Profession: Mists of Pandaria Jewelcrafting -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","846","Sapphire Cub","61883","120507","5","2","3","Sapphire Cub ""While each cub is crafted in the same fashion, tiny imperfections in the gemstones create a unique personality when imbued with life. They are, however, always playful and friendly."" Profession: Mists of Pandaria Jewelcrafting -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","847","Fishy","62829","122748","8","2","1","Fishy ""Many believe (incorrectly) that goldfish have no memories. Trainers who have worked with them know this is clearly not the case and have the bruises to prove it."" Quest: Let Them Burn The Jade Forest --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","849","Chi-Ji Kite","66104","127008","2","146","3","Chi-Ji Kite ""A beautiful kite brought to life by the scribes of Pandaria."" Profession: Mists of Pandaria Inscription -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","850","Yu'lon Kite","66105","127006","2","146","3","Yu'lon Kite ""Who knew scribes could make kites?"" Profession: Mists of Pandaria Inscription -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","868","Pandaren Water Spirit","66950","131590","6","2","1","Pandaren Water Spirit ""Water spirits are especially mischievous and are known to frequent the canals of the Stormstout Brewery."" Quest: Pandaren Spirit Tamer Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1039","Imperial Moth","67230","132574","2","2","3","Imperial Moth ""The larval form of this moth is world-renowned for creating the finest silk in Azeroth."" Profession: Mists of Pandaria Tailoring (Imperial Silk) -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1042","Red Cricket","63370","123784","4","26","1","Red Cricket ""Be careful, he might eat all your crops!"" Quest: Sho, Requires Exalted Friendship Faction Valley of the Four Winds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1124","Pandaren Fire Spirit","68466","134892","6","2","1","Pandaren Fire Spirit ""Though it appears to be a vaguely-related cousin to the Cinder Kitten, the two creatures actually share no ancestry."" Quest: Pandaren Spirit Tamer Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1125","Pandaren Air Spirit","68467","134894","6","2","1","Pandaren Air Spirit ""These spirits represent the heart of Pandaria's elemental powers."" Quest: Pandaren Spirit Tamer Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1126","Pandaren Earth Spirit","68468","134895","6","2","1","Pandaren Earth Spirit ""The elements of Pandaria can be cute and playful, until their homeland is threatened."" Quest: Pandaren Spirit Tamer Vale of Eternal Blossoms --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1128","Sumprush Rodent","68506","0","7","26","4","Sumprush Rodent ""A rodent of usual size."" Pet Battle Krasarang Wilds --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1166","Kun-Lai Runt","68846","0","0","26","4","Kun-Lai Runt ""Indigenous to the peaks of Kun-Lai Summit, this rare yeti is much more dangerous than it looks."" Pet Battle Kun-Lai Summit","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1175","Thundertail Flapper","69648","0","6","26","4","Thundertail Flapper ""Touched by lightning, these dangerous rodents should be kept at a safe distance."" Pet Battle Isle of Thunder --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1176","Red Panda","69649","137568","7","82","1","Red Panda ""Can you believe how cute I am? Me neither."" Quest: Beasts of Fable -- --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
"blizzard_mop_acquisition_confirmed","include_mop","False","True","1177","Living Sandling","69748","137977","6","2","0","Living Sandling ""Born of sand, these dangerous creatures can form and disperse in the blink of an eye."" Drop: Throne of Thunder Throne of Thunder --","https://news.blizzard.com/en-us/article/23463728/mists-of-pandaria-mounts-pets-and-more"
