"decor_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","decor_spell_id","item_id","classification_note","acquisition_source_url"
"1355","Frostwolf Axe-Dart Board","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 150 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","1238578","245445","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1355/frostwolf-axe-dart-board-1355/"
"1405","Orcish Fence","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 15× Shadowmoon Lumber 8× Sorcerous Earth 10× Sumptuous Fur 15× True Iron Ore Profession: Draenor Inscription (80)","","","","1269500;1269501;1260005;1260564","","251766;113263;111557;109119","1236854","244313","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1405/orcish-fence-1405/"
"1406","Frostwall Architect's Table","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Engineering (Draenor Engineering) Reagents Required: 25× Shadowmoon Lumber 5× Cerulean Pigment 15× True Iron Ore 10× Blackrock Ore 2× Light Parchment Profession: Draenor Engineering (80)","","","","1261027","","251766;114931;109119;109118;39354","1236855","244314","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1406/frostwall-architects-table-1406/"
"1407","Orcish Warlord's Planning Table","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: My Very Own Fortress (Frostfire Ridge, Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 1500 Garrison Resources Warlords of Draenor Copy Waypoint","","36614","79774","","824","","1236856","244315","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1407/orcish-warlords-planning-table-1407/"
"1408","Warsong Workbench","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Things Are Not Goren Our Way (Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","34192","79774","","824","","1236857","244316","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1408/warsong-workbench-1408/"
"1409","Orcish Banded Barrel","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 6× Shadowmoon Lumber 6× Cerulean Pigment 4× Sorcerous Earth 8× Blackrock Ore Profession: Draenor Inscription","","","","1261066;1261045","","251766;114931;113263;109118","1236858","244317","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1409/orcish-banded-barrel-1409/"
"1410","Wine Barrel","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Alchemy (Draenor Alchemy) Reagents Required: 16× Shadowmoon Lumber 6× Gorgrond Grapes 6× Sorcerous Water 10× Alchemical Catalyst Profession: Draenor Alchemy (80)","","","","1260985","","251766;117454;113262;108996","1236859","244318","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1410/wine-barrel-1410/"
"1411","Wooden Shipping Crate","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 8× Shadowmoon Lumber 10× Cerulean Pigment 6× Sorcerous Earth 12× Blackrock Ore Profession: Draenor Inscription (80)","","","","1261045;1261066","","251766;114931;113263;109118","1236860","244319","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1411/wooden-shipping-crate-1411/"
"1412","Youngling's Courser Toys","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Quest: Pool of Visions (Frostfire Ridge) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","79774","","824","","1236861","244320","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1412/younglings-courser-toys-1412/"
"1413","Orcish Lumberjack's Stool","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","1236862","244321","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1413/orcish-lumberjacks-stool-1413/"
"1414","Frostwolf Banded Stool","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Krixel Pinchwhistle H (Lunarfall) 100 Garrison Resources Warlords of Draenor Copy Waypoint","","","86779","","824","","1236863","244322","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1414/frostwolf-banded-stool-1414/"
"1415","Orcish Sleeping Cot","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Leatherworking (Draenor Patterns) Reagents Required: 22× Shadowmoon Lumber 30× Raw Beast Hide 15× True Iron Ore Profession: Draenor Leatherworking (80)","","","","1261122;1261081","","251766;110609;109119","1236864","244323","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1415/orcish-sleeping-cot-1415/"
"1416","Peon's Work Bucket","wod_theme","acquisition_wod_confirmed","wod","vendor","Sources Vendor: Supplymaster Eri H (Frostwall) 150 Garrison Resources Warlords of Draenor Copy Waypoint","","","76872","","824","","1236865","244324","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1416/peons-work-bucket-1416/"
"1443","Orcish Scribe's Drafting Table","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Bigger is Better (Frostfire Ridge, Frostwall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Grimjaw H (Frostwall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint","","36592","79774","","824","","1237782","244653","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1443/orcish-scribes-drafting-table-1443/"
"1725","Frostwall Elevated Brazier","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Inscription (Draenor Inscription) Reagents Required: 25× Shadowmoon Lumber 10× Savage Blood 6× Sorcerous Fire 20× True Iron Ore Profession: Draenor Inscription (80)","","","","1261032","","251766;118472;113261;109119","1238752","245534","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1725/frostwall-elevated-brazier-1725/"
"1791","Frostwall Forge","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Blacksmithing (Draenor Plans) Reagents Required: 45× Shadowmoon Lumber 5× Primal Spirit 25× Sorcerous Fire 50× True Iron Ore 25× Blackrock Ore Profession: Draenor Blacksmithing (80)","","","","1260987","","251766;120945;113261;109119;109118","1239337","245600","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1791/frostwall-forge-1791/"
"1792","Ancestral Signal Brazier","wod_theme","acquisition_wod_confirmed","wod","crafted","Sources Crafting: Enchanting (Draenor Enchanting) Reagents Required: 30× Shadowmoon Lumber 12× Temporal Crystal 4× Sorcerous Earth 8× Sorcerous Fire Profession: Draenor Enchanting (80)","","","","1260990","","251766;113588;113263;113261","1239338","245601","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1792/ancestral-signal-brazier-1792/"
"2322","Gnomish T.O.O.L.B.O.X.","wod_theme","acquisition_bfa_confirmed","bfa","achievement","Sources Achievement: M.C., Hammered Requirement: The M.C., Hammered Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Stolen Royal Vendorbot (Mechagon) 5 Community Coupons Rustbolt Resistance • Battle for Azeroth Copy Waypoint","13723","","150716","","3363","","1242327","246479","Displayed acquisition belongs to bfa content, not Warlords of Draenor","https://housing.wowdb.com/decor/2322/gnomish-toolbox-2322/"
"2323","Automated Gnomeregan Guardian","wod_theme","acquisition_bfa_confirmed","bfa","vendor","Sources Vendor: Stolen Royal Vendorbot (Mechagon) 800 & 5 Chain Ignitercoil & 5 Galvanic Oscillator Rustbolt Resistance (Exalted) • Battle for Azeroth Requirement: Reach Exalted with Rustbolt Resistance to unlock this item for your housing collection. Copy Waypoint","","","150716","","","168327;168832","1242328","246480","Displayed acquisition belongs to bfa content, not Warlords of Draenor","https://housing.wowdb.com/decor/2323/automated-gnomeregan-guardian-2323/"
"2513","Tome of Draenei Faith","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Lonalo H (Orgrimmar) 2000 Copy Waypoint Vendor: Solelo A (Stormwind City) 2000 Copy Waypoint","","","256119;256071","","","","1244119","246847","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/2513/tome-of-draenei-faith-2513/"
"2514","Scribe's Working Notes","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Lonalo H (Orgrimmar) 2000 Copy Waypoint Vendor: Solelo A (Stormwind City) 2000 Copy Waypoint","","","256119;256071","","","","1244120","246848","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/2514/scribes-working-notes-2514/"
"3835","Gate of the Apexis","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1245021","247665","No current acquisition source is displayed","https://housing.wowdb.com/decor/3835/gate-of-the-apexis-3835/"
"3896","Horde Battlefield Banner","wod_theme","acquisition_wrath_confirmed","wrath","achievement","Sources Achievement: Overly Defensive Requirement: The Overly Defensive Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 600 Honor","1153","","254606","","1792","","1245256","247759","Displayed acquisition belongs to wrath content, not Warlords of Draenor","https://housing.wowdb.com/decor/3896/horde-battlefield-banner-3896/"
"3897","Fortified Horde Banner","wod_theme","acquisition_wrath_confirmed","wrath","achievement","Sources Achievement: Tower Defense Requirement: The Tower Defense Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 1200 Honor","222","","254606","","1792","","1245257","247760","Displayed acquisition belongs to wrath content, not Warlords of Draenor","https://housing.wowdb.com/decor/3897/fortified-horde-banner-3897/"
"3898","Uncontested Battlefield Banner","wod_theme","acquisition_wrath_confirmed","wrath","achievement","Sources Achievement: Storm Capper Requirement: The Storm Capper Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 400 Honor Copy Waypoint Vendor: Riica A (Stormwind City) 400 Honor Copy Waypoint","212","","254606;254603","","1792","","1245258","247761","Displayed acquisition belongs to wrath content, not Warlords of Draenor","https://housing.wowdb.com/decor/3898/uncontested-battlefield-banner-3898/"
"3900","Berserker's Empowerment","wod_theme","acquisition_midnight_confirmed","midnight","achievement","Sources Achievement: Entering Battle Requirement: The Entering Battle Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 5 Mark of Honor Copy Waypoint Vendor: Riica A (Stormwind City) 5 Mark of Honor Copy Waypoint","61683","","254606;254603","","","137642","1245260","247763","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/3900/berserkers-empowerment-3900/"
"3902","Healer's Empowerment","wod_theme","acquisition_midnight_confirmed","midnight","achievement","Sources Achievement: Champion in Battle Requirement: The Champion in Battle Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 5 Mark of Honor Copy Waypoint Vendor: Riica A (Stormwind City) 5 Mark of Honor Copy Waypoint","61687","","254606;254603","","","137642","1245262","247765","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/3902/healers-empowerment-3902/"
"3903","Runner's Empowerment","wod_theme","acquisition_midnight_confirmed","midnight","achievement","Sources Achievement: Master in Battle Requirement: The Master in Battle Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 5 Mark of Honor Copy Waypoint Vendor: Riica A (Stormwind City) 5 Mark of Honor Copy Waypoint","61688","","254606;254603","","","137642","1245263","247766","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/3903/runners-empowerment-3903/"
"3905","Guardian's Empowerment","wod_theme","acquisition_midnight_confirmed","midnight","achievement","Sources Achievement: Progressing in Battle Requirement: The Progressing in Battle Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Joruh H (Orgrimmar) 5 Mark of Honor Copy Waypoint Vendor: Riica A (Stormwind City) 5 Mark of Honor Copy Waypoint","61684","","254606;254603","","","137642","1245265","247768","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/3905/guardians-empowerment-3905/"
"4401","Stormwind Footlocker","wod_theme","acquisition_cata_confirmed","cata","drop","Sources Drop: Deadmines Encounter: Deadmines - Vanessa VanCleef","","","","","","","1246969","248332","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4401/stormwind-footlocker-4401/"
"4402","Stormwind Large Wooden Table","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 95 Stormwind (Honored) • Vanilla Requirement: Reach Honored with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1246970","248333","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4402/stormwind-large-wooden-table-4402/"
"4403","Stormwind Wooden Bench","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Clearing the Garden (Lunarfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 160 & 300 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","36404","78564;88223","","824","","1246971","248334","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4403/stormwind-wooden-bench-4403/"
"4404","Stormwind Wooden Stool","wod_theme","acquisition_wod_confirmed","wod","quest","Sources Quest: Anglin' In Our Garrison (Shadowmoon Valley) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Sergeant Crowler A (Lunarfall) 40 & 100 Garrison Resources Warlords of Draenor Copy Waypoint Vendor: Sergeant Crowler (Lunarfall) Copy Waypoint","","36202","78564;88223","","824","","1246972","248335","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4404/stormwind-wooden-stool-4404/"
"4405","Stormwind Wooden Table","wod_theme","acquisition_shadowlands_confirmed","shadowlands","quest","Sources Quest: Welcome to Stormwind Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 285 Stormwind • Vanilla Quest ""Welcome to Stormwind"" Copy Waypoint","","59583","49877","","","","1246973","248336","Displayed acquisition belongs to shadowlands content, not Warlords of Draenor","https://housing.wowdb.com/decor/4405/stormwind-wooden-table-4405/"
"4443","Stormwind Keg Stand","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 142 50 Stormwind (Revered) • Vanilla Requirement: Reach Revered with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247323","248617","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4443/stormwind-keg-stand-4443/"
"4444","Westfall Woven Basket","wod_theme","acquisition_cata_confirmed","cata","quest","Sources Quest: You Have Our Thanks (Westfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 190 Stormwind • Vanilla Copy Waypoint","","26270","49877","","","","1247324","248618","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4444/westfall-woven-basket-4444/"
"4445","Stormwind Gazebo","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 237 50 Stormwind (Exalted) • Vanilla Requirement: Reach Exalted with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247325","248619","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4445/stormwind-gazebo-4445/"
"4446","Stormwind Trellis and Basin","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 142 50 Stormwind (Revered) • Vanilla Requirement: Reach Revered with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247326","248620","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4446/stormwind-trellis-and-basin-4446/"
