"decor_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","decor_spell_id","item_id","classification_note","acquisition_source_url"
"4445","Stormwind Gazebo","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 237 50 Stormwind (Exalted) • Vanilla Requirement: Reach Exalted with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247325","248619","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4445/stormwind-gazebo-4445/"
"4446","Stormwind Trellis and Basin","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 142 50 Stormwind (Revered) • Vanilla Requirement: Reach Revered with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247326","248620","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4446/stormwind-trellis-and-basin-4446/"
"4447","Stormwind Arched Trellis","wod_theme","acquisition_cata_confirmed","cata","quest","Sources Quest: Ending the Invasion! (Elwynn Forest, Blackrock Depths, Northshire) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 285 Stormwind • Vanilla Quest ""Ending the Invasion"" Copy Waypoint","","26390","49877","","","","1247327","248621","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4447/stormwind-arched-trellis-4447/"
"4448","Wooden Outhouse","wod_theme","acquisition_wrath_confirmed","wrath","quest","Sources Quest: Doing Your Duty (Grizzly Hills) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Woodsman Drake A 500","","12227","27391","","","","1247328","248622","Displayed acquisition belongs to wrath content, not Warlords of Draenor","https://housing.wowdb.com/decor/4448/wooden-outhouse-4448/"
"4449","Kaldorei Scribe's Shelf","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1247329","248623","No current acquisition source is displayed","https://housing.wowdb.com/decor/4449/kaldorei-scribes-shelf-4449/"
"4487","Jewelcrafter's Tent","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: The Perenolde Tiara (Stormwind City) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 475 Stormwind • Vanilla Quest ""The Perenolde Tiara"" Copy Waypoint","","543","49877","","","","1247391","248662","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4487/jewelcrafters-tent-4487/"
"4488","Wooden Doghouse","wod_theme","acquisition_mop_confirmed","mop","quest","Sources Quest: Lost and Lonely (Valley of the Four Winds) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Gina Mudclaw H (Valley of the Four Winds) 240 The Tillers • Mists of Pandaria Copy Waypoint","","30526","58706","","","","1247392","248663","Displayed acquisition belongs to mop content, not Warlords of Draenor","https://housing.wowdb.com/decor/4488/wooden-doghouse-4488/"
"4489","Alliance Soldier's Bed","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1247393","248664","No current acquisition source is displayed","https://housing.wowdb.com/decor/4489/alliance-soldiers-bed-4489/"
"4490","Stormwind Peddler's Cart","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 237 50 Stormwind (Exalted) • Vanilla Requirement: Reach Exalted with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247394","248665","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4490/stormwind-peddlers-cart-4490/"
"4811","Elwynn Fence","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 47 50 Stormwind (Friendly) • Vanilla Requirement: Reach Friendly with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247780","248794","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4811/elwynn-fence-4811/"
"4812","Elwynn Fencepost","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 71 25 Stormwind (Friendly) • Vanilla Requirement: Reach Friendly with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","","","1247781","248795","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4812/elwynn-fencepost-4812/"
"4813","Goldshire Food Cart","wod_theme","acquisition_cata_confirmed","cata","achievement","Sources Achievement: Full Caravan Requirement: The Full Caravan Achievement must be completed to unlock or purchase this item for your housing collection. Vendor: Fiona A H (Light's Hope Chapel) 3000 Requires Dracthyr Copy Waypoint Vendor: Fiona A (Boralus Harbor) 3000 Battle for Azeroth Copy Waypoint","5442","","45417;142115","","","","1247782","248796","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4813/goldshire-food-cart-4813/"
"4814","City Wanderer's Candleholder","wod_theme","acquisition_cata_confirmed","cata","quest","Sources Quest: ""I TAKE Candle!"" (Westfall) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) Copy Waypoint","","26229","49877","","","","1247783","248797","Displayed acquisition belongs to cata content, not Warlords of Draenor","https://housing.wowdb.com/decor/4814/city-wanderers-candleholder-4814/"
"4815","Northshire Barrel","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: Report to Goldshire (Elwynn Forest, Blackrock Depths, Northshire) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 190 Stormwind • Vanilla Copy Waypoint","","54","49877","","","","1247784","248798","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/4815/northshire-barrel-4815/"
"5115","Hooded Iron Lantern","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: Kobold Candles (Elwynn Forest) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 142 50 Stormwind • Vanilla Copy Waypoint","","60","49877","","","","1248042","248938","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/5115/hooded-iron-lantern-5115/"
"5116","Stormwind Lamppost","wod_theme","acquisition_vanilla_confirmed","vanilla","vendor","Sources Vendor: Captain Lancy Revshon A (Stormwind City) 95 Stormwind (Honored) • Vanilla Requirement: Reach Honored with Stormwind to unlock this item for your housing collection. Copy Waypoint","","","49877","","1792","","1248043","248939","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/5116/stormwind-lamppost-5116/"
"8180","Commander's Kafa Mug","wod_theme","acquisition_mop_confirmed","mop","vendor","Sources Vendor: Brother Dovetail (Razorwind Shores) Friend of the Grummles Copy Waypoint Vendor: Cursed Keepsake","","","249684;262726","","","","1252385","251473","Displayed acquisition belongs to mop content, not Warlords of Draenor","https://housing.wowdb.com/decor/8180/commanders-kafa-mug-8180/"
"8189","Draenic Wooden Wall Shelf","wod_theme","acquisition_legion_confirmed","legion","quest","Sources Quest: Bringer of the Light (Dalaran) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Toraan the Revered H (The Vindicaar) 240 Argussian Reach • Legion Copy Waypoint","","44004","127151","","","","1252399","251480","Displayed acquisition belongs to legion content, not Warlords of Draenor","https://housing.wowdb.com/decor/8189/draenic-wooden-wall-shelf-8189/"
"9424","Goldshire Wardrobe","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: The Escape (Elwynn Forest) Requirement: Complete this quest to unlock this item for your housing collection.","","114","","","","","1256595","253527","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/9424/goldshire-wardrobe-9424/"
"9439","Scarred Orcish Spear","wod_theme","acquisition_midnight_confirmed","midnight","quest","Sources Quest: A Favor to Axe (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl Copy Waypoint","","92319","252873","","3316","","1256610","253542","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/9439/scarred-orcish-spear-9439/"
"9440","Clefthoof Hide Rug","wod_theme","acquisition_midnight_confirmed","midnight","quest","Sources Quest: A Generational Moment (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl Copy Waypoint","","92327","252873","","3316","","1256611","253543","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/9440/clefthoof-hide-rug-9440/"
"9441","Weathered History of the Warchiefs","wod_theme","acquisition_midnight_confirmed","midnight","quest","Sources Quest: Hellscream's Heritage (Arcantina) Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Morta Gage A (Arcantina) 150 Voidlight Marl Copy Waypoint","","92325","252873","","3316","","1256612","253544","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/9441/weathered-history-of-the-warchiefs-9441/"
"11274","Stormwind Forge","wod_theme","acquisition_vanilla_confirmed","vanilla","quest","Sources Quest: A Binding Contract Requirement: Complete this quest to unlock this item for your housing collection. Vendor: Captain Lancy Revshon A (Stormwind City) 950 Stormwind • Vanilla Quest ""A Binding Contract"" Copy Waypoint","","7604","49877","","","","1260651","256673","Displayed acquisition belongs to vanilla content, not Warlords of Draenor","https://housing.wowdb.com/decor/11274/stormwind-forge-11274/"
"14353","[DNT] [AUTOGEN] 12PH_Leg_6HU_BLACKSMITH_FORGE03.m2 - DUPLICATE do not use","wod_theme","internal_dnt","","drop","","","","","","","","1266443","260517","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/14353/dnt-autogen-12ph_leg_6hu_blacksmith_forge03m2-duplicate-do-not-use-14353/"
"18826","[DNT] [AUTOGEN] 12PH_Leg_6HU_Barracks_WoodBenchSmall.M2","wod_theme","internal_dnt","","drop","","","","","","","","1279816","267255","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/18826/dnt-autogen-12ph_leg_6hu_barracks_woodbenchsmallm2-18826/"
"21889","[DNT] [AUTOGEN] 6OR_Garrison_Torch01.m2","wod_theme","internal_dnt","","drop","","","","","","","","1290426","272152","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/21889/dnt-autogen-6or_garrison_torch01m2-21889/"
"22006","Small Lumber Pile","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Disguised Decor Duel Vendor (Silvermoon City) 50 Voidlight Marl Copy Waypoint","","","264056","","3316","","1291114","272441","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/22006/small-lumber-pile-22006/"
"22007","Empty Wooden Toolbox","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Disguised Decor Duel Vendor (Silvermoon City) 50 Voidlight Marl Copy Waypoint","","","264056","","3316","","1291115","272442","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/22007/empty-wooden-toolbox-22007/"
"23548","Bakar's Favorite Ball","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Roshai Lightstep (Razorwind Shores) Every Bakar Has Its Day Copy Waypoint","","","265551","","","","1300270","276654","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/23548/bakars-favorite-ball-23548/"
"23549","Pet Food and Water Tray","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Roshai Lightstep (Razorwind Shores) Every Bakar Has Its Day Copy Waypoint","","","265551","","","","1300293","276677","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/23549/pet-food-and-water-tray-23549/"
"24888","Tune-O-Tron 6000","wod_theme","catalog_hidden_unobtainable","","drop","","","","","","","","1296531","275343","No current acquisition source is displayed","https://housing.wowdb.com/decor/24888/tune-o-tron-6000-24888/"
"25101","Westfall Pet Cage","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Agratha (Razorwind Shores) 50 Copy Waypoint Vendor: Perry Winkles (Founder's Point) 50 Copy Waypoint","","","267794;267795","","","","1301698","277142","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/25101/westfall-pet-cage-25101/"
"25102","Crossroads Pet Cage","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Agratha (Razorwind Shores) 50 Copy Waypoint Vendor: Perry Winkles (Founder's Point) 50 Copy Waypoint","","","267794;267795","","","","1301700","277144","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/25102/crossroads-pet-cage-25102/"
"25103","Crude Pet Cage","wod_theme","acquisition_midnight_confirmed","midnight","vendor","Sources Vendor: Agratha (Razorwind Shores) 50 Copy Waypoint Vendor: Perry Winkles (Founder's Point) 50 Copy Waypoint","","","267794;267795","","","","1301704","277149","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/25103/crude-pet-cage-25103/"
"26363","Mounted Moby","wod_theme","acquisition_midnight_confirmed","midnight","crafted","Sources Crafting: Leatherworking (Midnight Patterns) Reagents Required: 1× Ula'tek Snakehead 8× Thalassian Lumber 6× Scalewoven Hide Profession: Midnight Leatherworking","","","","1296511","","274589;256963;244631","1306589","279348","Displayed acquisition belongs to midnight content, not Warlords of Draenor","https://housing.wowdb.com/decor/26363/mounted-moby-26363/"
