"decor_id","catalog_name","card_source_text","text_signal","draenor_profession_signal","wod_quest_ids","wod_npc_ids","wod_currency_ids","status","acquisition_expansion","classification_note","acquisition_source_url"
"1411","Wooden Shipping Crate","1 Wooden Shipping Crate Furnishings › Storage Crafting: Inscription Profession: Draenor Inscription (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1411/wooden-shipping-crate-1411/"
"1412","Youngling's Courser Toys","1 Youngling's Courser Toys Accents › Misc Accents Pool of Visions (Frostfire Ridge) Sergeant Grimjaw (Frostwall) 40 & 100 Garrison Resources","True","False","","79774","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1412/younglings-courser-toys-1412/"
"1413","Orcish Lumberjack's Stool","1 Orcish Lumberjack's Stool Furnishings › Seating Krixel Pinchwhistle (Lunarfall) 100 Garrison Resources","True","False","","","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1413/orcish-lumberjacks-stool-1413/"
"1414","Frostwolf Banded Stool","1 Frostwolf Banded Stool Furnishings › Seating Krixel Pinchwhistle (Lunarfall) 100 Garrison Resources","True","False","","","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1414/frostwolf-banded-stool-1414/"
"1415","Orcish Sleeping Cot","3 Orcish Sleeping Cot Furnishings › Beds Crafting: Leatherworking Profession: Draenor Leatherworking (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1415/orcish-sleeping-cot-1415/"
"1416","Peon's Work Bucket","1 Peon's Work Bucket Accents › Ornamental Supplymaster Eri (Frostwall) 150 Garrison Resources","True","False","","76872","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1416/peons-work-bucket-1416/"
"1443","Orcish Scribe's Drafting Table","3 Orcish Scribe's Drafting Table Furnishings › Tables and Desks Bigger is Better (Frostfire Ridge, Frostwall) Sergeant Grimjaw (Frostwall) 160 & 300 Garrison Resources","True","False","36592","79774","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1443/orcish-scribes-drafting-table-1443/"
"1725","Frostwall Elevated Brazier","3 Frostwall Elevated Brazier Lighting › Large Lights Crafting: Inscription Profession: Draenor Inscription (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1725/frostwall-elevated-brazier-1725/"
"1791","Frostwall Forge","5 Frostwall Forge Structural › Large Structures Crafting: Blacksmithing Profession: Draenor Blacksmithing (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1791/frostwall-forge-1791/"
"1792","Ancestral Signal Brazier","3 Ancestral Signal Brazier Lighting › Large Lights Crafting: Enchanting Profession: Draenor Enchanting (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/1792/ancestral-signal-brazier-1792/"
"3835","Gate of the Apexis","5 Gate of the Apexis Miscellaneous › Miscellaneous - All","True","False","","","","catalog_hidden_unobtainable","","No current acquisition source is displayed","https://housing.wowdb.com/decor/3835/gate-of-the-apexis-3835/"
"4403","Stormwind Wooden Bench","1 Stormwind Wooden Bench Furnishings › Seating Clearing the Garden (Lunarfall) Sergeant Crowler (Lunarfall) 160 & 300 Garrison Resources +1 more source","True","False","36404","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4403/stormwind-wooden-bench-4403/"
"4404","Stormwind Wooden Stool","1 Stormwind Wooden Stool Furnishings › Seating Anglin' In Our Garrison (Shadowmoon Valley) Sergeant Crowler (Lunarfall) 40 & 100 Garrison Resources +1 more source","True","False","36202","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4404/stormwind-wooden-stool-4404/"
"4485","Stormwind Workbench","3 Stormwind Workbench Furnishings › Tables and Desks Things Are Not Goren Our Way (Lunarfall) Sergeant Crowler (Lunarfall) 160 & 300 Garrison Resources +1 more source","True","False","34192","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4485/stormwind-workbench-4485/"
"4486","Northshire Scribe's Desk","3 Northshire Scribe's Desk Furnishings › Tables and Desks Bigger is Better (Shadowmoon Valley, Lunarfall) Sergeant Crowler (Lunarfall) 160 & 300 Garrison Resources +1 more source","True","False","36592","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4486/northshire-scribes-desk-4486/"
"4816","Wooden Storage Crate","1 Wooden Storage Crate Furnishings › Storage Establish Your Garrison (Shadowmoon Valley, Lunarfall) Sergeant Crowler (Lunarfall) 40 & 100 Garrison Resources +1 more source","True","False","34586","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4816/wooden-storage-crate-4816/"
"4818","Architect's Drafting Table","3 Architect's Drafting Table Furnishings › Tables and Desks My Very Own Castle (Shadowmoon Valley, Lunarfall) Sergeant Crowler (Lunarfall) 1500 Garrison Resources","True","False","36615","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4818/architects-drafting-table-4818/"
"4844","Rough Wooden Chair","1 Rough Wooden Chair Furnishings › Seating Keeping it Together (Shadowmoon Valley, Lunarfall) Sergeant Crowler (Lunarfall) 40 & 100 Garrison Resources +1 more source","True","False","35176","78564","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/4844/rough-wooden-chair-4844/"
"8176","Shadowmoon Open-Air Shed","5 Shadowmoon Open-Air Shed Structural › Large Structures Drop: Shadowmoon Valley (Draenor) Missives Missive: Assault on Socrethar's Rise","True","False","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8176/shadowmoon-open-air-shed-8176/"
"8177","Draenic Fencepost","1 Draenic Fencepost Structural › Misc Structural The Traitor's True Name (Shadowmoon Valley) Trader Caerel (Stormshield) 100 & 300 Apexis Crystal","True","False","34792","85950","823","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8177/draenic-fencepost-8177/"
"8178","Draenic Ottoman","1 Draenic Ottoman Accents › Ornamental Encounter: Teron'gor","True","False","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8178/draenic-ottoman-8178/"
"8185","Embroidered Embaari Tent","5 Embroidered Embaari Tent Structural › Large Structures Vindicator Nuurem (Stormshield) 1000 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8185/embroidered-embaari-tent-8185/"
"8186","Draenic Wooden Table","5 Draenic Wooden Table Furnishings › Tables and Desks The Trial of Champions (Shadowmoon Valley) Trader Caerel (Stormshield) 500 & 1000 Garrison Resources","True","False","36169","85950","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8186/draenic-wooden-table-8186/"
"8187","Square Draenic Table","1 Square Draenic Table Furnishings › Tables and Desks Forging Ahead (Shadowmoon Valley) Trader Caerel (Stormshield)","True","False","35196","85950","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8187/square-draenic-table-8187/"
"8188","Shadowmoon Greenhouse","5 Shadowmoon Greenhouse Structural › Large Structures Vindicator Nuurem (Stormshield) 1500 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8188/shadowmoon-greenhouse-8188/"
"8190","Elodor Armory Rack","5 Elodor Armory Rack Accents › Ornamental Vindicator Nuurem (Stormshield) 500 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8190/elodor-armory-rack-8190/"
"8191","Draenei Stargazer's Telescope","3 Draenei Stargazer's Telescope Accents › Misc Accents Crafting: Engineering Profession: Draenor Engineering (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8191/draenei-stargazers-telescope-8191/"
"8192","Draenethyst Lantern","1 Draenethyst Lantern Lighting › Small Lights Vindicator Nuurem (Stormshield) 250 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8192/draenethyst-lantern-8192/"
"8193","""Dawning Hope"" Mosaic","5 ""Dawning Hope"" Mosaic Accents › Wall Hangings Vindicator Nuurem (Stormshield) 1000 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8193/dawning-hope-mosaic-8193/"
"8194","Small Karabor Fountain","5 Small Karabor Fountain Structural › Large Structures Vindicator Nuurem (Stormshield) 500 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8194/small-karabor-fountain-8194/"
"8196","Draenic Basin","5 Draenic Basin Accents › Wall Hangings Crafting: Jewelcrafting Profession: Draenor Jewelcrafting (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8196/draenic-basin-8196/"
"8235","Telredor Recliner","1 Telredor Recliner Furnishings › Seating Maaria (Lunarfall) 500 & 1000 Apexis Crystal","True","False","","85427","823","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8235/telredor-recliner-8235/"
"8237","Argussian Circular Rug","5 Argussian Circular Rug Accents › Floor Crafting: Tailoring Profession: Draenor Tailoring (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8237/argussian-circular-rug-8237/"
"8238","Draenei Farmer's Trellis","5 Draenei Farmer's Trellis Structural › Large Structures Assault on the Heart of Shattrath","False","False","36685","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8238/draenei-farmers-trellis-8238/"
"8239","Draenic Fence","1 Draenic Fence Structural › Misc Structural The Traitor's True Name (Shadowmoon Valley) Trader Caerel (Stormshield) 300 & 500 Apexis Crystal","True","False","34792","85950","823","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8239/draenic-fence-8239/"
"8240","Emblem of the Naaru's Blessing","5 Emblem of the Naaru's Blessing Accents › Wall Hangings The Prophet's Final Message Trader Caerel (Stormshield) 2000 Garrison Resources","True","False","37322","85950","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8240/emblem-of-the-naarus-blessing-8240/"
"8241","Draenethyst Sconce","1 Draenethyst Sconce Lighting › Wall Lights Crafting: Jewelcrafting Profession: Draenor Jewelcrafting (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8241/draenethyst-sconce-8241/"
"8242","Grand Draenethyst Lamp","5 Grand Draenethyst Lamp Lighting › Large Lights Vindicator Nuurem (Stormshield) 1500 Garrison Resources","True","False","","85932","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8242/grand-draenethyst-lamp-8242/"
"8772","Draenic Forge","3 Draenic Forge Accents › Misc Accents The Battle for Shattrath (Talador) Trader Caerel (Stormshield) 500 & 1000 Apexis Crystal","True","False","34099","85950","823","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8772/draenic-forge-8772/"
"8785","Draenethyst Lamppost","5 Draenethyst Lamppost Lighting › Large Lights Socrethar's Demise (Talador) Trader Caerel (Stormshield) 500 & 1000 Garrison Resources","True","False","35685","85950","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8785/draenethyst-lamppost-8785/"
"8786","Large Karabor Fountain","5 Large Karabor Fountain Structural › Large Structures The Defense of Karabor (Shadowmoon Valley) Trader Caerel (Stormshield) 800 & 2000 Apexis Crystal","True","False","33256","85950","823","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8786/large-karabor-fountain-8786/"
"8787","Draenethyst String Lights","5 Draenethyst String Lights Lighting › Ceiling Lights Crafting: Enchanting Profession: Draenor Enchanting (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/8787/draenethyst-string-lights-8787/"
"11379","Orcish Felblood Cauldron","1 Orcish Felblood Cauldron Accents › Misc Accents Crafting: Alchemy Profession: Draenor Alchemy (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11379/orcish-felblood-cauldron-11379/"
"11451","Naaru Crystal Icon","1 Naaru Crystal Icon Lighting › Misc Lighting Artificer Kallaes (Shadowmoon Valley (Draenor)) 200 & 300 Garrison Resources","True","False","","81133","824","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11451/naaru-crystal-icon-11451/"
"11946","Beloved Elekk Plushie","1 Beloved Elekk Plushie Accents › Ornamental Crafting: Tailoring Profession: Draenor Tailoring (80)","True","True","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/11946/beloved-elekk-plushie-11946/"
"12200","Glorious Pendant of Rukhmar","1 Glorious Pendant of Rukhmar Accents › Ornamental Secrets of Skettis Ruuan the Seer (Spires of Arak)","True","False","","87775","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12200/glorious-pendant-of-rukhmar-12200/"
"12201","Writings of Reshad the Outcast","1 Writings of Reshad the Outcast Accents › Ornamental A Gathering of Shadows (Spires of Arak) Ruuan the Seer (Spires of Arak)","True","False","35671","87775","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12201/writings-of-reshad-the-outcast-12201/"
"12202","Scroll of the Adherent","1 Scroll of the Adherent Accents › Ornamental Kura's Vengeance (Talador) Duskcaller Erthix (Talador)","True","False","33582","256946","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12202/scroll-of-the-adherent-12202/"
"12203","Arakkoan Alchemy Tools","3 Arakkoan Alchemy Tools Accents › Ornamental Ravenspeaker Skeega (Warspear) 8 Shadow-Sage Brakoss (Stormshield) 8","True","False","","86037;85946","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12203/arakkoan-alchemy-tools-12203/"
"12204","Skyreach Circular Table","5 Skyreach Circular Table Furnishings › Tables and Desks Encounter: High Sage Viryx (Skyreach)","True","False","","","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12204/skyreach-circular-table-12204/"
"12205","High Arakkoan Library Shelf","3 High Arakkoan Library Shelf Furnishings › Storage When All Is Aligned (Spires of Arak) Ruuan the Seer (Spires of Arak)","True","False","35704","87775","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12205/high-arakkoan-library-shelf-12205/"
"12206","High Arakkoan Alchemist's Shelf","3 High Arakkoan Alchemist's Shelf Furnishings › Storage Ravenspeaker Skeega (Warspear) 8 Shadow-Sage Brakoss (Stormshield) 8","True","False","","86037;85946","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12206/high-arakkoan-alchemists-shelf-12206/"
"12207","High Arakkoan Shelf","3 High Arakkoan Shelf Furnishings › Storage Ravenspeaker Skeega (Warspear) 8 Shadow-Sage Brakoss (Stormshield) 8","True","False","","86037;85946","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12207/high-arakkoan-shelf-12207/"
"12208","""Rising Glory of Rukhmar"" Statue","5 ""Rising Glory of Rukhmar"" Statue Accents › Misc Accents Hot Seat (Spires of Arak) Ruuan the Seer (Spires of Arak)","True","False","35273","87775","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12208/rising-glory-of-rukhmar-statue-12208/"
"12209","Uncorrupted Eye of Terokk","1 Uncorrupted Eye of Terokk Accents › Ornamental The Avatar of Terokk (Spires of Arak) Ruuan the Seer (Spires of Arak)","True","False","35896","87775","","acquisition_wod_confirmed","wod","Displayed acquisition uses Warlords of Draenor content","https://housing.wowdb.com/decor/12209/uncorrupted-eye-of-terokk-12209/"
"21889","[DNT] [AUTOGEN] 6OR_Garrison_Torch01.m2","[DNT] [AUTOGEN] 6OR_Garrison_Torch01.m2 Lighting › Small Lights","True","False","","","","internal_dnt","","Internal or autogenerated DNT catalog row","https://housing.wowdb.com/decor/21889/dnt-autogen-6or_garrison_torch01m2-21889/"
