"status","candidate_basis","acquisition_expansion","catalog_theme_expansion","decor_id","item_id","decor_name","source_text","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","756","245501","Venthyr Tome of Unforgiven Sins","Vendor: Chachi the Artiste (Sinfall), 1500 Reservoir Anima","Acquisition vendor and currency are Shadowlands content","https://housing.wowdb.com/decor/?page=2&tags=shadowlands","Venthyr Tome of Unforgiven Sins","-3","3","1","1","1"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","11923","258244","Broker's Hex Table","Crafting: Inscription; Profession: Shadowlands Inscription (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Broker's Hex Table","8","3","1","1","1"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","11924","258245","Ardenweald Hanging Baskets","Crafting: Inscription; Profession: Shadowlands Inscription (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Ardenweald Hanging Baskets","8","3","3","1","3"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","11925","258247","Large Revendreth Storage Crate","Crafting: Inscription; Profession: Shadowlands Inscription (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Large Revendreth Storage Crate","8","3","1","1","3"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","11926","258248","Margrave's Stitched Leather Rug","Crafting: Leatherworking; Profession: Shadowlands Leatherworking (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Margrave's Stitched Leather Rug","8","3","4","1","3"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","11927","258250","Cartel Ta Bookcase","Crafting: Inscription; Profession: Shadowlands Inscription (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Cartel Ta Bookcase","8","3","1","1","1"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","11928","258252","Cartel Xy Capture Crate","Crafting: Engineering; Profession: Shadowlands Engineering (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Cartel Xy Capture Crate","8","3","1","1","5"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","12165","258561","Kyrian Aspirant's Rolled Cushion","Crafting: Tailoring; Profession: Shadowlands Tailoring (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Kyrian Aspirant's Rolled Cushion","8","3","1","1","1"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","14380","260699","Maldraxxian Runic Tablet","Crafting: Jewelcrafting; Profession: Shadowlands Jewelcrafting (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Maldraxxian Runic Tablet","8","3","1","1","5"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","14676","262663","Kyrian Floating Lamp","Crafting: Jewelcrafting; Profession: Shadowlands Jewelcrafting (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Kyrian Floating Lamp","8","3","1","1","3"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","16014","264678","Aspirant's Ringed Banner","Crafting: Tailoring; Profession: Shadowlands Tailoring (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Aspirant's Ringed Banner","8","3","2","1","3"
"acquisition_shadowlands_confirmed","live_catalog_acquisition_audit","shadowlands","shadowlands","16090","264713","Heart of the Forest Banner","Crafting: Tailoring; Profession: Shadowlands Tailoring (80)","Acquisition is a Shadowlands profession craft","https://housing.wowdb.com/decor/?tags=shadowlands","Heart of the Forest Banner","8","3","1","1","3"
