decor_id,catalog_name,catalog_scope,status,acquisition_expansion,source_text,achievement_ids,quest_ids,npc_ids,spell_ids,currency_ids,item_ids,classification_note,acquisition_source_url
"937","Large Forsaken War Tent","bfa_theme","acquisition_bfa_confirmed","bfa","Frontline Warrior Provisioner Mukra (Zuldazar) 300 War Resources","13284","","148924","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/937/large-forsaken-war-tent-937/"
"938","Small Forsaken War Tent","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Mukra (Zuldazar) 200 War Resources","","","148924","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/938/small-forsaken-war-tent-938/"
"939","Blightfire Lantern","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Mukra (Zuldazar) 150 War Resources","","","148924","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/939/blightfire-lantern-939/"
"940","Blightfire Hanging Lantern","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Mukra (Zuldazar) 150 War Resources","","","148924","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/940/blightfire-hanging-lantern-940/"
"941","Lordaeron Sconce","bfa_theme","acquisition_bfa_confirmed","bfa","Arcanist Peroleth (Port of Zandalar, Dazar'alor) 200 War Resources","","","251921","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/941/lordaeron-sconce-941/"
"942","Blightfire Sconce","bfa_theme","acquisition_bfa_confirmed","bfa","Arcanist Peroleth (Port of Zandalar, Dazar'alor) 300 War Resources","","","251921","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/942/blightfire-sconce-942/"
"943","Undercity Spiked Chest","bfa_theme","acquisition_bfa_confirmed","bfa","Captain Zen'taga (Port of Zandalar, Dazar'alor) 250 Seafarer's Dubloon","","","148923","","1710","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/943/undercity-spiked-chest-943/"
"944","Lordaeron Rectangular Rug","bfa_theme","acquisition_bfa_confirmed","bfa","Ready for War Arcanist Peroleth (Port of Zandalar, Dazar'alor) 200 War Resources","12509","","251921","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/944/lordaeron-rectangular-rug-944/"
"945","Lordaeron Torch","bfa_theme","acquisition_bfa_confirmed","bfa","Arcanist Peroleth (Port of Zandalar, Dazar'alor) 200 War Resources","","","251921","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/945/lordaeron-torch-945/"
"946","Blightfire Torch","bfa_theme","acquisition_bfa_confirmed","bfa","Arcanist Peroleth (Port of Zandalar, Dazar'alor) 300 War Resources","","","251921","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/946/blightfire-torch-946/"
"948","Forsaken Spiked Brazier","bfa_theme","acquisition_bfa_confirmed","bfa","Darkshore Rares","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/948/forsaken-spiked-brazier-948/"
"949","Large Forsaken Spiked Brazier","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Mukra (Zuldazar) 200 War Resources","","","148924","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/949/large-forsaken-spiked-brazier-949/"
"1118","Dark Iron Expedition Tent","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Dark Iron Dwarves (Stormwind City, Blackrock Depths) Dedric Sleetshaper (Dun Morogh) 1200","","53566","253235","","","","Battle for Azeroth Dark Iron Dwarf allied-race quest 53566 is the acquisition requirement despite the Warlords of Draenor theme tag","https://housing.wowdb.com/decor/1118/dark-iron-expedition-tent-1118/"
"1161","Small Mask of Bwonsamdi, Loa of Graves","bfa_theme","acquisition_bfa_confirmed","bfa","Jewelcrafting Battle for Azeroth Jewelcrafting (140)","","","","1260501","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1161/small-mask-of-bwonsamdi-loa-of-graves-1161/"
"1168","Red Dazar'alor Rug","bfa_theme","acquisition_bfa_confirmed","bfa","Tailoring Battle for Azeroth Tailoring (140)","","","","1260458","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1168/red-dazaralor-rug-1168/"
"1170","Zandalari Rickshaw","bfa_theme","acquisition_bfa_confirmed","bfa","The Aid of the Loa (Nazmir) Provisioner Lija (Nazmir) 500 War Resources","","47188","135459","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1170/zandalari-rickshaw-1170/"
"1175","Bookcase of Gonk","bfa_theme","acquisition_bfa_confirmed","bfa","Raptari Rider T'lama (Zuldazar) 500 War Resources","13038","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1175/bookcase-of-gonk-1175/"
"1178","Dazar'alor Market Tent","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Lija (Nazmir) 400 War Resources","","","135459","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1178/dazaralor-market-tent-1178/"
"1179","Bwonsamdi's Golden Gong","bfa_theme","acquisition_bfa_confirmed","bfa","Halting the Empire's Fall (Nazmir) T'lama (Zuldazar) 600 War Resources","","50808","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1179/bwonsamdis-golden-gong-1179/"
"1180","Blue Dazar'alor Rug","bfa_theme","acquisition_bfa_confirmed","bfa","T'lama (Zuldazar) 150 War Resources","","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1180/blue-dazaralor-rug-1180/"
"1183","Grand Mask of Bwonsamdi, Loa of Graves","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Zandalar Forever! T'lama (Zuldazar) 1200 War Resources","12479","","252326","","1560","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/1183/grand-mask-of-bwonsamdi-loa-of-graves-1183/"
"1185","Idol of Pa'ku, Master of Winds","bfa_theme","acquisition_bfa_confirmed","bfa","Paku'ai T'lama (Zuldazar) 200 War Resources","13039","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1185/idol-of-paku-master-of-winds-1185/"
"1188","Golden Loa's Altar","bfa_theme","acquisition_bfa_confirmed","bfa","Loa Expectations T'lama (Zuldazar) 500 War Resources","12614","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1188/golden-loas-altar-1188/"
"1189","Stone Zandalari Lamp","bfa_theme","acquisition_bfa_confirmed","bfa","T'lama (Zuldazar) 100 War Resources","","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1189/stone-zandalari-lamp-1189/"
"1191","Dazar'alor Forge","bfa_theme","acquisition_bfa_confirmed","bfa","Professional Zandalari Master T'lama (Zuldazar) 600 War Resources","12733","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1191/dazaralor-forge-1191/"
"1192","Zuldazar Stool","bfa_theme","acquisition_bfa_confirmed","bfa","We'll Meet Again (Nazmir) T'lama (Zuldazar) 150 War Resources","","47250","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1192/zuldazar-stool-1192/"
"1193","Tired Troll's Bench","bfa_theme","acquisition_bfa_confirmed","bfa","The Bargain is Struck (Zuldazar) T'lama (Zuldazar) 150 War Resources","","47432","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1193/tired-trolls-bench-1193/"
"1196","Idol of Rezan, Loa of Kings","bfa_theme","acquisition_bfa_confirmed","bfa","To Sacrifice a Loa T'lama (Zuldazar) 200 War Resources","","47741","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1196/idol-of-rezan-loa-of-kings-1196/"
"1197","Zandalari Weapon Rack","bfa_theme","acquisition_bfa_confirmed","bfa","T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1197/zandalari-weapon-rack-1197/"
"1199","Zandalari Sconce","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Lija (Nazmir) 150 War Resources","","","135459","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1199/zandalari-sconce-1199/"
"1200","Zandalari Skullfire Lamp","bfa_theme","acquisition_bfa_confirmed","bfa","Jewelcrafting Battle for Azeroth Jewelcrafting (140)","","","","1260492","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1200/zandalari-skullfire-lamp-1200/"
"1205","Golden Zandalari Bed","bfa_theme","acquisition_bfa_confirmed","bfa","Of Dark Deeds and Dark Days (Zuldazar) T'lama (Zuldazar) 1000 War Resources","","50963","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1205/golden-zandalari-bed-1205/"
"1217","Gilded Zandalari Table","bfa_theme","acquisition_bfa_confirmed","bfa","Inscription Battle for Azeroth Inscription (140)","","","","1260577","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1217/gilded-zandalari-table-1217/"
"1218","Red Dazar'alor Tent","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Lija (Nazmir) 400 War Resources","","","135459","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1218/red-dazaralor-tent-1218/"
"1241","Zandalari Ritual Drum","bfa_theme","acquisition_bfa_confirmed","bfa","Leatherworking Battle for Azeroth Leatherworking (140)","","","","1260485","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1241/zandalari-ritual-drum-1241/"
"1310","Akunda the Tapestry","bfa_theme","acquisition_bfa_confirmed","bfa","Clearing the Fog (Vol'dun) T'lama (Zuldazar) 400 War Resources","","47874","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1310/akunda-the-tapestry-1310/"
"1311","Zanchuli Tapestry","bfa_theme","acquisition_bfa_confirmed","bfa","Tailoring Battle for Azeroth Tailoring (140)","","","","1260475","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1311/zanchuli-tapestry-1311/"
"1312","Zuldazar Fencepost","bfa_theme","acquisition_bfa_confirmed","bfa","Inscription Battle for Azeroth Inscription (140)","","","","1260508","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1312/zuldazar-fencepost-1312/"
"1313","Zuldazar Fence","bfa_theme","acquisition_bfa_confirmed","bfa","Inscription Battle for Azeroth Inscription (140)","","","","1260564","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1313/zuldazar-fence-1313/"
"1417","Zuldazar Cook's Griddle","bfa_theme","acquisition_bfa_confirmed","bfa","The Zandalari Menu T'lama (Zuldazar) 400 War Resources","12746","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1417/zuldazar-cooks-griddle-1417/"
"1418","Zandalari Wall Shelf","bfa_theme","acquisition_bfa_confirmed","bfa","Dune Rider T'lama (Zuldazar) 150 War Resources","13018","","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1418/zandalari-wall-shelf-1418/"
"1697","Zocalo Drinks","bfa_theme","acquisition_bfa_confirmed","bfa","The Source of the Problem T'lama (Zuldazar) 150 War Resources","","48554","252326","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1697/zocalo-drinks-1697/"
"1704","Old Salt's Fireplace","bfa_theme","acquisition_bfa_confirmed","bfa","Come Sail Away Pearl Barlow (Tiragarde Sound) 800 War Resources","12582","","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1704/old-salts-fireplace-1704/"
"1836","Elven Temple Brazier","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Darkshore Rares","","","","","","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/1836/elven-temple-brazier-1836/"
"1880","Tidesage's Fireplace","bfa_theme","acquisition_bfa_confirmed","bfa","Shrine of the Storm Vol'zith the Whisperer (Shrine of the Storm)","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1880/tidesages-fireplace-1880/"
"1900","Sagehold Window","bfa_theme","acquisition_bfa_confirmed","bfa","The Abyssal Council Caspian (Stormsong Valley) 350 War Resources","","50783","252313","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/1900/sagehold-window-1900/"
"2000","Filigree Moon Sconce","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Darkshore Rares","","","","","","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/2000/filigree-moon-sconce-2000/"
"2091","Boralus String Lights","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Fray (Boralus) 75 War Resources","","","135808","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2091/boralus-string-lights-2091/"
"2238","Stolen Ironforge Seat","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Freehold Harlan Sweete (Freehold)","","","","","","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/2238/stolen-ironforge-seat-2238/"
"2322","Gnomish T.O.O.L.B.O.X.","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","M.C., Hammered Stolen Royal Vendorbot (Mechagon) 5 Community Coupons","13723","","150716","","3363","","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/2322/gnomish-toolbox-2322/"
"2323","Automated Gnomeregan Guardian","full_catalog_acquisition_match","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 800 & 5 Chain Ignitercoil & 5 Galvanic Oscillator","","","150716","","","168327;168832","Acquisition source or required content is Battle for Azeroth despite another expansion theme tag","https://housing.wowdb.com/decor/2323/automated-gnomeregan-guardian-2323/"
"2324","Retired Industrial Gnomegrabber","bfa_theme","acquisition_bfa_confirmed","bfa","Self-Assembling Homeware Kit (Mechagon)","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2324/retired-industrial-gnomegrabber-2324/"
"2325","Mechanical Gnomish Lamppost","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Tinkering","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2325/mechanical-gnomish-lamppost-2325/"
"2326","Redundant Reclamation Rig","bfa_theme","acquisition_bfa_confirmed","bfa","Diversified Investments Stolen Royal Vendorbot (Mechagon) 400 & 1 Chain Ignitercoil & 2 Energy Cell","13473","","150716","","","168327;170500","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2326/redundant-reclamation-rig-2326/"
"2327","Mechagon Hanging Floodlight","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 1 Energy Cell","","","150716","","","170500","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2327/mechagon-hanging-floodlight-2327/"
"2328","Mechagnome Sustenance Distributor","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Tinkering","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2328/mechagnome-sustenance-distributor-2328/"
"2329","Gnomish Tesla Mega-Coil","bfa_theme","acquisition_bfa_confirmed","bfa","Engineering Battle for Azeroth Engineering (140)","","","","1260352","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2329/gnomish-tesla-mega-coil-2329/"
"2330","Gnomish Tesla Coil","bfa_theme","acquisition_bfa_confirmed","bfa","Spare A Chair (quest 92580) requires purchasing Bolt Chair in Rustbolt, Mechagon for 10 Spare Parts; later sold by Second Chair Pawdo","","92580","252312;150716","","","166846","The quest reward is unlocked by a required BFA Mechagon purchase; the later Pawdo vendor does not change ownership","https://housing.wowdb.com/decor/2330/gnomish-tesla-coil-2330/"
"2337","Small Emergency Warning Lamp","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 1 Energy Cell","","","150716","","","170500","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2337/small-emergency-warning-lamp-2337/"
"2338","Emergency Warning Lamp","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 80 & 1 Energy Cell","","","150716","","","170500","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2338/emergency-warning-lamp-2338/"
"2339","Mechagon Eyelight Lamp","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 120 & 2 Energy Cell","","","150716","","","170500","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2339/mechagon-eyelight-lamp-2339/"
"2340","Mechagon Miniature Artificial Sun","bfa_theme","acquisition_bfa_confirmed","bfa","Engineering Battle for Azeroth Engineering (140)","","","","1260425","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2340/mechagon-miniature-artificial-sun-2340/"
"2341","Gnomish Safety Flamethrower","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 160 & 2 Galvanic Oscillator","","","150716","","","168832","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2341/gnomish-safety-flamethrower-2341/"
"2343","Large H.O.M.E. Cog","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 80 & 2 S.P.A.R.E. Crate","","","150716","","","169610","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2343/large-home-cog-2343/"
"2427","Gnomish Fencepost","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Tinkering","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2427/gnomish-fencepost-2427/"
"2428","Gnomish Fence","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Tinkering","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2428/gnomish-fence-2428/"
"2429","Perpetual Motion Crate","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Tinkering","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2429/perpetual-motion-crate-2429/"
"2430","Screw-Sealed Stembarrel","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Apprentice Stolen Royal Vendorbot (Mechagon) 1 S.P.A.R.E. Crate","13477","","150716","","","169610","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2430/screw-sealed-stembarrel-2430/"
"2431","Self-Sealing Stembarrel","bfa_theme","acquisition_bfa_confirmed","bfa","Self-Assembling Homeware Kit (Mechagon)","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2431/self-sealing-stembarrel-2431/"
"2432","Small Mechanical Crate","bfa_theme","acquisition_bfa_confirmed","bfa","Self-Assembling Homeware Kit (Mechagon)","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2432/small-mechanical-crate-2432/"
"2433","Bolt Chair","bfa_theme","acquisition_bfa_confirmed","bfa","Second Chair Pawdo (Dornogal) Stolen Royal Vendorbot (Mechagon) 10 Spare Parts","","","252312;150716","","","166846","Includes a BFA Mechagon Spare Parts acquisition path; later Dornogal path does not change earliest ownership","https://housing.wowdb.com/decor/2433/bolt-chair-2433/"
"2434","Small H.O.M.E. Cog","bfa_theme","acquisition_bfa_confirmed","bfa","Self-Assembling Homeware Kit (Mechagon)","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2434/small-home-cog-2434/"
"2435","Gnomish Cog Stack","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Scavenger Stolen Royal Vendorbot (Mechagon) 50 Spare Parts","13475","","150716","","","166846","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2435/gnomish-cog-stack-2435/"
"2436","Deactivated Atomic Recalibrator","bfa_theme","acquisition_bfa_confirmed","bfa","Engineering Battle for Azeroth Engineering (140)","","","","1260349","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2436/deactivated-atomic-recalibrator-2436/"
"2437","Mecha-Storage Mecha-Chest","bfa_theme","acquisition_bfa_confirmed","bfa","Stolen Royal Vendorbot (Mechagon) 120 & 2 Chain Ignitercoil","","","150716","","","168327","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2437/mecha-storage-mecha-chest-2437/"
"2438","Mechagon Armory Rack","bfa_theme","acquisition_bfa_confirmed","bfa","Junkyard Tinkering","","","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2438/mechagon-armory-rack-2438/"
"2466","Gnomish Sprocket Table","bfa_theme","acquisition_bfa_confirmed","bfa","The Start of Something Bigger (Tiragarde Sound) To Mechagon! (Zuldazar) +1","","55651","","","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2466/gnomish-sprocket-table-2466/"
"2467","Double-Sprocket Table","bfa_theme","acquisition_bfa_confirmed","bfa","Welcome to the Resistance (Mechagon) Stolen Royal Vendorbot (Mechagon) 3 S.P.A.R.E. Crate","","55736","150716","","","169610","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/2467/double-sprocket-table-2467/"
"3837","MOTHER's Titanic Brazier","bfa_theme","acquisition_bfa_confirmed","bfa","A Farewell to Arms MOTHER (Chamber of Heart) 10000 Echoes of Ny'alotha","40953","","152194","","1803","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/3837/mothers-titanic-brazier-3837/"
"3838","N'Zoth's Captured Eye","bfa_theme","acquisition_bfa_confirmed","bfa","A Farewell to Arms MOTHER (Chamber of Heart) 10000 Echoes of Ny'alotha","40953","","152194","","1803","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/3838/nzoths-captured-eye-3838/"
"8983","Boralus Barrel","bfa_theme","acquisition_bfa_confirmed","bfa","Inscription Battle for Azeroth Inscription (140)","","","","1260583","","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/8983/boralus-barrel-8983/"
"8984","Tidesage's Bookcase","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Fray (Boralus) 500 War Resources","","","135808","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/8984/tidesages-bookcase-8984/"
"9035","Admiralty's Upholstered Chair","bfa_theme","acquisition_bfa_confirmed","bfa","Proudmoore's Parley Pearl Barlow (Tiragarde Sound) 400 War Resources","","50972","252345","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9035/admiraltys-upholstered-chair-9035/"
"9036","Boralus Fence","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Fray (Boralus) 100 War Resources","","","135808","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9036/boralus-fence-9036/"
"9037","Boralus Fencepost","bfa_theme","acquisition_bfa_confirmed","bfa","Provisioner Fray (Boralus) 50 War Resources","","","135808","","1560","","Acquisition source or required content is Battle for Azeroth","https://housing.wowdb.com/decor/9037/boralus-fencepost-9037/"
