"decor_id","item_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url"
"2227","246410","Dark Iron Table Saw","classic_theme","acquisition_classic_confirmed","classic","crafted","3 Dark Iron Table Saw Furnishings › Tables and Desks Crafting: Engineering Profession: Classic Engineering (240)","","","","1261509","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2227/dark-iron-table-saw-2227/"
"2228","246411","Ironforge Bookcase","classic_theme","vendor_location_only_unassigned","","vendor","3 Ironforge Bookcase Furnishings › Storage Inge Brightview (The Library, Ironforge) 700","","","253232","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2228/ironforge-bookcase-2228/"
"2229","246412","Small Ironforge Bookcase","classic_theme","vendor_location_only_unassigned","","vendor","1 Small Ironforge Bookcase Furnishings › Storage Inge Brightview (The Library, Ironforge) 450","","","253232","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2229/small-ironforge-bookcase-2229/"
"2230","246413","Blackrock Lamppost","classic_theme","acquisition_classic_confirmed","classic","crafted","3 Blackrock Lamppost Lighting › Large Lights Crafting: Jewelcrafting Profession: Classic Jewelcrafting (240)","","","","1261667","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2230/blackrock-lamppost-2230/"
"2237","246420","Kharanos Bookcase","classic_theme","acquisition_classic_confirmed","classic","crafted","5 Kharanos Bookcase Furnishings › Storage Crafting: Inscription Profession: Classic Inscription (240)","","","","1261587","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2237/kharanos-bookcase-2237/"
"2238","246421","Stolen Ironforge Seat","classic_theme","acquisition_bfa_confirmed","battle_for_azeroth","drop","1 Stolen Ironforge Seat Furnishings › Seating Encounter: Harlan Sweete (Freehold)","","","","","","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/2238/stolen-ironforge-seat-2238/"
"2239","246422","Thelsamar Hanging Lantern","classic_theme","acquisition_cata_confirmed","cataclysm","quest","1 Thelsamar Hanging Lantern Lighting › Ceiling Lights Axis of Awful (Loch Modan) Drac Roughcut (Thelsamar, Loch Modan) 285","","26868","1465","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/2239/thelsamar-hanging-lantern-2239/"
"2240","246423","Wooden Ironforge Table","classic_theme","acquisition_classic_confirmed","classic","crafted","3 Wooden Ironforge Table Furnishings › Tables and Desks Crafting: Inscription Profession: Classic Inscription (240)","","","","1261644","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2240/wooden-ironforge-table-2240/"
"2241","246424","Square Stormpike Table","classic_theme","vendor_location_only_unassigned","","vendor","3 Square Stormpike Table Furnishings › Tables and Desks Thanthaldis Snowgleam (Hillsbrad Foothills) 1 Mark of Honor","","","13217","","","137642","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2241/square-stormpike-table-2241/"
"2242","246425","Round Dwarven Table","classic_theme","vendor_location_only_unassigned","","vendor","1 Round Dwarven Table Furnishings › Tables and Desks Breana Bitterbrand (Twilight Highlands) 400 Craw MacGraw (Twilight Highlands) 400","","","253227;49386","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2242/round-dwarven-table-2242/"
"2243","246426","Ornate Ironforge Table","classic_theme","vendor_location_only_unassigned","","vendor","3 Ornate Ironforge Table Furnishings › Tables and Desks Captain Stonehelm (Dun Morogh) 570 Dedric Sleetshaper (Dun Morogh) 600","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2243/ornate-ironforge-table-2243/"
"2246","246429","Dark Iron Chandelier","classic_theme","acquisition_classic_confirmed","classic","drop","1 Dark Iron Chandelier Lighting › Ceiling Lights Encounter: Emperor Dagran Thaurissan (Blackrock Depths)","","","","","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2246/dark-iron-chandelier-2246/"
"2331","246488","Ironforge Chandelier","classic_theme","acquisition_classic_confirmed","classic","crafted","1 Ironforge Chandelier Lighting › Ceiling Lights Crafting: Jewelcrafting Profession: Classic Jewelcrafting (240)","","","","1261659","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2331/ironforge-chandelier-2331/"
"2332","246489","Steel Ironforge Emblem","classic_theme","acquisition_classic_confirmed","classic","crafted","3 Steel Ironforge Emblem Accents › Wall Hangings Crafting: Blacksmithing Profession: Classic Blacksmithing (240)","","","","1261499","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2332/steel-ironforge-emblem-2332/"
"2333","246490","Ironforge Fencepost","classic_theme","vendor_location_only_unassigned","","vendor","1 Ironforge Fencepost Structural › Misc Structural Captain Stonehelm (Dun Morogh) 237 50 Dedric Sleetshaper (Dun Morogh) 250","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2333/ironforge-fencepost-2333/"
"2334","246491","Ironforge Fence","classic_theme","vendor_location_only_unassigned","","vendor","1 Ironforge Fence Structural › Misc Structural Captain Stonehelm (Dun Morogh) 142 50 Dedric Sleetshaper (Dun Morogh) 150","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2334/ironforge-fence-2334/"
"2452","246685","Dwarven District Banner","classic_theme","acquisition_classic_confirmed","classic","crafted","5 Dwarven District Banner Accents › Wall Hangings Crafting: Tailoring Profession: Classic Tailoring (240)","","","","1261695","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/2452/dwarven-district-banner-2452/"
"3888","247748","[DNT] Kyrian Spirit Healer - DO NOT USE - NPC tech not ready yet","classic_theme","internal_hidden","","vendor","5 [DNT] Kyrian Spirit Healer - DO NOT USE - NPC tech not ready yet Accents › Misc Accents","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/3888/dnt-kyrian-spirit-healer-do-not-use-npc-tech-not-ready-yet-3888/"
"3893","247756","Challenger's Dueling Flag","classic_theme","acquisition_classic_confirmed","classic","achievement","3 Challenger's Dueling Flag Accents › Ornamental Duel-icious Joruh (Orgrimmar) 1000 Honor +1 more source","1157","","254606","","1792","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/3893/challengers-dueling-flag-3893/"
"3899","247762","Netherstorm Battlefield Flag","classic_theme","acquisition_tbc_confirmed","the_burning_crusade","achievement","3 Netherstorm Battlefield Flag Accents › Ornamental Stormtrooper Joruh (Orgrimmar) 300 Honor +1 more source","213","","254606","","1792","","Current acquisition requires Burning Crusade content","https://housing.wowdb.com/decor/3899/netherstorm-battlefield-flag-3899/"
"3906","247769","Chaotic Empowerment","classic_theme","acquisition_midnight_confirmed","midnight","achievement","3 Chaotic Empowerment Accents › Ornamental Proficient in Battle Joruh (Orgrimmar) 5 Mark of Honor +1 more source","61685","","254606","","","137642","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/3906/chaotic-empowerment-3906/"
"3907","247770","Mysterious Empowerment","classic_theme","acquisition_midnight_confirmed","midnight","achievement","3 Mysterious Empowerment Accents › Ornamental Expert in Battle Joruh (Orgrimmar) 2 Mark of Honor +1 more source","61686","","254606","","","137642","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/3907/mysterious-empowerment-3907/"
"8982","252010","Ornate Ironforge Bench","classic_theme","vendor_location_only_unassigned","","vendor","3 Ornate Ironforge Bench Furnishings › Seating Captain Stonehelm (Dun Morogh) 427 50 Dedric Sleetshaper (Dun Morogh) 450","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/8982/ornate-ironforge-bench-8982/"
"9249","253175","Hyjal Climbing Vine","classic_theme","acquisition_midnight_confirmed","midnight","quest","1 Hyjal Climbing Vine Nature › Small Foliage Where the Fire Once Burned (Arcantina) Morta Gage (Arcantina) 250 Voidlight Marl","","92323","252873","","3316","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/9249/hyjal-climbing-vine-9249/"
"9266","253250","Tirisfal Hollow Campfire","classic_theme","acquisition_classic_confirmed","classic","crafted","1 Tirisfal Hollow Campfire Lighting › Misc Lighting Crafting: Enchanting Profession: Classic Enchanting (240)","","","","1261501","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/9266/tirisfal-hollow-campfire-9266/"
"11376","257041","Stoppered Black Potion","classic_theme","acquisition_classic_confirmed","classic","crafted","1 Stoppered Black Potion Accents › Ornamental Crafting: Alchemy Profession: Classic Alchemy (240)","","","","1261495","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/11376/stoppered-black-potion-11376/"
"11433","257095","Twilight Fire Canister","classic_theme","acquisition_cata_confirmed","cataclysm","crafted","1 Twilight Fire Canister Accents › Ornamental Crafting: Enchanting Profession: Cataclysm Enchanting (60)","","","","1262318","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11433/twilight-fire-canister-11433/"
"11438","257100","Apothecary's Worktable","classic_theme","acquisition_classic_confirmed","classic","crafted","3 Apothecary's Worktable Furnishings › Tables and Desks Crafting: Alchemy Profession: Classic Alchemy (240)","","","","1262829","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/11438/apothecarys-worktable-11438/"
"11722","257693","Snowfall Tribe Scare-Totem","classic_theme","acquisition_wrath_confirmed","wrath","crafted","3 Snowfall Tribe Scare-Totem Miscellaneous › Miscellaneous - All Crafting: Leatherworking Profession: Northrend Leatherworking (60)","","","","1269499","","","Current acquisition requires Wrath of the Lich King content","https://housing.wowdb.com/decor/11722/snowfall-tribe-scare-totem-11722/"
"11755","257725","Camp Narache Rug","classic_theme","acquisition_classic_confirmed","classic","crafted","1 Camp Narache Rug Accents › Floor Crafting: Leatherworking Profession: Classic Leatherworking (240)","","","","1263633","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/11755/camp-narache-rug-11755/"
"11893","258205","Wolvar Postbag","classic_theme","acquisition_wrath_confirmed","wrath","crafted","1 Wolvar Postbag Functional › Utility Crafting: Leatherworking Profession: Northrend Leatherworking (60)","","","","1263613","","","Current acquisition requires Wrath of the Lich King content","https://housing.wowdb.com/decor/11893/wolvar-postbag-11893/"
"11935","258289","Thunder Bluff Totem","classic_theme","acquisition_classic_confirmed","classic","crafted","1 Thunder Bluff Totem Structural › Misc Structural Crafting: Inscription Profession: Classic Inscription (240)","","","","1269495","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/11935/thunder-bluff-totem-11935/"
"14816","263027","Darkmaster's Mystical Brazier","classic_theme","acquisition_classic_confirmed","classic","crafted","3 Darkmaster's Mystical Brazier Lighting › Large Lights Crafting: Enchanting Profession: Classic Enchanting (240)","","","","1270459","","","Current acquisition requires original World of Warcraft content","https://housing.wowdb.com/decor/14816/darkmasters-mystical-brazier-14816/"
"17889","266306","[DNT] [AUTOGEN] 12PH_Leg_Zandalari_Mask_01.M2","classic_theme","internal_hidden","","vendor","[DNT] [AUTOGEN] 12PH_Leg_Zandalari_Mask_01.M2 Uncategorized › Uncategorized","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/17889/dnt-autogen-12ph_leg_zandalari_mask_01m2-17889/"
"20170","268726","[DNT] [AUTOGEN] 12PH_LEG_undead_alchemy_table.M2","classic_theme","internal_hidden","","vendor","[DNT] [AUTOGEN] 12PH_LEG_undead_alchemy_table.M2 Uncategorized › Uncategorized","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/20170/dnt-autogen-12ph_leg_undead_alchemy_tablem2-20170/"
"21857","271971","Tome of Kings","classic_theme","acquisition_midnight_confirmed","midnight","achievement","1 Tome of Kings Accents › Ornamental Lorewalking: The Loa Lali the Assistant (Vale of Eternal Blossoms)","61442","","62088","","","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/21857/tome-of-kings-21857/"
"27047","280569","[DNT] [AUTOGEN] 12PH_Leg_Book_Troll_03.M2","classic_theme","internal_hidden","","vendor","[DNT] [AUTOGEN] 12PH_Leg_Book_Troll_03.M2 Uncategorized › Uncategorized","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/27047/dnt-autogen-12ph_leg_book_troll_03m2-27047/"
