"decor_id","item_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url"
"2241","246424","Square Stormpike Table","classic_theme","vendor_location_only_unassigned","","vendor","3 Square Stormpike Table Furnishings › Tables and Desks Thanthaldis Snowgleam (Hillsbrad Foothills) 1 Mark of Honor","","","13217","","","137642","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2241/square-stormpike-table-2241/"
"2242","246425","Round Dwarven Table","classic_theme","vendor_location_only_unassigned","","vendor","1 Round Dwarven Table Furnishings › Tables and Desks Breana Bitterbrand (Twilight Highlands) 400 Craw MacGraw (Twilight Highlands) 400","","","253227;49386","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2242/round-dwarven-table-2242/"
"2243","246426","Ornate Ironforge Table","classic_theme","vendor_location_only_unassigned","","vendor","3 Ornate Ironforge Table Furnishings › Tables and Desks Captain Stonehelm (Dun Morogh) 570 Dedric Sleetshaper (Dun Morogh) 600","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2243/ornate-ironforge-table-2243/"
"2333","246490","Ironforge Fencepost","classic_theme","vendor_location_only_unassigned","","vendor","1 Ironforge Fencepost Structural › Misc Structural Captain Stonehelm (Dun Morogh) 237 50 Dedric Sleetshaper (Dun Morogh) 250","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2333/ironforge-fencepost-2333/"
"2334","246491","Ironforge Fence","classic_theme","vendor_location_only_unassigned","","vendor","1 Ironforge Fence Structural › Misc Structural Captain Stonehelm (Dun Morogh) 142 50 Dedric Sleetshaper (Dun Morogh) 150","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/2334/ironforge-fence-2334/"
"3888","247748","[DNT] Kyrian Spirit Healer - DO NOT USE - NPC tech not ready yet","classic_theme","internal_hidden","","vendor","5 [DNT] Kyrian Spirit Healer - DO NOT USE - NPC tech not ready yet Accents › Misc Accents","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/3888/dnt-kyrian-spirit-healer-do-not-use-npc-tech-not-ready-yet-3888/"
"3899","247762","Netherstorm Battlefield Flag","classic_theme","acquisition_tbc_confirmed","the_burning_crusade","achievement","3 Netherstorm Battlefield Flag Accents › Ornamental Stormtrooper Joruh (Orgrimmar) 300 Honor +1 more source","213","","254606","","1792","","Current acquisition requires Burning Crusade content","https://housing.wowdb.com/decor/3899/netherstorm-battlefield-flag-3899/"
"3906","247769","Chaotic Empowerment","classic_theme","acquisition_midnight_confirmed","midnight","achievement","3 Chaotic Empowerment Accents › Ornamental Proficient in Battle Joruh (Orgrimmar) 5 Mark of Honor +1 more source","61685","","254606","","","137642","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/3906/chaotic-empowerment-3906/"
"3907","247770","Mysterious Empowerment","classic_theme","acquisition_midnight_confirmed","midnight","achievement","3 Mysterious Empowerment Accents › Ornamental Expert in Battle Joruh (Orgrimmar) 2 Mark of Honor +1 more source","61686","","254606","","","137642","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/3907/mysterious-empowerment-3907/"
"8982","252010","Ornate Ironforge Bench","classic_theme","vendor_location_only_unassigned","","vendor","3 Ornate Ironforge Bench Furnishings › Seating Captain Stonehelm (Dun Morogh) 427 50 Dedric Sleetshaper (Dun Morogh) 450","","","253235;50309","","","","New housing vendor stock in an older zone does not establish Classic ownership","https://housing.wowdb.com/decor/8982/ornate-ironforge-bench-8982/"
"9249","253175","Hyjal Climbing Vine","classic_theme","acquisition_midnight_confirmed","midnight","quest","1 Hyjal Climbing Vine Nature › Small Foliage Where the Fire Once Burned (Arcantina) Morta Gage (Arcantina) 250 Voidlight Marl","","92323","252873","","3316","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/9249/hyjal-climbing-vine-9249/"
"11433","257095","Twilight Fire Canister","classic_theme","acquisition_cata_confirmed","cataclysm","crafted","1 Twilight Fire Canister Accents › Ornamental Crafting: Enchanting Profession: Cataclysm Enchanting (60)","","","","1262318","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11433/twilight-fire-canister-11433/"
"11722","257693","Snowfall Tribe Scare-Totem","classic_theme","acquisition_wrath_confirmed","wrath","crafted","3 Snowfall Tribe Scare-Totem Miscellaneous › Miscellaneous - All Crafting: Leatherworking Profession: Northrend Leatherworking (60)","","","","1269499","","","Current acquisition requires Wrath of the Lich King content","https://housing.wowdb.com/decor/11722/snowfall-tribe-scare-totem-11722/"
"11893","258205","Wolvar Postbag","classic_theme","acquisition_wrath_confirmed","wrath","crafted","1 Wolvar Postbag Functional › Utility Crafting: Leatherworking Profession: Northrend Leatherworking (60)","","","","1263613","","","Current acquisition requires Wrath of the Lich King content","https://housing.wowdb.com/decor/11893/wolvar-postbag-11893/"
"17889","266306","[DNT] [AUTOGEN] 12PH_Leg_Zandalari_Mask_01.M2","classic_theme","internal_hidden","","vendor","[DNT] [AUTOGEN] 12PH_Leg_Zandalari_Mask_01.M2 Uncategorized › Uncategorized","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/17889/dnt-autogen-12ph_leg_zandalari_mask_01m2-17889/"
"20170","268726","[DNT] [AUTOGEN] 12PH_LEG_undead_alchemy_table.M2","classic_theme","internal_hidden","","vendor","[DNT] [AUTOGEN] 12PH_LEG_undead_alchemy_table.M2 Uncategorized › Uncategorized","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/20170/dnt-autogen-12ph_leg_undead_alchemy_tablem2-20170/"
"21857","271971","Tome of Kings","classic_theme","acquisition_midnight_confirmed","midnight","achievement","1 Tome of Kings Accents › Ornamental Lorewalking: The Loa Lali the Assistant (Vale of Eternal Blossoms)","61442","","62088","","","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/21857/tome-of-kings-21857/"
"27047","280569","[DNT] [AUTOGEN] 12PH_Leg_Book_Troll_03.M2","classic_theme","internal_hidden","","vendor","[DNT] [AUTOGEN] 12PH_Leg_Book_Troll_03.M2 Uncategorized › Uncategorized","","","","","","","Hidden, DNT, or source-less catalog row with no collectible acquisition","https://housing.wowdb.com/decor/27047/dnt-autogen-12ph_leg_book_troll_03m2-27047/"
