recipe_spell_id,name,status,cause,current_source,upstream_file,upstream_line,next_action
191659,Darkmoon Card of the Legion [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,809,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192802,Scroll of Forgotten Knowledge,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,822,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192804,Steamy Romance Novel Kit,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,823,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192808,Vantus Rune: Ursoc [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,900,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192809,Vantus Rune: Nythendra [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,897,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192810,"Vantus Rune: Il'gynoth, The Heart of Corruption [Rank 1]",shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,894,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192811,Vantus Rune: Dragons of Nightmare [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,888,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192812,Vantus Rune: Xavius [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,903,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192813,Vantus Rune: Elerethe Renferal [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,891,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192814,Vantus Rune: Cenarius [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,885,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192815,Vantus Rune: Skorpyron [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,997,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192816,Vantus Rune: Chronomatic Anomaly [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,973,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192817,Vantus Rune: Trilliax [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1009,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192818,Vantus Rune: Spellblade Aluriel [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1000,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192819,Vantus Rune: Tichondrius [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1006,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192820,Vantus Rune: High Botanist Tel'arn [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,988,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192821,Vantus Rune: Krosus [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,991,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192822,Vantus Rune: Star Augur Etraeus [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1003,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192823,Vantus Rune: Grand Magistrix Elisande [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,976,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192824,Vantus Rune: Gul'dan [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,982,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192838,Glyph of Ghostly Fade,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,844,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192839,Grimoire of Fel Imp,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,839,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192840,Glyph of Sparkles,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,851,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192841,Glyph of Blackout,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,833,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192842,Glyph of the Sentinel,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,865,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192843,Glyph of Crackling Crane Lightning,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,836,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192844,Glyph of the Spectral Raptor,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,870,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192845,Glyph of Stellar Flare,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,852,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192846,Glyph of the Queen,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,864,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192849,Glyph of Fel Touched Souls,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,812,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192850,Glyph of Crackling Flames,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,810,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192851,Glyph of Fallow Wings,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,811,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192852,Glyph of Tattered Wings,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,813,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192854,Prophecy Tarot [Rank 1],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,821,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192855,Prophecy Tarot [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,874,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192856,Prophecy Tarot [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,875,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192859,Darkmoon Card of the Legion [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,829,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192860,Vantus Rune: Ursoc [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,901,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192861,Vantus Rune: Nythendra [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,898,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192862,"Vantus Rune: Il'gynoth, The Heart of Corruption [Rank 2]",shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,895,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192863,Vantus Rune: Dragons of Nightmare [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,889,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192864,Vantus Rune: Xavius [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,904,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192865,Vantus Rune: Elerethe Renferal [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,892,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192866,Vantus Rune: Cenarius [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,886,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192867,Vantus Rune: Skorpyron [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,998,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192868,Vantus Rune: Chronomatic Anomaly [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,974,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192869,Vantus Rune: Trilliax [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1010,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192870,Vantus Rune: Spellblade Aluriel [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1001,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192871,Vantus Rune: Tichondrius [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1007,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192872,Vantus Rune: High Botanist Tel'arn [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,989,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192873,Vantus Rune: Krosus [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,992,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192874,Vantus Rune: Star Augur Etraeus [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1004,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192875,Vantus Rune: Grand Magistrix Elisande [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,977,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192876,Vantus Rune: Gul'dan [Rank 2],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,983,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192890,Darkmoon Card of the Legion [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,830,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192891,Vantus Rune: Ursoc [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,902,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192892,Vantus Rune: Nythendra [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,899,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192893,"Vantus Rune: Il'gynoth, The Heart of Corruption [Rank 3]",shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,896,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192894,Vantus Rune: Dragons of Nightmare [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,890,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192895,Vantus Rune: Xavius [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,905,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192896,Vantus Rune: Elerethe Renferal [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,893,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192897,Vantus Rune: Cenarius [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,887,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192898,Vantus Rune: Skorpyron [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,999,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192899,Vantus Rune: Chronomatic Anomaly [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,975,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192900,Vantus Rune: Trilliax [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1011,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192901,Vantus Rune: Spellblade Aluriel [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1002,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192902,Vantus Rune: Tichondrius [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1008,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192903,Vantus Rune: High Botanist Tel'arn [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,990,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192904,Vantus Rune: Krosus [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,993,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192905,Vantus Rune: Star Augur Etraeus [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,1005,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192906,Vantus Rune: Grand Magistrix Elisande [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,978,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
192907,Vantus Rune: Gul'dan [Rank 3],shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,984,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209510,Aqual Mark,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,824,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209511,Straszan Mark,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,881,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209658,Mass Mill Aethril,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,814,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209659,Mass Mill Dreamleaf,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,815,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209660,Mass Mill Foxflower,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,818,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209661,Mass Mill Fjarnskaggl,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,817,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209662,Mass Mill Starlight Rose,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,819,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
209664,Mass Mill Felwort,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,816,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
210116,Mass Mill Yseralline Seeds,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,820,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
210653,Songs of Battle,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,876,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
210654,Songs of Peace,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,877,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
210656,Songs of the Legion,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,880,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
222408,Unwritten Legend,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,884,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
223940,Songs of the Horde,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,879,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
223941,Songs of the Alliance,shipped_invalid_unavailable_basis,nyi_heading_leaks_across_patch_boundary,unavailable,Inscription-upstream.lua,878,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225522,Glyph of Cracked Ice,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,835,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225524,Glyph of the Chilled Shell,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,854,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225525,Glyph of the Crimson Shell,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,855,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225527,Glyph of Fel Wings,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,840,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225528,Glyph of Fel-Enemies,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,841,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225529,Glyph of Mana Touched Souls,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,845,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225530,Glyph of Shadow-Enemies,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,849,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225531,Glyph of the Doe,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,857,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225532,Glyph of the Feral Chameleon,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,858,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225533,Glyph of the Forest Path,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,859,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
225534,Glyph of Autumnal Bloom,omitted_source_classification_conflict,nyi_heading_leaks_across_patch_boundary,,Inscription-upstream.lua,832,Resolve current acquisition and removal flags; do not turn every affected recipe into a trainer recipe.
