"decor_id","item_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url","cataclysm_quest_ids","cataclysm_achievement_ids","cataclysm_npc_ids","cataclysm_recipe_spell_ids","cataclysm_drop_signal"
"1445","244655","Gilnean Circular Rug","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","drop","5 Gilnean Circular Rug Accents › Floor Encounter: Lord Godfrey (Shadowfang Keep)","","","","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1445/gilnean-circular-rug-1445/","","","","","True"
"1481","244777","Surwich Peddler's Wagon","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","5 Surwich Peddler's Wagon Miscellaneous › Miscellaneous - All The Downfall of Marl Wormthorn Maurice Essman (Surwich, Blasted Lands) 1100","","25720","44337","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1481/surwich-peddlers-wagon-1481/","25720","","","","False"
"1793","245602","Gilnean Problem Solver","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","5 Gilnean Problem Solver Accents › Misc Accents Crafting: Engineering Profession: Cataclysm Engineering (60)","","","","1261258","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1793/gilnean-problem-solver-1793/","","","","1261258","False"
"1794","245603","Gilnean Noble's Trellis","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","vendor","3 Gilnean Noble's Trellis Nature › Misc Nature Lord Candren (Ruins of Gilneas) 350 Unknown Vendor (Teldrassil)","","","252520;50307","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1794/gilnean-nobles-trellis-1794/","","","50307","","False"
"1795","245604","Arched Rose Trellis","cataclysm_theme","acquisition_dragonflight_confirmed","dragonflight","vendor","3 Arched Rose Trellis Nature › Misc Nature Marie Allen (Stormglen Village, Gilneas) 100 Samantha Buckley (Ruins of Gilneas) 100","","","211065;216888","","","","Current acquisition requires Reclamation of Gilneas content added in Dragonflight","https://housing.wowdb.com/decor/1795/arched-rose-trellis-1795/","","","","","False"
"1796","245605","Gilnean Stone Wall","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","vendor","1 Gilnean Stone Wall Structural › Misc Structural Lord Candren (Stormwind City) 300 Unknown Vendor (Teldrassil)","","","252520;50307","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1796/gilnean-stone-wall-1796/","","","50307","","False"
"1802","245616","Bradensbrook Thorned Well","cataclysm_theme","acquisition_legion_confirmed","legion","quest","5 Bradensbrook Thorned Well Structural › Large Structures Source of the Corruption Corbin Branbell (Val'sharah) 1000 Order Resources","","46107","252498","","1220","","Current acquisition requires Legion content","https://housing.wowdb.com/decor/1802/bradensbrook-thorned-well-1802/","","","","","False"
"1826","245617","Gilnean Stocks","cataclysm_theme","acquisition_dragonflight_confirmed","dragonflight","vendor","1 Gilnean Stocks Accents › Ornamental Marie Allen (Stormglen Village, Gilneas) 100 Samantha Buckley (Ruins of Gilneas) 100","","","211065;216888","","","","Current acquisition requires Reclamation of Gilneas content added in Dragonflight","https://housing.wowdb.com/decor/1826/gilnean-stocks-1826/","","","","","False"
"1827","245618","Surwich Expedition Tent","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","5 Surwich Expedition Tent Structural › Large Structures Crafting: Tailoring Profession: Cataclysm Tailoring (60)","","","","1261317","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1827/surwich-expedition-tent-1827/","","","","1261317","False"
"1828","245619","[DNT] Smoke Sconce - DO NOT USE - new asset","cataclysm_theme","internal_dnt","","vendor","3 Exterior Only [DNT] Smoke Sconce - DO NOT USE - new asset Lighting › Wall Lights","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/1828/dnt-smoke-sconce-do-not-use-new-asset-1828/","","","","","False"
"1829","245620","Little Wolf's Loo","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","5 Little Wolf's Loo Structural › Large Structures Ready to Go (Ruins of Gilneas, Gilneas) Lord Candren (Darnassus) 50 +1 more source","","14402","50307","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1829/little-wolfs-loo-1829/","14402","","50307","","False"
"1830","245621","Gilnean Wooden Table","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","3 Gilnean Wooden Table Furnishings › Tables and Desks Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1261259","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1830/gilnean-wooden-table-1830/","","","","1261259","False"
"1831","245622","Gilnean Wall Shelf","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","3 Gilnean Wall Shelf Furnishings › Storage Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1261288","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1831/gilnean-wall-shelf-1831/","","","","1261288","False"
"1832","245623","Gilnean Rocking Chair","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Gilnean Rocking Chair Furnishings › Seating Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1261278","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1832/gilnean-rocking-chair-1832/","","","","1261278","False"
"1833","245624","Waning Wood Fence","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","1 Waning Wood Fence Structural › Misc Structural Cry For The Moon (Duskwood) Wilkinson (Duskwood) 150","","26760","44114","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/1833/waning-wood-fence-1833/","26760","","","","False"
"2019","246125","[DNT] Pyrewood Glass Bottle - DO NOT USE - duplicate","cataclysm_theme","internal_dnt","","vendor","100 [DNT] Pyrewood Glass Bottle - DO NOT USE - duplicate Accents › Ornamental","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/2019/dnt-pyrewood-glass-bottle-do-not-use-duplicate-2019/","","","","","False"
"2226","246409","Shadowforge Grinding Wheel","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","3 Shadowforge Grinding Wheel Accents › Misc Accents Welcome to the Brotherhood (Searing Gorge) Master Smith Burninate (Searing Gorge) 700","","28064","14624","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/2226/shadowforge-grinding-wheel-2226/","28064","","","","False"
"2239","246422","Thelsamar Hanging Lantern","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","1 Thelsamar Hanging Lantern Lighting › Ceiling Lights Axis of Awful (Loch Modan) Drac Roughcut (Thelsamar, Loch Modan) 285","","26868","1465","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/2239/thelsamar-hanging-lantern-2239/","26868","","","","False"
"2244","246427","Dilapidated Wildhammer Well","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","5 Dilapidated Wildhammer Well Structural › Large Structures Eye Spy (Twilight Highlands) Breana Bitterbrand (Twilight Highlands) 1000","","28244","253227","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/2244/dilapidated-wildhammer-well-2244/","28244","","","","False"
"2245","246428","Overgrown Wildhammer Fountain","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","5 Overgrown Wildhammer Fountain Structural › Large Structures Wild, Wild, Wildhammer Wedding (Twilight Highlands) Breana Bitterbrand (Twilight Highlands) 1500","","28655","253227","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/2245/overgrown-wildhammer-fountain-2245/","28655","","","","False"
"3867","247727","Iron Dragonmaw Gate","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","achievement","5 Iron Dragonmaw Gate Structural › Doors Master of Twin Peaks Joruh (Orgrimmar) 5000 Honor","5223","","254606","","1792","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/3867/iron-dragonmaw-gate-3867/","","5223","","","False"
"4401","248332","Stormwind Footlocker","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","drop","1 Stormwind Footlocker Furnishings › Storage Drop: Deadmines Encounter: Vanessa VanCleef","","","","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/4401/stormwind-footlocker-4401/","","","","","True"
"4444","248618","Westfall Woven Basket","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","1 Westfall Woven Basket Accents › Ornamental You Have Our Thanks (Westfall) Captain Lancy Revshon (Stormwind City) 190","","26270","49877","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/4444/westfall-woven-basket-4444/","26270","","","","False"
"4447","248621","Stormwind Arched Trellis","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","3 Stormwind Arched Trellis Nature › Misc Nature Ending the Invasion! (Elwynn Forest, Blackrock Depths, Northshire) Captain Lancy Revshon (Stormwind City) 285","","26390","49877","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/4447/stormwind-arched-trellis-4447/","26390","","","","False"
"4814","248797","City Wanderer's Candleholder","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","1 City Wanderer's Candleholder Lighting › Small Lights ""I TAKE Candle!"" (Westfall) Captain Lancy Revshon (Stormwind City)","","26229","49877","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/4814/city-wanderers-candleholder-4814/","26229","","","","False"
"4819","248801","Stormwind Weapon Rack","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","1 Stormwind Weapon Rack Furnishings › Storage The Dawning of a New Day (Westfall) Captain Lancy Revshon (Stormwind City) 95","","26297","49877","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/4819/stormwind-weapon-rack-4819/","26297","","","","False"
"5342","249143","Smoke Sconce","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Smoke Sconce Lighting › Wall Lights Crafting: Jewelcrafting Profession: Cataclysm Jewelcrafting (60)","","","","1261305","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/5342/smoke-sconce-5342/","","","","1261305","False"
"9248","253174","Dried Gilnean Roses","cataclysm_theme","acquisition_midnight_confirmed","midnight","quest","1 Dried Gilnean Roses Nature › Small Foliage A Generational Moment (Arcantina) Morta Gage (Arcantina) 150 Voidlight Marl","","92327","252873","","3316","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/9248/dried-gilnean-roses-9248/","","","","","False"
"11131","256331","Shadowforge Lamppost","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","quest","3 Shadowforge Lamppost Lighting › Large Lights Return to Ariok (Burning Steppes) Return to Keeshan (Burning Steppes) +1 more source","","28183","","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11131/shadowforge-lamppost-11131/","28183","","","","False"
"11296","256896","Smoke Lamppost","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","achievement","5 Smoke Lamppost Lighting › Large Lights Battle for Gilneas Victory Joruh (Orgrimmar) 450 Honor +1 more source","5245","","254606","","1792","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11296/smoke-lamppost-11296/","","5245","","","False"
"11301","256903","Gilnean Banded Crate","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","1 Gilnean Banded Crate Furnishings › Storage The Shredders of Irontree (Felwood)","","28337","","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11301/gilnean-banded-crate-11301/","28337","","","","False"
"11305","256905","Small Gilnean Table","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","1 Small Gilnean Table Furnishings › Tables and Desks Morbent's Bane (Duskwood) Wilkinson (Duskwood) 175","","26754","44114","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11305/small-gilnean-table-11305/","26754","","","","False"
"11319","256919","Zandalari War Chandelier","cataclysm_theme","acquisition_bfa_confirmed","bfa","vendor","1 Zandalari War Chandelier Lighting › Ceiling Lights T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/11319/zandalari-war-chandelier-11319/","","","","","False"
"11377","257042","Gilnean Pitchfork","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Gilnean Pitchfork Accents › Misc Accents Crafting: Blacksmithing Profession: Cataclysm Blacksmithing (60)","","","","1261256","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11377/gilnean-pitchfork-11377/","","","","1261256","False"
"11433","257095","Twilight Fire Canister","global_acquisition_match","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Twilight Fire Canister Accents › Ornamental Crafting: Enchanting Profession: Cataclysm Enchanting (60)","","","","1262318","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11433/twilight-fire-canister-11433/","","","","1262318","False"
"11484","257394","Zandalari War Torch","cataclysm_theme","acquisition_bfa_confirmed","bfa","vendor","3 Zandalari War Torch Lighting › Large Lights Provisioner Lija (Nazmir) 150 War Resources","","","135459","","1560","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/11484/zandalari-war-torch-11484/","","","","","False"
"11489","257399","Zandalari War Brazier","cataclysm_theme","acquisition_bfa_confirmed","bfa","vendor","1 Zandalari War Brazier Lighting › Large Lights T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/11489/zandalari-war-brazier-11489/","","","","","False"
"11492","257402","""Unity of Thorns"" Tapestry","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 ""Unity of Thorns"" Tapestry Accents › Wall Hangings Crafting: Tailoring Profession: Cataclysm Tailoring (60)","","","","1262370","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11492/unity-of-thorns-tapestry-11492/","","","","1262370","False"
"11493","257403","Maelstrom Lava Lamp","cataclysm_theme","acquisition_legion_confirmed","legion","achievement","5 Maelstrom Lava Lamp Miscellaneous › Miscellaneous - All The Farseer's Campaign Flamesmith Lanying (The Maelstrom) 1500 Order Resources +1 more source","42280","","112318","","1220","","Current acquisition requires Legion content","https://housing.wowdb.com/decor/11493/maelstrom-lava-lamp-11493/","","","","","False"
"11494","257404","Pyrewood Glass Bottle","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Pyrewood Glass Bottle Accents › Ornamental Crafting: Enchanting Profession: Cataclysm Enchanting (60)","","","","1262331","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11494/pyrewood-glass-bottle-11494/","","","","1262331","False"
"11495","257405","Baradin Bay Fishing Rack","cataclysm_theme","acquisition_classic_confirmed","classic","vendor","3 Baradin Bay Fishing Rack Furnishings › Storage Stuart Fleming (Wetlands)","","","3178","","","","Current acquisition uses a Classic vendor; Cataclysm theme does not assign ownership","https://housing.wowdb.com/decor/11495/baradin-bay-fishing-rack-11495/","","","","","False"
"11496","257406","Smoke Lamp","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Smoke Lamp Lighting › Wall Lights Crafting: Jewelcrafting Profession: Cataclysm Jewelcrafting (60)","","","","1262357","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11496/smoke-lamp-11496/","","","","1262357","False"
"11497","257409","Standing Smoke Lamp","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Standing Smoke Lamp Lighting › Large Lights Crafting: Blacksmithing Profession: Cataclysm Blacksmithing (60)","","","","1262308","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11497/standing-smoke-lamp-11497/","","","","1262308","False"
"11498","257412","Stoppered Gilnean Barrel","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","quest","1 Stoppered Gilnean Barrel Furnishings › Storage Pyrewood's Fall (Silverpine Forest) Edwin Harly (Silverpine Forest) 142 50","","27550","2140","","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11498/stoppered-gilnean-barrel-11498/","27550","","","","False"
"11718","257689","Small Gilnean Windmill","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","5 Small Gilnean Windmill Structural › Large Structures Crafting: Engineering Profession: Cataclysm Engineering (60)","","","","1262340","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11718/small-gilnean-windmill-11718/","","","","1262340","False"
"11723","257694","Gilnean Green Potion","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Gilnean Green Potion Accents › Ornamental Crafting: Alchemy Profession: Cataclysm Alchemy (60)","","","","1269506","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11723/gilnean-green-potion-11723/","","","","1269506","False"
"11724","257695","Gilnean Postbox","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Gilnean Postbox Functional › Utility Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1269540","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11724/gilnean-postbox-11724/","","","","1269540","False"
"11725","257696","Gilnean Map","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Gilnean Map Accents › Wall Hangings Crafting: Inscription Profession: Cataclysm Inscription (60)","","","","1269534","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11725/gilnean-map-11725/","","","","1269534","False"
"11779","257806","Scaled Twilight Mosaic","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Scaled Twilight Mosaic Accents › Floor Crafting: Leatherworking Profession: Cataclysm Leatherworking (60)","","","","1269550","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/11779/scaled-twilight-mosaic-11779/","","","","1269550","False"
"11944","258301","Gilnean Washing Line","cataclysm_theme","acquisition_dragonflight_confirmed","dragonflight","vendor","1 Gilnean Washing Line Accents › Ornamental Marie Allen (Stormglen Village, Gilneas) 125 Samantha Buckley (Ruins of Gilneas)","","","211065;216888","","","","Current acquisition requires Reclamation of Gilneas content added in Dragonflight","https://housing.wowdb.com/decor/11944/gilnean-washing-line-11944/","","","","","False"
"15740","264476","[DNT] 12PH_Leg_Worgen_Bench_02.M2","cataclysm_theme","internal_dnt","","vendor","3 [DNT] 12PH_Leg_Worgen_Bench_02.M2 Furnishings › Seating","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/15740/dnt-12ph_leg_worgen_bench_02m2-15740/","","","","","False"
"16013","264677","Rolled Scarab Rug","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","3 Rolled Scarab Rug Accents › Floor Crafting: Leatherworking Profession: Cataclysm Leatherworking (60)","","","","1272588","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/16013/rolled-scarab-rug-16013/","","","","1272588","False"
"16089","264712","Gilnean Spare Saddle","cataclysm_theme","acquisition_cataclysm_confirmed","cataclysm","crafted","1 Gilnean Spare Saddle Accents › Misc Accents Crafting: Leatherworking Profession: Cataclysm Leatherworking (60)","","","","1272580","","","Current acquisition requires Cataclysm content","https://housing.wowdb.com/decor/16089/gilnean-spare-saddle-16089/","","","","1272580","False"
"16219","264899","Arakkoan Alchemist's Concoction","cataclysm_theme","acquisition_tbc_confirmed","tbc","crafted","1 Arakkoan Alchemist's Concoction Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1273070","","","Current acquisition requires Outland Alchemy","https://housing.wowdb.com/decor/16219/arakkoan-alchemists-concoction-16219/","","","","","False"
"16220","264900","Arakkoan Alchemist's Bottle","cataclysm_theme","acquisition_tbc_confirmed","tbc","crafted","1 Arakkoan Alchemist's Bottle Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1273064","","","Current acquisition requires Outland Alchemy","https://housing.wowdb.com/decor/16220/arakkoan-alchemists-bottle-16220/","","","","","False"
"21081","269616","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE01.M2","cataclysm_theme","internal_dnt","","vendor","1 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE01.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21081/dnt-autogen-uldum_crops_sugarcane01m2-21081/","","","","","False"
"21082","269617","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE06.M2","cataclysm_theme","internal_dnt","","vendor","1 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE06.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21082/dnt-autogen-uldum_crops_sugarcane06m2-21082/","","","","","False"
"21083","269618","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW03.M2","cataclysm_theme","internal_dnt","","vendor","3 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW03.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21083/dnt-autogen-uldum_crops_sugarcanerow03m2-21083/","","","","","False"
"21084","269619","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW04.M2","cataclysm_theme","internal_dnt","","vendor","3 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW04.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21084/dnt-autogen-uldum_crops_sugarcanerow04m2-21084/","","","","","False"
"26478","280236","Ancient Memories of the Sea","cataclysm_theme","acquisition_midnight_confirmed","midnight","vendor","5 Ancient Memories of the Sea Lighting › Misc Lighting Taifa (Razorwind Shores)","","","268106","","","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/26478/ancient-memories-of-the-sea-26478/","","","","","False"
"27044","280846","Beguiling Memories of the Sea","cataclysm_theme","acquisition_midnight_confirmed","midnight","vendor","5 Beguiling Memories of the Sea Lighting › Wall Lights Taifa (Razorwind Shores)","","","268106","","","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/27044/beguiling-memories-of-the-sea-27044/","","","","","False"
