"decor_id","item_id","catalog_name","catalog_scope","status","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","source_item_ids","classification_note","acquisition_source_url"
"11319","256919","Zandalari War Chandelier","cataclysm_theme","acquisition_bfa_confirmed","bfa","vendor","1 Zandalari War Chandelier Lighting › Ceiling Lights T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/11319/zandalari-war-chandelier-11319/"
"11484","257394","Zandalari War Torch","cataclysm_theme","acquisition_bfa_confirmed","bfa","vendor","3 Zandalari War Torch Lighting › Large Lights Provisioner Lija (Nazmir) 150 War Resources","","","135459","","1560","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/11484/zandalari-war-torch-11484/"
"11489","257399","Zandalari War Brazier","cataclysm_theme","acquisition_bfa_confirmed","bfa","vendor","1 Zandalari War Brazier Lighting › Large Lights T'lama (Zuldazar) 300 War Resources","","","252326","","1560","","Current acquisition requires Battle for Azeroth content","https://housing.wowdb.com/decor/11489/zandalari-war-brazier-11489/"
"11493","257403","Maelstrom Lava Lamp","cataclysm_theme","acquisition_legion_confirmed","legion","achievement","5 Maelstrom Lava Lamp Miscellaneous › Miscellaneous - All The Farseer's Campaign Flamesmith Lanying (The Maelstrom) 1500 Order Resources +1 more source","42280","","112318","","1220","","Current acquisition requires Legion content","https://housing.wowdb.com/decor/11493/maelstrom-lava-lamp-11493/"
"11495","257405","Baradin Bay Fishing Rack","cataclysm_theme","acquisition_classic_confirmed","classic","vendor","3 Baradin Bay Fishing Rack Furnishings › Storage Stuart Fleming (Wetlands)","","","3178","","","","Current acquisition uses a Classic vendor; Cataclysm theme does not assign ownership","https://housing.wowdb.com/decor/11495/baradin-bay-fishing-rack-11495/"
"11944","258301","Gilnean Washing Line","cataclysm_theme","acquisition_dragonflight_confirmed","dragonflight","vendor","1 Gilnean Washing Line Accents › Ornamental Marie Allen (Stormglen Village, Gilneas) 125 Samantha Buckley (Ruins of Gilneas)","","","211065;216888","","","","Current acquisition requires Reclamation of Gilneas content added in Dragonflight","https://housing.wowdb.com/decor/11944/gilnean-washing-line-11944/"
"15740","264476","[DNT] 12PH_Leg_Worgen_Bench_02.M2","cataclysm_theme","internal_dnt","","vendor","3 [DNT] 12PH_Leg_Worgen_Bench_02.M2 Furnishings › Seating","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/15740/dnt-12ph_leg_worgen_bench_02m2-15740/"
"16219","264899","Arakkoan Alchemist's Concoction","cataclysm_theme","acquisition_tbc_confirmed","tbc","crafted","1 Arakkoan Alchemist's Concoction Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1273070","","","Current acquisition requires Outland Alchemy","https://housing.wowdb.com/decor/16219/arakkoan-alchemists-concoction-16219/"
"16220","264900","Arakkoan Alchemist's Bottle","cataclysm_theme","acquisition_tbc_confirmed","tbc","crafted","1 Arakkoan Alchemist's Bottle Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1273064","","","Current acquisition requires Outland Alchemy","https://housing.wowdb.com/decor/16220/arakkoan-alchemists-bottle-16220/"
"21081","269616","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE01.M2","cataclysm_theme","internal_dnt","","vendor","1 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE01.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21081/dnt-autogen-uldum_crops_sugarcane01m2-21081/"
"21082","269617","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE06.M2","cataclysm_theme","internal_dnt","","vendor","1 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANE06.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21082/dnt-autogen-uldum_crops_sugarcane06m2-21082/"
"21083","269618","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW03.M2","cataclysm_theme","internal_dnt","","vendor","3 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW03.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21083/dnt-autogen-uldum_crops_sugarcanerow03m2-21083/"
"21084","269619","[DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW04.M2","cataclysm_theme","internal_dnt","","vendor","3 [DNT] [AUTOGEN] ULDUM_CROPS_SUGARCANEROW04.M2 Nature › Small Foliage","","","","","","","Internal DNT, duplicate, or do-not-use catalog row","https://housing.wowdb.com/decor/21084/dnt-autogen-uldum_crops_sugarcanerow04m2-21084/"
"26478","280236","Ancient Memories of the Sea","cataclysm_theme","acquisition_midnight_confirmed","midnight","vendor","5 Ancient Memories of the Sea Lighting › Misc Lighting Taifa (Razorwind Shores)","","","268106","","","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/26478/ancient-memories-of-the-sea-26478/"
"27044","280846","Beguiling Memories of the Sea","cataclysm_theme","acquisition_midnight_confirmed","midnight","vendor","5 Beguiling Memories of the Sea Lighting › Wall Lights Taifa (Razorwind Shores)","","","268106","","","","Current acquisition requires Midnight content","https://housing.wowdb.com/decor/27044/beguiling-memories-of-the-sea-27044/"
