decor_id,catalog_name,category,source_text,achievement_ids,quest_ids,npc_ids,spell_ids,currency_ids
"4819","Stormwind Weapon Rack","Furnishings › Storage","The Dawning of a New Day (Westfall) Captain Lancy Revshon (Stormwind City) 95","","26297","49877","",""
"4839","Nesingwary Mounted Shoveltusk Head","Accents › Wall Hangings","The Snows of Northrend Purser Boulian (Sholazar Basin) 500","938","","28038","",""
"4841","Nesingwary Mounted Elk Head","Accents › Wall Hangings","The Green Hills of Stranglethorn Jaquilina Dramet (Stranglethorn Vale) 450","940","","2483","",""
"5556","Preserver's Censer","Accents › Ornamental","Tethalash (Valdrakken) 250","","","196637","",""
"5557","Dracthyr Weapon Rack","Furnishings › Storage","","","","","",""
"5558","Evoker's Elegant Rug","Accents › Floor","Tethalash (Valdrakken) 250","","","196637","",""
"5559","Augmenter's Opal Banner","Accents › Wall Hangings","Tethalash (Valdrakken) 250","","","196637","",""
"5560","Draconic Crafter's Table","Furnishings › Tables and Desks","Augmenting a Dragon (The Forbidden Reach) Tethalash (Valdrakken) 300 & 200 Dragon Isles Supplies","","","196637","","2003"
"5689","Devastator's Brazier","Lighting › Large Lights","Tethalash (Valdrakken) 250","","","196637","",""
"7668","Forbidden Fork","Accents › Ornamental","Hordranin (Founder's Point) 5 Community Coupons","","","250820","","3363"
"7691","Draconic Metalshaper's Anvil","Accents › Ornamental","Hordranin (Founder's Point) 15 Community Coupons","","","250820","","3363"
"7692","Replica Grathardormu's Hammer","Accents › Wall Hangings","Hordranin (Founder's Point) 10 Community Coupons","","","250820","","3363"
"7693","Green Thumb's Watering Can","Accents › Ornamental","Hordranin (Founder's Point) 10 Community Coupons","","","250820","","3363"
"7694","Draconic Auctioneer's Lectern","Furnishings › Tables and Desks","Hordranin (Founder's Point) 10 Community Coupons","","","250820","","3363"
"7695","Obsidian Warder Pennant","Accents › Wall Hangings","Hordranin (Founder's Point) 10 Community Coupons","","","250820","","3363"
"7696","Dark Talon Pennant","Accents › Wall Hangings","Hordranin (Founder's Point) 10 Community Coupons","","","250820","","3363"
"7697","Roasted Ram Leg","Accents › Food and Drink","Hordranin (Founder's Point) 5 Community Coupons","","","250820","","3363"
"7698","Draconic Trader's Cart","Miscellaneous › Miscellaneous - All","Hordranin (Founder's Point) 20 Community Coupons","","","250820","","3363"
"7699","Artisan's Measuring Scales","Accents › Ornamental","Hordranin (Founder's Point) 5 Community Coupons","","","250820","","3363"
"7700","War Creche Teaching Crystal","Accents › Ornamental","Hordranin (Founder's Point) 10 Community Coupons","","","250820","","3363"
"7701","Ancient Weyrn Device","Structural › Misc Structural","Hordranin (Founder's Point) 15 Community Coupons","","","250820","","3363"
"7835","Draconic Crafter's Forge","Miscellaneous › Miscellaneous - All","On New Wings (The Azure Span) Provisioner Thom (Valdrakken) 600 Dragon Isles Supplies","","","193659","","2003"
"9261","Reliquary Tent","Structural › Large Structures","","","","","",""
"9262","[DNT] Horde Warlord's Throne - DO NOT USE - new asset here","Furnishings › Seating","","","","","",""
"9263","Horde Warlord's Throne","Furnishings › Seating","Encounter: Garrosh Hellscream (Siege of Orgrimmar)","","","","",""
"9425","Iskaaran Open-Air Tent","Structural › Large Structures","","","","","",""
"9426","Iskaaran Smith's Anvil","Miscellaneous › Miscellaneous - All","","","","","",""
"9427","Iskaaran Cookpot","Accents › Food and Drink","","","","","",""
"9428","Iskaaran Hanging Lampfish","Lighting › Large Lights","","","","","",""
"9429","Iskaaran Hanging Lantern","Lighting › Large Lights","","","","","",""
"9430","Iskaaran Standing Lantern","Lighting › Large Lights","","","","","",""
"9431","Tuskarr Meditative Incense Burner","Accents › Ornamental","","","","","",""
"9432","Tuskarr Crabber's Basket","Furnishings › Storage","","","","","",""
"9433","Fur-Adorned Iskaaran Worktable","Furnishings › Tables and Desks","","","","","",""
"9434","Tuskarr Postbag","Miscellaneous › Miscellaneous - All","","","","","",""
"9435","Finned Iskaaran Teapot","Accents › Food and Drink","","","","","",""
"9436","Iskaaran Charcuterie Board","Accents › Food and Drink","","","","","",""
"9437","Big Kinook's Legendary Soup Pot","Accents › Food and Drink","","","","","",""
"9438","Arch of Iskaara","Structural › Large Structures","","","","","",""
"10888","Moonclasp Satchel","Accents › Misc Accents","Celestine of the Harvest (All Dragonflight Zones, moves with the Dreamsurge Event) 500 Dreamsurge Coalescence","","","210608","",""
"10962","Draconic Sconce","Accents › Wall Hangings","Second Chair Pawdo (Dornogal) Unatos (Valdrakken) 10 Dragon Isles Supplies","","","193015;252312","","2003"
"10963","Valdrakken Oven","Accents › Food and Drink","Silvrath (Valdrakken) 500 Dragon Isles Supplies Unatos (Valdrakken) 500 Dragon Isles Supplies","","","193015;253067","","2003"
"10964","Draconic Scribe's Basin","Miscellaneous › Miscellaneous - All","Crafting: Enchanting Profession: Dragon Isles Enchanting (80)","","","","1261933",""
"10965","Five Flights' Grimoire","Accents › Ornamental","Crafting: Enchanting Profession: Dragon Isles Enchanting (80)","","","","1261919",""
"11137","Qalashi Goulash","Accents › Food and Drink","Drop: Warlord Sargha (Neltharus)","","","","",""
"11162","Wingrest Signal Brazier","Lighting › Large Lights","Crafting: Blacksmithing Profession: Dragon Isles Blacksmithing (80)","","","","1261896",""
"11163","Valdrakken Hanging Lamp","Lighting › Ceiling Lights","Encounter: Kyrakka and Erkhart Stormvein","","","","",""
"11164","Valdrakken Lamppost","Lighting › Large Lights","Enforced Relaxation (Thaldraszus) Silvrath (Valdrakken) 200 Dragon Isles Supplies","","70745","253067","","2003"
"11165","Valdrakken Hanging Cauldron","Furnishings › Misc Furnishings","Crafting: Blacksmithing Profession: Dragon Isles Blacksmithing (80)","","","","1261892",""
"11322","Pentagonal Valdrakken Tapestry","Accents › Wall Hangings","","","","","",""
"11387","Dragon's Elixir Bottle","Accents › Ornamental","Crafting: Alchemy Profession: Dragon Isles Alchemy (80)","","","","1261882",""
"11388","Tapestry of the Five Flights","Accents › Wall Hangings","Crafting: Tailoring Profession: Dragon Isles Tailoring (80)","","","","1261940",""
"11454","Large Brazier of Elune","Lighting › Large Lights","A Multi-Front Battle (Emerald Dream) Moon Priestess Lasara (Amirdrassil) 300 Dragon Isles Supplies","","77283","216286","","2003"
"11929","Titanic Tyrhold Fountain","Structural › Large Structures","Crafting: Engineering Profession: Dragon Isles Engineering (80)","","","","1263237",""
"14330","Valdrakken Bookcase","Furnishings › Storage","Encounter: Echo of Doragosa (Algeth'ar Academy)","","","","",""
"16015","Valdrakken Wall Shelf","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1272572",""
"16227","Decorated Underground Table","Furnishings › Tables and Desks","Harlowe Marl (Founder's Point) 15 Community Coupons","","","257897","","3363"
"16228","Loamm Bartering Stall","Structural › Large Structures","Harlowe Marl (Founder's Point) 20 Community Coupons","","","257897","","3363"
"16229","Ceramic Loamm Bowl","Accents › Food and Drink","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363"
"16230","Zaralek Candles","Lighting › Large Lights","Harlowe Marl (Founder's Point) 2 Community Coupons","","","257897","","3363"
"16231","Loamm Archway","Structural › Misc Structural","Harlowe Marl (Founder's Point) 20 Community Coupons","","","257897","","3363"
"16232","Gooey Niffen Jar","Furnishings › Storage","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363"
"16233","Zaralek Snail Cart","Accents › Ornamental","Harlowe Marl (Founder's Point) 20 Community Coupons","","","257897","","3363"
"16234","Strong Sniffin' Incense","Accents › Misc Accents","Harlowe Marl (Founder's Point) 2 Community Coupons","","","257897","","3363"
"16235","Underdecorated Underground Table","Furnishings › Tables and Desks","Harlowe Marl (Founder's Point) 15 Community Coupons","","","257897","","3363"
"16236","Loamm Wheelpot","Accents › Ornamental","Harlowe Marl (Founder's Point) 10 Community Coupons","","","257897","","3363"
"16237","Kilnmaster's Bucket","Accents › Misc Accents","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363"
"16315","Hearty Niffen Grub","Accents › Food and Drink","Harlowe Marl (Founder's Point) 5 Community Coupons","","","257897","","3363"
"21088","[DNT] [AUTOGEN] 10DG_Dragon_Fruit02.m2","Accents › Food and Drink","","","","","",""
"21092","[DNT] [AUTOGEN] 10XP_Generic_Banana_Bunch01.m2","Accents › Food and Drink","","","","","",""
"21879","[DNT] [AUTOGEN] 10MP_MolePeople_Storage_Pottery01.m2","Uncategorized › Uncategorized","","","","","",""
"21880","[DNT] [AUTOGEN] 10MP_MolePeople_Storage_Pottery_Desaturated02.m2","Uncategorized › Uncategorized","","","","","",""
"21881","[DNT] [AUTOGEN] 10MP_MolePeople_Storage_Pottery_Desaturated03.m2","Uncategorized › Uncategorized","","","","","",""
"21932","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Dragon01.m2","Uncategorized › Uncategorized","","","","","",""
"21933","[DNT] [AUTOGEN] 10XP_Generic_Decor_BoarRug01.m2","Accents › Floor","","","","","",""
"21934","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Doe01.m2","Uncategorized › Uncategorized","","","","","",""
"21935","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Doe02.m2","Uncategorized › Uncategorized","","","","","",""
"21936","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Dragon02.m2","Uncategorized › Uncategorized","","","","","",""
"21937","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Elekk02.m2","Uncategorized › Uncategorized","","","","","",""
"21938","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Lion02.m2","Uncategorized › Uncategorized","","","","","",""
"21939","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_ShovelTusk02.m2","Uncategorized › Uncategorized","","","","","",""
"21940","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Tigger02.m2","Uncategorized › Uncategorized","","","","","",""
"21941","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Elk02.m2","Uncategorized › Uncategorized","","","","","",""
"21942","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMountFrame01.m2","Uncategorized › Uncategorized","","","","","",""
"21943","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMountFrame02.m2","Uncategorized › Uncategorized","","","","","",""
"21944","[DNT] [AUTOGEN] 10XP_Generic_Decor_HeadMounted_Tiger01.m2","Uncategorized › Uncategorized","","","","","",""
"23176","Maruukai Barricade","Structural › Construction","Roshai Lightstep (Founder's Point)","","","265551","",""
"23177","Wide Maruukai Barricade","Structural › Construction","Roshai Lightstep (Founder's Point)","","","265551","",""
"23178","Maruukai Storage Basket","Furnishings › Storage","Roshai Lightstep (Founder's Point)","","","265551","",""
"23179","Open Maruukai Storage Basket","Furnishings › Storage","Roshai Lightstep (Razorwind Shores)","","","265551","",""
"23180","Maruukai Wooden Table","Furnishings › Tables and Desks","Roshai Lightstep (Razorwind Shores)","","","265551","",""
"23181","Maruukai Feast Table","Furnishings › Seating","Roshai Lightstep (Founder's Point)","","","265551","",""
"23182","Bakar's Napping Rug","Accents › Floor","Roshai Lightstep (Founder's Point)","","","265551","",""
"23183","Ornate Khanam's Rug","Accents › Floor","Roshai Lightstep (Razorwind Shores)","","","265551","",""
"23184","Large Ornate Khanam's Rug","Accents › Floor","Roshai Lightstep (Founder's Point)","","","265551","",""
"23185","Maruukai Chef's Stove","Accents › Food and Drink","Roshai Lightstep (Founder's Point)","","","265551","",""
"23186","Tapered Maruukai Barricade","Structural › Construction","Roshai Lightstep (Founder's Point)","","","265551","",""
"23550","Bakar's Snack","Accents › Food and Drink","Roshai Lightstep (Razorwind Shores)","","","265551","",""
"23551","Bakar's Dinner","Accents › Food and Drink","Roshai Lightstep (Razorwind Shores)","","","265551","",""
"25121","Cozy Bird Nest","Functional › Pet Beds","Agratha (Razorwind Shores) 50 Perry Winkles (Founder's Point) 50","","","267794;267795","",""
"25274","Gilded Silvermoon Compass","Accents › Ornamental","Construct Ali'a (Silvermoon City) 100 Remnant of Anguish","","","258181","","3392"
"26491","K'areshi Tea Cup","Accents › Food and Drink","Throska (Razorwind Shores)","","","257168","",""
"26492","Purified Dracthyr Stein","Accents › Food and Drink","Cursed Keepsake (Founder's Point, Razorwind Shores) Cursed Keepsake","","","262726","",""
