"decision","decision_basis","expansion","quest_id","node_count","source_addons","source_files","coordinates","criteria_ids","comments"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31422","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","59247303","","Terracotta Head"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31423","5","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","32806160;36908760;48408860;56406480;64502150","","Fragment of Dread"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31424","2","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","52845617;57505850","","Hardened Sap of Kri'vess"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31425","2","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","66304470;66804800","","Yaungol Fire Carrier"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31426","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","65838608","","Amber Encased Moth"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31427","1","HandyNotes_MistsOfPandariaTreasures","TownlongSteppes.lua","62823405","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31429","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","71803610","","Wind-Reaver's Dagger of Quick Strikes"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31430","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","48703000","","Malik's Stalwart Spear"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31431","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","33003010","","Lucid Amulet of the Agile Mind"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31433","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","66306660","","Blade of the Prime"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31434","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","56607780","","Swarming Cleaver of Ka'roz"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31435","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","30209080","","Dissector's Staff of Mutation"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31436","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","25905030","","Bloodsoaked Chitin Fragment"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31437","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","54305650","","Swarmkeeper's Medallion"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","31438","1","HandyNotes_MistsOfPandariaTreasures","DreadWastes.lua","28804190","","Blade of the Poisoned Mind"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","31864","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","24005300","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","31865","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","46308070","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","31866","1","HandyNotes_MistsOfPandariaTreasures","JadeForest.lua","62452752","","Rares"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","31868","1","HandyNotes_MistsOfPandariaTreasures","KunLaiSummit.lua","47887350","","Rares"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","31869","1","HandyNotes_MistsOfPandariaTreasures","ValleyOfTheFourWinds.lua","92003900","","Boat-Building Instructions"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","32803","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","34202350","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","32956","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","17205730","24022","Blackguard's Jetsam"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","32957","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","40009200","24021","Sunken Treasure"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","32968","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","53944722","24019","Rope-Bound Treasure Chest"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","32969","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","49666940","24018","Gleaming Treasure Chest"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","32970","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","71308000","24023","Gleaming Treasure Satchel"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","mists_of_pandaria","32971","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","58706010","24020","Mist-Covered Treasure Chest"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33017","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","69006910","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","33037","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","51803550","","followers"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33041","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","42106130","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33046","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","36804140","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33170","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","36703410","","Three-Breeze Terrace"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33171","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","25502720","","Misty Strand"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33172","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","27403910","","south of Misty Strand"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33173","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","30703650","","on a stump, SW of 3-Breeze Terrace"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33174","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","22403540","","underwater, north of Horde base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33175","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","22104930","","south of Horde base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33176","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","24805300","","SE of chest #005"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33177","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","25704580","","SE of Horde base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33178","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","22266811","","north of Alliance base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33179","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","26806870","","NE of Alliance base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33180","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","31007630","","bush between Alli base and Old Pi'jiu"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33181","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","35307640","","Old Pi'jiu, W building"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33182","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","38707160","","Old Pi'jiu, N building"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33183","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","39807950","","Old Pi'jiu, E building"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33184","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","34808420","","at the basement of Old Pi'jiu's jetty"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33185","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","43608410","","bush SE of Old Pi'jiu"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33186","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","47005370","","in the central lake"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33187","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","46704670","","north of central lake"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33188","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","51204570","","in the slump scraps under the broken bridge"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33189","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","55504430","","next to Tsavo'ka's cave"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33190","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","58005070","","next to Mysterious Cave"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33191","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","65704780","","behind the graveyard"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33192","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","63805920","","south of graveyard"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33193","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","64907560","","in the Croaking Hollow"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33194","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","60206600","","SW of chest #022"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33195","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","49706570","","south of central lake"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33196","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","53107080","","SE of chest #025"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33197","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","52706270","","SE of central lake"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33198","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","44146549","","On a tree stump"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33203","2","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","44703840;62903480","2","Blazing;Treasure, Treasure Everywhere"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33204","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","28203520","4","on the top of the cliff, north of Horde base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33205","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","26806490","4","on the top of the cliff, north of Alliance base"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33206","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","64607040","4","in the Croaking Hollow"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33207","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","59204950","4","inside the Mysterious Den"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33208","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","69503290","5","at the Shrine of the Black Flame, Blazing Way area"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33209","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","54007820","5","at the central cauldron of Firewalker Ruins"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33210","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","47602760","3","Sturdy"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","mists_of_pandaria","33227","1","HandyNotes_MistsOfPandariaTreasures","TimelessIsle.lua","61708850","1","in the shipwreck of Cpt. Zvezdan"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33384","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","44506350","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","33438","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","30305120","","note: other ogres are 33497, 33439, and 33440"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33500","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","27604280","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33501","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","24202720","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33502","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","38403780","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33505","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","64406580","","paired treasure"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33532","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","39701710","","Cragmaul Cache"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33540","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","35904090","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33564","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","47104610","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33565","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","67108430","","BloodthornCave"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33566","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","39208380","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33567","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","37505930","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33568","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","57904530","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33569","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","33503970","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33570","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","45802460","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33572","2","HandyNotes_TreasureHunter","ShadowmoonValley.lua","22803390;55544974","","ShadowmoonValleyDR"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33573","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","36704450","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33574","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","51107910","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33575","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","20303060","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33584","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","37704430","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33610","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","45206050","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33611","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","43806060","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33612","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","44505920","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33613","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","37202310","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33614","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","38504300","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33866","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","34204350","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33867","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","49303750","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33869","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","41502790","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33883","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","28303930","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33885","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","84504470","","treasures"
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33886","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","31303910","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33891","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","34404620","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33916","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","23102500","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33926","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","21900960","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33933","1","HandyNotes_TreasureHunter","Talador.lua","58901200","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33940","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","42703170","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33942","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","16104980","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33946","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","64702570","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33947","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","68204580","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","33948","1","HandyNotes_TreasureHunter","FrostfireRidge.lua","66702640","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","34101","1","HandyNotes_TreasureHunter","Talador.lua","68785621","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","34116","1","HandyNotes_TreasureHunter","Talador.lua","61107170","","followers"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","34134","1","HandyNotes_TreasureHunter","Talador.lua","57207540","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","34140","1","HandyNotes_TreasureHunter","Talador.lua","40608950","",""
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","34148","1","HandyNotes_TreasureHunter","Talador.lua","37607490","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","34174","1","HandyNotes_TreasureHunter","ShadowmoonValley.lua","26500570","","[28800710]={ quest=35279, currency=824, label=""Sunken Treasure"", }, -- bugged for years"
"quest_identity_navigation_candidate","stable_quest_flag_in_installed_handynotes_table_provider","wod","34182","1","HandyNotes_TreasureHunter","Talador.lua","36509610","",""
"already_achievement_or_quest_backed","quest_or_criteria_already_present_in_collectionist_treasure_data","wod","34232","1","HandyNotes_TreasureHunter","Talador.lua","64901330","",""
